type,source,target,Label,weight,mode,lon,lat,Exits,Location,metroline,function,train_station,sourcesinknode,,closest_metro
link,Politie Veilingweg,Berkel Westpolder,,,road,51.94266416,4.491821409,,test,P,police_bureau,,None,FALSE,None
link,Politie Veilingweg,Rodenrijs,,,road,51.94266416,4.491821409,,test,P,police_bureau,,None,FALSE,None
link,Politie Veilingweg,Meijersplein,,,road,51.94266416,4.491821409,,test,P,police_bureau,,None,FALSE,None
link,Politie Veilingweg,Melanchthonweg,,,road,51.94266416,4.491821409,,test,P,police_bureau,,None,FALSE,None
link,Politie Veilingweg,Blijdorp,,,road,51.94266416,4.491821409,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Rotterdam centraal,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Stadhuis,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Beurs,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Leuvehaven,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Wilhelminaplein,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Reinhaven,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Maashaven,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Zuidplein,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Slinge,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Rhoon,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Poortugaal,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Tussenwater,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Hoogvliet,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Zalmplaat,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Spijkenisse Centrum,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Heemraadlaan,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,De Akkers,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Hoek van Holland Strand,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Hoek van Holland Haven,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Steendijkpolder,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Maassluis West,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Maassluis Centrum,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Vlaardingen West,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Vlaardingen Centrum,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Vlaardingen Oost,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Schiedam Nieuwland,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Schiedam Centrum,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Marconiplein,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Delfshaven,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Coolhaven,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Dijkzicht,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Eendrachtsplein,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Blaak,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Oostplein,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Gerdesiaweg,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Voorschoterlaan,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Kralingse Zoom,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Capelsebrug,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Schenkel,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Prinsenlaan,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Oosterflank,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Alexander,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Graskruid,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Hesseplaats,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Nieuw Verlaat,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Ambachtsland,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,De Tochten,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Nesselande,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Pernis,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Vijfsluizen,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Troelstralaan,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Parkweg,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Slotlaan,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Capelle Centrum,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,De Terp,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Romeynshof,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Binnenhof,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Den Haag Centraal,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Laan van NOI,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Voorburg 't Loo,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Leidschendam - Voorburg,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Forepark,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Leidschenveen,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Nootdorp,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Pijnacker Centrum,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Pijnacker Zuid,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Berkel Westpolder,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Rodenrijs,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Meijersplein,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Melanchthonweg,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie Krimpen aan den Ijssel,Blijdorp,Politie KadIJ,,road,51.91259062,4.590123399,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Rotterdam centraal,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Stadhuis,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Beurs,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Leuvehaven,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Wilhelminaplein,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Reinhaven,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Maashaven,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Zuidplein,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Slinge,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Rhoon,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Poortugaal,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Tussenwater,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Hoogvliet,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Zalmplaat,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Spijkenisse Centrum,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Heemraadlaan,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,De Akkers,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Hoek van Holland Strand,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Hoek van Holland Haven,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Steendijkpolder,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Maassluis West,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Maassluis Centrum,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Vlaardingen West,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Vlaardingen Centrum,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Vlaardingen Oost,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Schiedam Nieuwland,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Schiedam Centrum,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Marconiplein,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Delfshaven,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Coolhaven,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Dijkzicht,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Eendrachtsplein,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Blaak,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Oostplein,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Gerdesiaweg,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Voorschoterlaan,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Kralingse Zoom,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Capelsebrug,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Schenkel,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Prinsenlaan,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Oosterflank,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Alexander,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Graskruid,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Hesseplaats,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Nieuw Verlaat,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Ambachtsland,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,De Tochten,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Nesselande,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Pernis,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Vijfsluizen,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Troelstralaan,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Parkweg,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Slotlaan,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Capelle Centrum,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,De Terp,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Romeynshof,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Binnenhof,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Den Haag Centraal,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Laan van NOI,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Voorburg 't Loo,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Leidschendam - Voorburg,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Forepark,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Leidschenveen,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Nootdorp,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Pijnacker Centrum,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Pijnacker Zuid,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Berkel Westpolder,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Rodenrijs,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Meijersplein,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Melanchthonweg,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie de veranda,Blijdorp,,,road,51.89784588,4.519918474,,test,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Rotterdam centraal,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Stadhuis,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Beurs,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Leuvehaven,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Wilhelminaplein,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Reinhaven,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Maashaven,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Zuidplein,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Slinge,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Rhoon,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Poortugaal,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Tussenwater,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Hoogvliet,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Zalmplaat,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Spijkenisse Centrum,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Heemraadlaan,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,De Akkers,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Hoek van Holland Strand,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Hoek van Holland Haven,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Steendijkpolder,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Maassluis West,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Maassluis Centrum,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Vlaardingen West,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Vlaardingen Centrum,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Vlaardingen Oost,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Schiedam Nieuwland,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Schiedam Centrum,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Marconiplein,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Delfshaven,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Coolhaven,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Dijkzicht,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Eendrachtsplein,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Blaak,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Oostplein,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Gerdesiaweg,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Voorschoterlaan,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Kralingse Zoom,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Capelsebrug,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Schenkel,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Prinsenlaan,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Oosterflank,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Alexander,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Graskruid,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Hesseplaats,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Nieuw Verlaat,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Ambachtsland,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,De Tochten,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Nesselande,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Pernis,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Vijfsluizen,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Troelstralaan,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Parkweg,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Slotlaan,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Capelle Centrum,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,De Terp,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Romeynshof,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Binnenhof,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Den Haag Centraal,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Laan van NOI,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Voorburg 't Loo,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Leidschendam - Voorburg,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Forepark,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Leidschenveen,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Nootdorp,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Pijnacker Centrum,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Pijnacker Zuid,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Berkel Westpolder,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Rodenrijs,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Meijersplein,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Melanchthonweg,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Slinge,Blijdorp,,,road,51.8732439,4.483233706,,tet,P,police_bureau,,None,FALSE,None
link,Politie Hoogvliet,Rotterdam centraal,,,road,51.86439955,4.353450165,,tet,P,police_bureau,,None,FALSE,None
link,Politie Hoogvliet,Stadhuis,,,road,51.86439955,4.353450165,,tet,P,police_bureau,,None,FALSE,None
link,Politie Hoogvliet,Beurs,,,road,51.86439955,4.353450165,,tet,P,police_bureau,,None,FALSE,None
link,Politie Hoogvliet,Leuvehaven,,,road,51.86439955,4.353450165,,tet,P,police_bureau,,None,FALSE,None
link,Politie Hoogvliet,Wilhelminaplein,,,road,51.86439955,4.353450165,,tet,P,police_bureau,,None,FALSE,None
link,Politie Hoogvliet,Reinhaven,,,road,51.86439955,4.353450165,,tet,P,police_bureau,,None,FALSE,None
link,Politie Hoogvliet,Maashaven,,,road,51.86439955,4.353450165,,tet,P,police_bureau,,None,FALSE,None
link,Politie Hoogvliet,Zuidplein,,,road,51.86439955,4.353450165,,tet,P,police_bureau,,None,FALSE,None
link,Politie Hoogvliet,Slinge,,,road,51.86439955,4.353450165,,tet,P,police_bureau,,None,FALSE,None
link,Politie Hoogvliet,Rhoon,,,road,51.86439955,4.353450165,,tet,P,police_bureau,,None,FALSE,None
