scenario,crim_pos,crim_strat,crim_bounded_rat,crim_bound_rat_time,crim_loose_goal,police_undercover,crim_max_diverge,pol_strat,pol_guarding,Police_entrance,units,P_multiple_at_station
2130,centre,furthest,TRUE,5,FALSE,FALSE,10,furthest,station_exit,main,3,5
2131,centre,furthest,TRUE,5,FALSE,FALSE,10,furthest,station_exit,main,5,5
2132,centre,furthest,TRUE,5,FALSE,FALSE,10,furthest,station_exit,main,10,5
2133,centre,furthest,TRUE,5,FALSE,FALSE,10,furthest,station_exit,side,3,5
2134,centre,furthest,TRUE,5,FALSE,FALSE,10,furthest,station_exit,side,5,5
2135,centre,furthest,TRUE,5,FALSE,FALSE,10,furthest,station_exit,side,10,5
2136,centre,furthest,TRUE,5,FALSE,FALSE,10,largest,metro_platform,main,3,5
2137,centre,furthest,TRUE,5,FALSE,FALSE,10,largest,metro_platform,main,5,5
2138,centre,furthest,TRUE,5,FALSE,FALSE,10,largest,metro_platform,main,10,5
2139,centre,furthest,TRUE,5,FALSE,FALSE,10,largest,metro_platform,side,3,5
2140,centre,furthest,TRUE,5,FALSE,FALSE,10,largest,metro_platform,side,5,5
2141,centre,furthest,TRUE,5,FALSE,FALSE,10,largest,metro_platform,side,10,5
2142,centre,furthest,TRUE,5,FALSE,FALSE,10,largest,station_exit,main,3,5
2143,centre,furthest,TRUE,5,FALSE,FALSE,10,largest,station_exit,main,5,5
2144,centre,furthest,TRUE,5,FALSE,FALSE,10,largest,station_exit,main,10,5
2145,centre,furthest,TRUE,5,FALSE,FALSE,10,largest,station_exit,side,3,5
2146,centre,furthest,TRUE,5,FALSE,FALSE,10,largest,station_exit,side,5,5
2147,centre,furthest,TRUE,5,FALSE,FALSE,10,largest,station_exit,side,10,5
2148,centre,furthest,TRUE,5,FALSE,FALSE,10,surround,metro_platform,main,3,5
2149,centre,furthest,TRUE,5,FALSE,FALSE,10,surround,metro_platform,main,5,5
2150,centre,furthest,TRUE,5,FALSE,FALSE,10,surround,metro_platform,main,10,5
2151,centre,furthest,TRUE,5,FALSE,FALSE,10,surround,metro_platform,side,3,5
2152,centre,furthest,TRUE,5,FALSE,FALSE,10,surround,metro_platform,side,5,5
2153,centre,furthest,TRUE,5,FALSE,FALSE,10,surround,metro_platform,side,10,5
2154,centre,furthest,TRUE,5,FALSE,FALSE,10,surround,station_exit,main,3,5
2155,centre,furthest,TRUE,5,FALSE,FALSE,10,surround,station_exit,main,5,5
2156,centre,furthest,TRUE,5,FALSE,FALSE,10,surround,station_exit,main,10,5
2157,centre,furthest,TRUE,5,FALSE,FALSE,10,surround,station_exit,side,3,5
2158,centre,furthest,TRUE,5,FALSE,FALSE,10,surround,station_exit,side,5,5
2159,centre,furthest,TRUE,5,FALSE,FALSE,10,surround,station_exit,side,10,5
2160,centre,furthest,FALSE,1,TRUE,TRUE,10,furthest,metro_platform,main,3,5
2161,centre,furthest,FALSE,1,TRUE,TRUE,10,furthest,metro_platform,main,5,5
2162,centre,furthest,FALSE,1,TRUE,TRUE,10,furthest,metro_platform,main,10,5
2163,centre,furthest,FALSE,1,TRUE,TRUE,10,furthest,metro_platform,side,3,5
2164,centre,furthest,FALSE,1,TRUE,TRUE,10,furthest,metro_platform,side,5,5
2165,centre,furthest,FALSE,1,TRUE,TRUE,10,furthest,metro_platform,side,10,5
2166,centre,furthest,FALSE,1,TRUE,TRUE,10,furthest,station_exit,main,3,5
2167,centre,furthest,FALSE,1,TRUE,TRUE,10,furthest,station_exit,main,5,5
2168,centre,furthest,FALSE,1,TRUE,TRUE,10,furthest,station_exit,main,10,5
2169,centre,furthest,FALSE,1,TRUE,TRUE,10,furthest,station_exit,side,3,5
2170,centre,furthest,FALSE,1,TRUE,TRUE,10,furthest,station_exit,side,5,5
2171,centre,furthest,FALSE,1,TRUE,TRUE,10,furthest,station_exit,side,10,5
2172,centre,furthest,FALSE,1,TRUE,TRUE,10,largest,metro_platform,main,3,5
2173,centre,furthest,FALSE,1,TRUE,TRUE,10,largest,metro_platform,main,5,5
2174,centre,furthest,FALSE,1,TRUE,TRUE,10,largest,metro_platform,main,10,5
2175,centre,furthest,FALSE,1,TRUE,TRUE,10,largest,metro_platform,side,3,5
2176,centre,furthest,FALSE,1,TRUE,TRUE,10,largest,metro_platform,side,5,5
2177,centre,furthest,FALSE,1,TRUE,TRUE,10,largest,metro_platform,side,10,5
2178,centre,furthest,FALSE,1,TRUE,TRUE,10,largest,station_exit,main,3,5
2179,centre,furthest,FALSE,1,TRUE,TRUE,10,largest,station_exit,main,5,5
2180,centre,furthest,FALSE,1,TRUE,TRUE,10,largest,station_exit,main,10,5
2181,centre,furthest,FALSE,1,TRUE,TRUE,10,largest,station_exit,side,3,5
2182,centre,furthest,FALSE,1,TRUE,TRUE,10,largest,station_exit,side,5,5
2183,centre,furthest,FALSE,1,TRUE,TRUE,10,largest,station_exit,side,10,5
2184,centre,furthest,FALSE,1,TRUE,TRUE,10,surround,metro_platform,main,3,5
2185,centre,furthest,FALSE,1,TRUE,TRUE,10,surround,metro_platform,main,5,5
2186,centre,furthest,FALSE,1,TRUE,TRUE,10,surround,metro_platform,main,10,5
2187,centre,furthest,FALSE,1,TRUE,TRUE,10,surround,metro_platform,side,3,5
2188,centre,furthest,FALSE,1,TRUE,TRUE,10,surround,metro_platform,side,5,5
2189,centre,furthest,FALSE,1,TRUE,TRUE,10,surround,metro_platform,side,10,5
2190,centre,furthest,FALSE,1,TRUE,TRUE,10,surround,station_exit,main,3,5
2191,centre,furthest,FALSE,1,TRUE,TRUE,10,surround,station_exit,main,5,5
2192,centre,furthest,FALSE,1,TRUE,TRUE,10,surround,station_exit,main,10,5
2193,centre,furthest,FALSE,1,TRUE,TRUE,10,surround,station_exit,side,3,5
2194,centre,furthest,FALSE,1,TRUE,TRUE,10,surround,station_exit,side,5,5
2195,centre,furthest,FALSE,1,TRUE,TRUE,10,surround,station_exit,side,10,5
2196,centre,furthest,FALSE,1,TRUE,FALSE,10,furthest,metro_platform,main,3,5
2197,centre,furthest,FALSE,1,TRUE,FALSE,10,furthest,metro_platform,main,5,5
2198,centre,furthest,FALSE,1,TRUE,FALSE,10,furthest,metro_platform,main,10,5
2199,centre,furthest,FALSE,1,TRUE,FALSE,10,furthest,metro_platform,side,3,5
2200,centre,furthest,FALSE,1,TRUE,FALSE,10,furthest,metro_platform,side,5,5
2201,centre,furthest,FALSE,1,TRUE,FALSE,10,furthest,metro_platform,side,10,5
2202,centre,furthest,FALSE,1,TRUE,FALSE,10,furthest,station_exit,main,3,5
2203,centre,furthest,FALSE,1,TRUE,FALSE,10,furthest,station_exit,main,5,5
2204,centre,furthest,FALSE,1,TRUE,FALSE,10,furthest,station_exit,main,10,5
2205,centre,furthest,FALSE,1,TRUE,FALSE,10,furthest,station_exit,side,3,5
2206,centre,furthest,FALSE,1,TRUE,FALSE,10,furthest,station_exit,side,5,5
2207,centre,furthest,FALSE,1,TRUE,FALSE,10,furthest,station_exit,side,10,5
2208,centre,furthest,FALSE,1,TRUE,FALSE,10,largest,metro_platform,main,3,5
2209,centre,furthest,FALSE,1,TRUE,FALSE,10,largest,metro_platform,main,5,5
2210,centre,furthest,FALSE,1,TRUE,FALSE,10,largest,metro_platform,main,10,5
2211,centre,furthest,FALSE,1,TRUE,FALSE,10,largest,metro_platform,side,3,5
2212,centre,furthest,FALSE,1,TRUE,FALSE,10,largest,metro_platform,side,5,5
2213,centre,furthest,FALSE,1,TRUE,FALSE,10,largest,metro_platform,side,10,5
2214,centre,furthest,FALSE,1,TRUE,FALSE,10,largest,station_exit,main,3,5
2215,centre,furthest,FALSE,1,TRUE,FALSE,10,largest,station_exit,main,5,5
2216,centre,furthest,FALSE,1,TRUE,FALSE,10,largest,station_exit,main,10,5
2217,centre,furthest,FALSE,1,TRUE,FALSE,10,largest,station_exit,side,3,5
2218,centre,furthest,FALSE,1,TRUE,FALSE,10,largest,station_exit,side,5,5
2219,centre,furthest,FALSE,1,TRUE,FALSE,10,largest,station_exit,side,10,5
2220,centre,furthest,FALSE,1,TRUE,FALSE,10,surround,metro_platform,main,3,5
2221,centre,furthest,FALSE,1,TRUE,FALSE,10,surround,metro_platform,main,5,5
2222,centre,furthest,FALSE,1,TRUE,FALSE,10,surround,metro_platform,main,10,5
2223,centre,furthest,FALSE,1,TRUE,FALSE,10,surround,metro_platform,side,3,5
2224,centre,furthest,FALSE,1,TRUE,FALSE,10,surround,metro_platform,side,5,5
2225,centre,furthest,FALSE,1,TRUE,FALSE,10,surround,metro_platform,side,10,5
2226,centre,furthest,FALSE,1,TRUE,FALSE,10,surround,station_exit,main,3,5
2227,centre,furthest,FALSE,1,TRUE,FALSE,10,surround,station_exit,main,5,5
2228,centre,furthest,FALSE,1,TRUE,FALSE,10,surround,station_exit,main,10,5
2229,centre,furthest,FALSE,1,TRUE,FALSE,10,surround,station_exit,side,3,5
2230,centre,furthest,FALSE,1,TRUE,FALSE,10,surround,station_exit,side,5,5
2231,centre,furthest,FALSE,1,TRUE,FALSE,10,surround,station_exit,side,10,5
2232,centre,furthest,FALSE,1,FALSE,TRUE,10,furthest,metro_platform,main,3,5
2233,centre,furthest,FALSE,1,FALSE,TRUE,10,furthest,metro_platform,main,5,5
2234,centre,furthest,FALSE,1,FALSE,TRUE,10,furthest,metro_platform,main,10,5
2235,centre,furthest,FALSE,1,FALSE,TRUE,10,furthest,metro_platform,side,3,5
2236,centre,furthest,FALSE,1,FALSE,TRUE,10,furthest,metro_platform,side,5,5
2237,centre,furthest,FALSE,1,FALSE,TRUE,10,furthest,metro_platform,side,10,5
2238,centre,furthest,FALSE,1,FALSE,TRUE,10,furthest,station_exit,main,3,5
2239,centre,furthest,FALSE,1,FALSE,TRUE,10,furthest,station_exit,main,5,5
2240,centre,furthest,FALSE,1,FALSE,TRUE,10,furthest,station_exit,main,10,5
2241,centre,furthest,FALSE,1,FALSE,TRUE,10,furthest,station_exit,side,3,5
2242,centre,furthest,FALSE,1,FALSE,TRUE,10,furthest,station_exit,side,5,5
2243,centre,furthest,FALSE,1,FALSE,TRUE,10,furthest,station_exit,side,10,5
2244,centre,furthest,FALSE,1,FALSE,TRUE,10,largest,metro_platform,main,3,5
2245,centre,furthest,FALSE,1,FALSE,TRUE,10,largest,metro_platform,main,5,5
2246,centre,furthest,FALSE,1,FALSE,TRUE,10,largest,metro_platform,main,10,5
2247,centre,furthest,FALSE,1,FALSE,TRUE,10,largest,metro_platform,side,3,5
2248,centre,furthest,FALSE,1,FALSE,TRUE,10,largest,metro_platform,side,5,5
2249,centre,furthest,FALSE,1,FALSE,TRUE,10,largest,metro_platform,side,10,5
2250,centre,furthest,FALSE,1,FALSE,TRUE,10,largest,station_exit,main,3,5
2251,centre,furthest,FALSE,1,FALSE,TRUE,10,largest,station_exit,main,5,5
2252,centre,furthest,FALSE,1,FALSE,TRUE,10,largest,station_exit,main,10,5
2253,centre,furthest,FALSE,1,FALSE,TRUE,10,largest,station_exit,side,3,5
2254,centre,furthest,FALSE,1,FALSE,TRUE,10,largest,station_exit,side,5,5
2255,centre,furthest,FALSE,1,FALSE,TRUE,10,largest,station_exit,side,10,5
2256,centre,furthest,FALSE,1,FALSE,TRUE,10,surround,metro_platform,main,3,5
2257,centre,furthest,FALSE,1,FALSE,TRUE,10,surround,metro_platform,main,5,5
2258,centre,furthest,FALSE,1,FALSE,TRUE,10,surround,metro_platform,main,10,5
2259,centre,furthest,FALSE,1,FALSE,TRUE,10,surround,metro_platform,side,3,5
2260,centre,furthest,FALSE,1,FALSE,TRUE,10,surround,metro_platform,side,5,5
2261,centre,furthest,FALSE,1,FALSE,TRUE,10,surround,metro_platform,side,10,5
2262,centre,furthest,FALSE,1,FALSE,TRUE,10,surround,station_exit,main,3,5
2263,centre,furthest,FALSE,1,FALSE,TRUE,10,surround,station_exit,main,5,5
2264,centre,furthest,FALSE,1,FALSE,TRUE,10,surround,station_exit,main,10,5
2265,centre,furthest,FALSE,1,FALSE,TRUE,10,surround,station_exit,side,3,5
2266,centre,furthest,FALSE,1,FALSE,TRUE,10,surround,station_exit,side,5,5
2267,centre,furthest,FALSE,1,FALSE,TRUE,10,surround,station_exit,side,10,5
2268,centre,furthest,FALSE,1,FALSE,FALSE,10,furthest,metro_platform,main,3,5
2269,centre,furthest,FALSE,1,FALSE,FALSE,10,furthest,metro_platform,main,5,5
2270,centre,furthest,FALSE,1,FALSE,FALSE,10,furthest,metro_platform,main,10,5
2271,centre,furthest,FALSE,1,FALSE,FALSE,10,furthest,metro_platform,side,3,5
2272,centre,furthest,FALSE,1,FALSE,FALSE,10,furthest,metro_platform,side,5,5
2273,centre,furthest,FALSE,1,FALSE,FALSE,10,furthest,metro_platform,side,10,5
2274,centre,furthest,FALSE,1,FALSE,FALSE,10,furthest,station_exit,main,3,5
2275,centre,furthest,FALSE,1,FALSE,FALSE,10,furthest,station_exit,main,5,5
2276,centre,furthest,FALSE,1,FALSE,FALSE,10,furthest,station_exit,main,10,5
2277,centre,furthest,FALSE,1,FALSE,FALSE,10,furthest,station_exit,side,3,5
2278,centre,furthest,FALSE,1,FALSE,FALSE,10,furthest,station_exit,side,5,5
2279,centre,furthest,FALSE,1,FALSE,FALSE,10,furthest,station_exit,side,10,5
2280,centre,furthest,FALSE,1,FALSE,FALSE,10,largest,metro_platform,main,3,5
2281,centre,furthest,FALSE,1,FALSE,FALSE,10,largest,metro_platform,main,5,5
2282,centre,furthest,FALSE,1,FALSE,FALSE,10,largest,metro_platform,main,10,5
2283,centre,furthest,FALSE,1,FALSE,FALSE,10,largest,metro_platform,side,3,5
2284,centre,furthest,FALSE,1,FALSE,FALSE,10,largest,metro_platform,side,5,5
2285,centre,furthest,FALSE,1,FALSE,FALSE,10,largest,metro_platform,side,10,5
2286,centre,furthest,FALSE,1,FALSE,FALSE,10,largest,station_exit,main,3,5
2287,centre,furthest,FALSE,1,FALSE,FALSE,10,largest,station_exit,main,5,5
2288,centre,furthest,FALSE,1,FALSE,FALSE,10,largest,station_exit,main,10,5
2289,centre,furthest,FALSE,1,FALSE,FALSE,10,largest,station_exit,side,3,5
2290,centre,furthest,FALSE,1,FALSE,FALSE,10,largest,station_exit,side,5,5
2291,centre,furthest,FALSE,1,FALSE,FALSE,10,largest,station_exit,side,10,5
2292,centre,furthest,FALSE,1,FALSE,FALSE,10,surround,metro_platform,main,3,5
2293,centre,furthest,FALSE,1,FALSE,FALSE,10,surround,metro_platform,main,5,5
2294,centre,furthest,FALSE,1,FALSE,FALSE,10,surround,metro_platform,main,10,5
2295,centre,furthest,FALSE,1,FALSE,FALSE,10,surround,metro_platform,side,3,5
2296,centre,furthest,FALSE,1,FALSE,FALSE,10,surround,metro_platform,side,5,5
2297,centre,furthest,FALSE,1,FALSE,FALSE,10,surround,metro_platform,side,10,5
2298,centre,furthest,FALSE,1,FALSE,FALSE,10,surround,station_exit,main,3,5
2299,centre,furthest,FALSE,1,FALSE,FALSE,10,surround,station_exit,main,5,5
2300,centre,furthest,FALSE,1,FALSE,FALSE,10,surround,station_exit,main,10,5
2301,centre,furthest,FALSE,1,FALSE,FALSE,10,surround,station_exit,side,3,5
2302,centre,furthest,FALSE,1,FALSE,FALSE,10,surround,station_exit,side,5,5
2303,centre,furthest,FALSE,1,FALSE,FALSE,10,surround,station_exit,side,10,5
2304,centre,furthest,FALSE,3,TRUE,TRUE,10,furthest,metro_platform,main,3,5
2305,centre,furthest,FALSE,3,TRUE,TRUE,10,furthest,metro_platform,main,5,5
2306,centre,furthest,FALSE,3,TRUE,TRUE,10,furthest,metro_platform,main,10,5
2307,centre,furthest,FALSE,3,TRUE,TRUE,10,furthest,metro_platform,side,3,5
2308,centre,furthest,FALSE,3,TRUE,TRUE,10,furthest,metro_platform,side,5,5
2309,centre,furthest,FALSE,3,TRUE,TRUE,10,furthest,metro_platform,side,10,5
2310,centre,furthest,FALSE,3,TRUE,TRUE,10,furthest,station_exit,main,3,5
2311,centre,furthest,FALSE,3,TRUE,TRUE,10,furthest,station_exit,main,5,5
2312,centre,furthest,FALSE,3,TRUE,TRUE,10,furthest,station_exit,main,10,5
2313,centre,furthest,FALSE,3,TRUE,TRUE,10,furthest,station_exit,side,3,5
2314,centre,furthest,FALSE,3,TRUE,TRUE,10,furthest,station_exit,side,5,5
2315,centre,furthest,FALSE,3,TRUE,TRUE,10,furthest,station_exit,side,10,5
2316,centre,furthest,FALSE,3,TRUE,TRUE,10,largest,metro_platform,main,3,5
2317,centre,furthest,FALSE,3,TRUE,TRUE,10,largest,metro_platform,main,5,5
2318,centre,furthest,FALSE,3,TRUE,TRUE,10,largest,metro_platform,main,10,5
2319,centre,furthest,FALSE,3,TRUE,TRUE,10,largest,metro_platform,side,3,5
2320,centre,furthest,FALSE,3,TRUE,TRUE,10,largest,metro_platform,side,5,5
2321,centre,furthest,FALSE,3,TRUE,TRUE,10,largest,metro_platform,side,10,5
2322,centre,furthest,FALSE,3,TRUE,TRUE,10,largest,station_exit,main,3,5
2323,centre,furthest,FALSE,3,TRUE,TRUE,10,largest,station_exit,main,5,5
2324,centre,furthest,FALSE,3,TRUE,TRUE,10,largest,station_exit,main,10,5
2325,centre,furthest,FALSE,3,TRUE,TRUE,10,largest,station_exit,side,3,5
2326,centre,furthest,FALSE,3,TRUE,TRUE,10,largest,station_exit,side,5,5
2327,centre,furthest,FALSE,3,TRUE,TRUE,10,largest,station_exit,side,10,5
2328,centre,furthest,FALSE,3,TRUE,TRUE,10,surround,metro_platform,main,3,5
2329,centre,furthest,FALSE,3,TRUE,TRUE,10,surround,metro_platform,main,5,5
2330,centre,furthest,FALSE,3,TRUE,TRUE,10,surround,metro_platform,main,10,5
2331,centre,furthest,FALSE,3,TRUE,TRUE,10,surround,metro_platform,side,3,5
2332,centre,furthest,FALSE,3,TRUE,TRUE,10,surround,metro_platform,side,5,5
2333,centre,furthest,FALSE,3,TRUE,TRUE,10,surround,metro_platform,side,10,5
2334,centre,furthest,FALSE,3,TRUE,TRUE,10,surround,station_exit,main,3,5
2335,centre,furthest,FALSE,3,TRUE,TRUE,10,surround,station_exit,main,5,5
2336,centre,furthest,FALSE,3,TRUE,TRUE,10,surround,station_exit,main,10,5
2337,centre,furthest,FALSE,3,TRUE,TRUE,10,surround,station_exit,side,3,5
2338,centre,furthest,FALSE,3,TRUE,TRUE,10,surround,station_exit,side,5,5
2339,centre,furthest,FALSE,3,TRUE,TRUE,10,surround,station_exit,side,10,5
2340,centre,furthest,FALSE,3,TRUE,FALSE,10,furthest,metro_platform,main,3,5
2341,centre,furthest,FALSE,3,TRUE,FALSE,10,furthest,metro_platform,main,5,5
2342,centre,furthest,FALSE,3,TRUE,FALSE,10,furthest,metro_platform,main,10,5
2343,centre,furthest,FALSE,3,TRUE,FALSE,10,furthest,metro_platform,side,3,5
2344,centre,furthest,FALSE,3,TRUE,FALSE,10,furthest,metro_platform,side,5,5
2345,centre,furthest,FALSE,3,TRUE,FALSE,10,furthest,metro_platform,side,10,5
2346,centre,furthest,FALSE,3,TRUE,FALSE,10,furthest,station_exit,main,3,5
2347,centre,furthest,FALSE,3,TRUE,FALSE,10,furthest,station_exit,main,5,5
2348,centre,furthest,FALSE,3,TRUE,FALSE,10,furthest,station_exit,main,10,5
2349,centre,furthest,FALSE,3,TRUE,FALSE,10,furthest,station_exit,side,3,5
2350,centre,furthest,FALSE,3,TRUE,FALSE,10,furthest,station_exit,side,5,5
2351,centre,furthest,FALSE,3,TRUE,FALSE,10,furthest,station_exit,side,10,5
2352,centre,furthest,FALSE,3,TRUE,FALSE,10,largest,metro_platform,main,3,5
2353,centre,furthest,FALSE,3,TRUE,FALSE,10,largest,metro_platform,main,5,5
2354,centre,furthest,FALSE,3,TRUE,FALSE,10,largest,metro_platform,main,10,5
2355,centre,furthest,FALSE,3,TRUE,FALSE,10,largest,metro_platform,side,3,5
2356,centre,furthest,FALSE,3,TRUE,FALSE,10,largest,metro_platform,side,5,5
2357,centre,furthest,FALSE,3,TRUE,FALSE,10,largest,metro_platform,side,10,5
2358,centre,furthest,FALSE,3,TRUE,FALSE,10,largest,station_exit,main,3,5
2359,centre,furthest,FALSE,3,TRUE,FALSE,10,largest,station_exit,main,5,5
2360,centre,furthest,FALSE,3,TRUE,FALSE,10,largest,station_exit,main,10,5
2361,centre,furthest,FALSE,3,TRUE,FALSE,10,largest,station_exit,side,3,5
2362,centre,furthest,FALSE,3,TRUE,FALSE,10,largest,station_exit,side,5,5
2363,centre,furthest,FALSE,3,TRUE,FALSE,10,largest,station_exit,side,10,5
2364,centre,furthest,FALSE,3,TRUE,FALSE,10,surround,metro_platform,main,3,5
2365,centre,furthest,FALSE,3,TRUE,FALSE,10,surround,metro_platform,main,5,5
2366,centre,furthest,FALSE,3,TRUE,FALSE,10,surround,metro_platform,main,10,5
2367,centre,furthest,FALSE,3,TRUE,FALSE,10,surround,metro_platform,side,3,5
2368,centre,furthest,FALSE,3,TRUE,FALSE,10,surround,metro_platform,side,5,5
2369,centre,furthest,FALSE,3,TRUE,FALSE,10,surround,metro_platform,side,10,5
2370,centre,furthest,FALSE,3,TRUE,FALSE,10,surround,station_exit,main,3,5
2371,centre,furthest,FALSE,3,TRUE,FALSE,10,surround,station_exit,main,5,5
2372,centre,furthest,FALSE,3,TRUE,FALSE,10,surround,station_exit,main,10,5
2373,centre,furthest,FALSE,3,TRUE,FALSE,10,surround,station_exit,side,3,5
2374,centre,furthest,FALSE,3,TRUE,FALSE,10,surround,station_exit,side,5,5
2375,centre,furthest,FALSE,3,TRUE,FALSE,10,surround,station_exit,side,10,5
2376,centre,furthest,FALSE,3,FALSE,TRUE,10,furthest,metro_platform,main,3,5
2377,centre,furthest,FALSE,3,FALSE,TRUE,10,furthest,metro_platform,main,5,5
2378,centre,furthest,FALSE,3,FALSE,TRUE,10,furthest,metro_platform,main,10,5
2379,centre,furthest,FALSE,3,FALSE,TRUE,10,furthest,metro_platform,side,3,5
2380,centre,furthest,FALSE,3,FALSE,TRUE,10,furthest,metro_platform,side,5,5
2381,centre,furthest,FALSE,3,FALSE,TRUE,10,furthest,metro_platform,side,10,5
2382,centre,furthest,FALSE,3,FALSE,TRUE,10,furthest,station_exit,main,3,5
2383,centre,furthest,FALSE,3,FALSE,TRUE,10,furthest,station_exit,main,5,5
2384,centre,furthest,FALSE,3,FALSE,TRUE,10,furthest,station_exit,main,10,5
2385,centre,furthest,FALSE,3,FALSE,TRUE,10,furthest,station_exit,side,3,5
2386,centre,furthest,FALSE,3,FALSE,TRUE,10,furthest,station_exit,side,5,5
2387,centre,furthest,FALSE,3,FALSE,TRUE,10,furthest,station_exit,side,10,5
2388,centre,furthest,FALSE,3,FALSE,TRUE,10,largest,metro_platform,main,3,5
2389,centre,furthest,FALSE,3,FALSE,TRUE,10,largest,metro_platform,main,5,5
2390,centre,furthest,FALSE,3,FALSE,TRUE,10,largest,metro_platform,main,10,5
2391,centre,furthest,FALSE,3,FALSE,TRUE,10,largest,metro_platform,side,3,5
2392,centre,furthest,FALSE,3,FALSE,TRUE,10,largest,metro_platform,side,5,5
2393,centre,furthest,FALSE,3,FALSE,TRUE,10,largest,metro_platform,side,10,5
2394,centre,furthest,FALSE,3,FALSE,TRUE,10,largest,station_exit,main,3,5
2395,centre,furthest,FALSE,3,FALSE,TRUE,10,largest,station_exit,main,5,5
2396,centre,furthest,FALSE,3,FALSE,TRUE,10,largest,station_exit,main,10,5
2397,centre,furthest,FALSE,3,FALSE,TRUE,10,largest,station_exit,side,3,5
2398,centre,furthest,FALSE,3,FALSE,TRUE,10,largest,station_exit,side,5,5
2399,centre,furthest,FALSE,3,FALSE,TRUE,10,largest,station_exit,side,10,5
2400,centre,furthest,FALSE,3,FALSE,TRUE,10,surround,metro_platform,main,3,5
2401,centre,furthest,FALSE,3,FALSE,TRUE,10,surround,metro_platform,main,5,5
2402,centre,furthest,FALSE,3,FALSE,TRUE,10,surround,metro_platform,main,10,5
2403,centre,furthest,FALSE,3,FALSE,TRUE,10,surround,metro_platform,side,3,5
2404,centre,furthest,FALSE,3,FALSE,TRUE,10,surround,metro_platform,side,5,5
2405,centre,furthest,FALSE,3,FALSE,TRUE,10,surround,metro_platform,side,10,5
2406,centre,furthest,FALSE,3,FALSE,TRUE,10,surround,station_exit,main,3,5
2407,centre,furthest,FALSE,3,FALSE,TRUE,10,surround,station_exit,main,5,5
2408,centre,furthest,FALSE,3,FALSE,TRUE,10,surround,station_exit,main,10,5
2409,centre,furthest,FALSE,3,FALSE,TRUE,10,surround,station_exit,side,3,5
2410,centre,furthest,FALSE,3,FALSE,TRUE,10,surround,station_exit,side,5,5
2411,centre,furthest,FALSE,3,FALSE,TRUE,10,surround,station_exit,side,10,5
2412,centre,furthest,FALSE,3,FALSE,FALSE,10,furthest,metro_platform,main,3,5
2413,centre,furthest,FALSE,3,FALSE,FALSE,10,furthest,metro_platform,main,5,5
2414,centre,furthest,FALSE,3,FALSE,FALSE,10,furthest,metro_platform,main,10,5
2415,centre,furthest,FALSE,3,FALSE,FALSE,10,furthest,metro_platform,side,3,5
2416,centre,furthest,FALSE,3,FALSE,FALSE,10,furthest,metro_platform,side,5,5
2417,centre,furthest,FALSE,3,FALSE,FALSE,10,furthest,metro_platform,side,10,5
2418,centre,furthest,FALSE,3,FALSE,FALSE,10,furthest,station_exit,main,3,5
2419,centre,furthest,FALSE,3,FALSE,FALSE,10,furthest,station_exit,main,5,5
2420,centre,furthest,FALSE,3,FALSE,FALSE,10,furthest,station_exit,main,10,5
2421,centre,furthest,FALSE,3,FALSE,FALSE,10,furthest,station_exit,side,3,5
2422,centre,furthest,FALSE,3,FALSE,FALSE,10,furthest,station_exit,side,5,5
2423,centre,furthest,FALSE,3,FALSE,FALSE,10,furthest,station_exit,side,10,5
2424,centre,furthest,FALSE,3,FALSE,FALSE,10,largest,metro_platform,main,3,5
2425,centre,furthest,FALSE,3,FALSE,FALSE,10,largest,metro_platform,main,5,5
2426,centre,furthest,FALSE,3,FALSE,FALSE,10,largest,metro_platform,main,10,5
2427,centre,furthest,FALSE,3,FALSE,FALSE,10,largest,metro_platform,side,3,5
2428,centre,furthest,FALSE,3,FALSE,FALSE,10,largest,metro_platform,side,5,5
2429,centre,furthest,FALSE,3,FALSE,FALSE,10,largest,metro_platform,side,10,5
2430,centre,furthest,FALSE,3,FALSE,FALSE,10,largest,station_exit,main,3,5
2431,centre,furthest,FALSE,3,FALSE,FALSE,10,largest,station_exit,main,5,5
2432,centre,furthest,FALSE,3,FALSE,FALSE,10,largest,station_exit,main,10,5
2433,centre,furthest,FALSE,3,FALSE,FALSE,10,largest,station_exit,side,3,5
2434,centre,furthest,FALSE,3,FALSE,FALSE,10,largest,station_exit,side,5,5
2435,centre,furthest,FALSE,3,FALSE,FALSE,10,largest,station_exit,side,10,5
2436,centre,furthest,FALSE,3,FALSE,FALSE,10,surround,metro_platform,main,3,5
2437,centre,furthest,FALSE,3,FALSE,FALSE,10,surround,metro_platform,main,5,5
2438,centre,furthest,FALSE,3,FALSE,FALSE,10,surround,metro_platform,main,10,5
2439,centre,furthest,FALSE,3,FALSE,FALSE,10,surround,metro_platform,side,3,5
2440,centre,furthest,FALSE,3,FALSE,FALSE,10,surround,metro_platform,side,5,5
2441,centre,furthest,FALSE,3,FALSE,FALSE,10,surround,metro_platform,side,10,5
2442,centre,furthest,FALSE,3,FALSE,FALSE,10,surround,station_exit,main,3,5
2443,centre,furthest,FALSE,3,FALSE,FALSE,10,surround,station_exit,main,5,5
2444,centre,furthest,FALSE,3,FALSE,FALSE,10,surround,station_exit,main,10,5
2445,centre,furthest,FALSE,3,FALSE,FALSE,10,surround,station_exit,side,3,5
2446,centre,furthest,FALSE,3,FALSE,FALSE,10,surround,station_exit,side,5,5
