scenario,crim_pos,crim_strat,crim_bounded_rat,crim_bound_rat_time,crim_loose_goal,police_undercover,crim_max_diverge,pol_strat,pol_guarding,Police_entrance,units,P_multiple_at_station
4087,end,to_train,FALSE,3,TRUE,FALSE,10,largest,station_exit,main,5,5
4088,end,to_train,FALSE,3,TRUE,FALSE,10,largest,station_exit,main,10,5
4089,end,to_train,FALSE,3,TRUE,FALSE,10,largest,station_exit,side,3,5
4090,end,to_train,FALSE,3,TRUE,FALSE,10,largest,station_exit,side,5,5
4091,end,to_train,FALSE,3,TRUE,FALSE,10,largest,station_exit,side,10,5
4092,end,to_train,FALSE,3,TRUE,FALSE,10,surround,metro_platform,main,3,5
4093,end,to_train,FALSE,3,TRUE,FALSE,10,surround,metro_platform,main,5,5
4094,end,to_train,FALSE,3,TRUE,FALSE,10,surround,metro_platform,main,10,5
4095,end,to_train,FALSE,3,TRUE,FALSE,10,surround,metro_platform,side,3,5
4096,end,to_train,FALSE,3,TRUE,FALSE,10,surround,metro_platform,side,5,5
4097,end,to_train,FALSE,3,TRUE,FALSE,10,surround,metro_platform,side,10,5
4098,end,to_train,FALSE,3,TRUE,FALSE,10,surround,station_exit,main,3,5
4099,end,to_train,FALSE,3,TRUE,FALSE,10,surround,station_exit,main,5,5
4100,end,to_train,FALSE,3,TRUE,FALSE,10,surround,station_exit,main,10,5
4101,end,to_train,FALSE,3,TRUE,FALSE,10,surround,station_exit,side,3,5
4102,end,to_train,FALSE,3,TRUE,FALSE,10,surround,station_exit,side,5,5
4103,end,to_train,FALSE,3,TRUE,FALSE,10,surround,station_exit,side,10,5
4104,end,to_train,FALSE,3,FALSE,TRUE,10,furthest,metro_platform,main,3,5
4105,end,to_train,FALSE,3,FALSE,TRUE,10,furthest,metro_platform,main,5,5
4106,end,to_train,FALSE,3,FALSE,TRUE,10,furthest,metro_platform,main,10,5
4107,end,to_train,FALSE,3,FALSE,TRUE,10,furthest,metro_platform,side,3,5
4108,end,to_train,FALSE,3,FALSE,TRUE,10,furthest,metro_platform,side,5,5
4109,end,to_train,FALSE,3,FALSE,TRUE,10,furthest,metro_platform,side,10,5
4110,end,to_train,FALSE,3,FALSE,TRUE,10,furthest,station_exit,main,3,5
4111,end,to_train,FALSE,3,FALSE,TRUE,10,furthest,station_exit,main,5,5
4112,end,to_train,FALSE,3,FALSE,TRUE,10,furthest,station_exit,main,10,5
4113,end,to_train,FALSE,3,FALSE,TRUE,10,furthest,station_exit,side,3,5
4114,end,to_train,FALSE,3,FALSE,TRUE,10,furthest,station_exit,side,5,5
4115,end,to_train,FALSE,3,FALSE,TRUE,10,furthest,station_exit,side,10,5
4116,end,to_train,FALSE,3,FALSE,TRUE,10,largest,metro_platform,main,3,5
4117,end,to_train,FALSE,3,FALSE,TRUE,10,largest,metro_platform,main,5,5
4118,end,to_train,FALSE,3,FALSE,TRUE,10,largest,metro_platform,main,10,5
4119,end,to_train,FALSE,3,FALSE,TRUE,10,largest,metro_platform,side,3,5
4120,end,to_train,FALSE,3,FALSE,TRUE,10,largest,metro_platform,side,5,5
4121,end,to_train,FALSE,3,FALSE,TRUE,10,largest,metro_platform,side,10,5
4122,end,to_train,FALSE,3,FALSE,TRUE,10,largest,station_exit,main,3,5
4123,end,to_train,FALSE,3,FALSE,TRUE,10,largest,station_exit,main,5,5
4124,end,to_train,FALSE,3,FALSE,TRUE,10,largest,station_exit,main,10,5
4125,end,to_train,FALSE,3,FALSE,TRUE,10,largest,station_exit,side,3,5
4126,end,to_train,FALSE,3,FALSE,TRUE,10,largest,station_exit,side,5,5
4127,end,to_train,FALSE,3,FALSE,TRUE,10,largest,station_exit,side,10,5
4128,end,to_train,FALSE,3,FALSE,TRUE,10,surround,metro_platform,main,3,5
4129,end,to_train,FALSE,3,FALSE,TRUE,10,surround,metro_platform,main,5,5
4130,end,to_train,FALSE,3,FALSE,TRUE,10,surround,metro_platform,main,10,5
4131,end,to_train,FALSE,3,FALSE,TRUE,10,surround,metro_platform,side,3,5
4132,end,to_train,FALSE,3,FALSE,TRUE,10,surround,metro_platform,side,5,5
4133,end,to_train,FALSE,3,FALSE,TRUE,10,surround,metro_platform,side,10,5
4134,end,to_train,FALSE,3,FALSE,TRUE,10,surround,station_exit,main,3,5
4135,end,to_train,FALSE,3,FALSE,TRUE,10,surround,station_exit,main,5,5
4136,end,to_train,FALSE,3,FALSE,TRUE,10,surround,station_exit,main,10,5
4137,end,to_train,FALSE,3,FALSE,TRUE,10,surround,station_exit,side,3,5
4138,end,to_train,FALSE,3,FALSE,TRUE,10,surround,station_exit,side,5,5
4139,end,to_train,FALSE,3,FALSE,TRUE,10,surround,station_exit,side,10,5
4140,end,to_train,FALSE,3,FALSE,FALSE,10,furthest,metro_platform,main,3,5
4141,end,to_train,FALSE,3,FALSE,FALSE,10,furthest,metro_platform,main,5,5
4142,end,to_train,FALSE,3,FALSE,FALSE,10,furthest,metro_platform,main,10,5
4143,end,to_train,FALSE,3,FALSE,FALSE,10,furthest,metro_platform,side,3,5
4144,end,to_train,FALSE,3,FALSE,FALSE,10,furthest,metro_platform,side,5,5
4145,end,to_train,FALSE,3,FALSE,FALSE,10,furthest,metro_platform,side,10,5
4146,end,to_train,FALSE,3,FALSE,FALSE,10,furthest,station_exit,main,3,5
4147,end,to_train,FALSE,3,FALSE,FALSE,10,furthest,station_exit,main,5,5
4148,end,to_train,FALSE,3,FALSE,FALSE,10,furthest,station_exit,main,10,5
4149,end,to_train,FALSE,3,FALSE,FALSE,10,furthest,station_exit,side,3,5
4150,end,to_train,FALSE,3,FALSE,FALSE,10,furthest,station_exit,side,5,5
4151,end,to_train,FALSE,3,FALSE,FALSE,10,furthest,station_exit,side,10,5
4152,end,to_train,FALSE,3,FALSE,FALSE,10,largest,metro_platform,main,3,5
4153,end,to_train,FALSE,3,FALSE,FALSE,10,largest,metro_platform,main,5,5
4154,end,to_train,FALSE,3,FALSE,FALSE,10,largest,metro_platform,main,10,5
4155,end,to_train,FALSE,3,FALSE,FALSE,10,largest,metro_platform,side,3,5
4156,end,to_train,FALSE,3,FALSE,FALSE,10,largest,metro_platform,side,5,5
4157,end,to_train,FALSE,3,FALSE,FALSE,10,largest,metro_platform,side,10,5
4158,end,to_train,FALSE,3,FALSE,FALSE,10,largest,station_exit,main,3,5
4159,end,to_train,FALSE,3,FALSE,FALSE,10,largest,station_exit,main,5,5
4160,end,to_train,FALSE,3,FALSE,FALSE,10,largest,station_exit,main,10,5
4161,end,to_train,FALSE,3,FALSE,FALSE,10,largest,station_exit,side,3,5
4162,end,to_train,FALSE,3,FALSE,FALSE,10,largest,station_exit,side,5,5
4163,end,to_train,FALSE,3,FALSE,FALSE,10,largest,station_exit,side,10,5
4164,end,to_train,FALSE,3,FALSE,FALSE,10,surround,metro_platform,main,3,5
4165,end,to_train,FALSE,3,FALSE,FALSE,10,surround,metro_platform,main,5,5
4166,end,to_train,FALSE,3,FALSE,FALSE,10,surround,metro_platform,main,10,5
4167,end,to_train,FALSE,3,FALSE,FALSE,10,surround,metro_platform,side,3,5
4168,end,to_train,FALSE,3,FALSE,FALSE,10,surround,metro_platform,side,5,5
4169,end,to_train,FALSE,3,FALSE,FALSE,10,surround,metro_platform,side,10,5
4170,end,to_train,FALSE,3,FALSE,FALSE,10,surround,station_exit,main,3,5
4171,end,to_train,FALSE,3,FALSE,FALSE,10,surround,station_exit,main,5,5
4172,end,to_train,FALSE,3,FALSE,FALSE,10,surround,station_exit,main,10,5
4173,end,to_train,FALSE,3,FALSE,FALSE,10,surround,station_exit,side,3,5
4174,end,to_train,FALSE,3,FALSE,FALSE,10,surround,station_exit,side,5,5
4175,end,to_train,FALSE,3,FALSE,FALSE,10,surround,station_exit,side,10,5
4176,end,to_train,FALSE,5,TRUE,TRUE,10,furthest,metro_platform,main,3,5
4177,end,to_train,FALSE,5,TRUE,TRUE,10,furthest,metro_platform,main,5,5
4178,end,to_train,FALSE,5,TRUE,TRUE,10,furthest,metro_platform,main,10,5
4179,end,to_train,FALSE,5,TRUE,TRUE,10,furthest,metro_platform,side,3,5
4180,end,to_train,FALSE,5,TRUE,TRUE,10,furthest,metro_platform,side,5,5
4181,end,to_train,FALSE,5,TRUE,TRUE,10,furthest,metro_platform,side,10,5
4182,end,to_train,FALSE,5,TRUE,TRUE,10,furthest,station_exit,main,3,5
4183,end,to_train,FALSE,5,TRUE,TRUE,10,furthest,station_exit,main,5,5
4184,end,to_train,FALSE,5,TRUE,TRUE,10,furthest,station_exit,main,10,5
4185,end,to_train,FALSE,5,TRUE,TRUE,10,furthest,station_exit,side,3,5
4186,end,to_train,FALSE,5,TRUE,TRUE,10,furthest,station_exit,side,5,5
4187,end,to_train,FALSE,5,TRUE,TRUE,10,furthest,station_exit,side,10,5
4188,end,to_train,FALSE,5,TRUE,TRUE,10,largest,metro_platform,main,3,5
4189,end,to_train,FALSE,5,TRUE,TRUE,10,largest,metro_platform,main,5,5
4190,end,to_train,FALSE,5,TRUE,TRUE,10,largest,metro_platform,main,10,5
4191,end,to_train,FALSE,5,TRUE,TRUE,10,largest,metro_platform,side,3,5
4192,end,to_train,FALSE,5,TRUE,TRUE,10,largest,metro_platform,side,5,5
4193,end,to_train,FALSE,5,TRUE,TRUE,10,largest,metro_platform,side,10,5
4194,end,to_train,FALSE,5,TRUE,TRUE,10,largest,station_exit,main,3,5
4195,end,to_train,FALSE,5,TRUE,TRUE,10,largest,station_exit,main,5,5
4196,end,to_train,FALSE,5,TRUE,TRUE,10,largest,station_exit,main,10,5
4197,end,to_train,FALSE,5,TRUE,TRUE,10,largest,station_exit,side,3,5
4198,end,to_train,FALSE,5,TRUE,TRUE,10,largest,station_exit,side,5,5
4199,end,to_train,FALSE,5,TRUE,TRUE,10,largest,station_exit,side,10,5
4200,end,to_train,FALSE,5,TRUE,TRUE,10,surround,metro_platform,main,3,5
4201,end,to_train,FALSE,5,TRUE,TRUE,10,surround,metro_platform,main,5,5
4202,end,to_train,FALSE,5,TRUE,TRUE,10,surround,metro_platform,main,10,5
4203,end,to_train,FALSE,5,TRUE,TRUE,10,surround,metro_platform,side,3,5
4204,end,to_train,FALSE,5,TRUE,TRUE,10,surround,metro_platform,side,5,5
4205,end,to_train,FALSE,5,TRUE,TRUE,10,surround,metro_platform,side,10,5
4206,end,to_train,FALSE,5,TRUE,TRUE,10,surround,station_exit,main,3,5
4207,end,to_train,FALSE,5,TRUE,TRUE,10,surround,station_exit,main,5,5
4208,end,to_train,FALSE,5,TRUE,TRUE,10,surround,station_exit,main,10,5
4209,end,to_train,FALSE,5,TRUE,TRUE,10,surround,station_exit,side,3,5
4210,end,to_train,FALSE,5,TRUE,TRUE,10,surround,station_exit,side,5,5
4211,end,to_train,FALSE,5,TRUE,TRUE,10,surround,station_exit,side,10,5
4212,end,to_train,FALSE,5,TRUE,FALSE,10,furthest,metro_platform,main,3,5
4213,end,to_train,FALSE,5,TRUE,FALSE,10,furthest,metro_platform,main,5,5
4214,end,to_train,FALSE,5,TRUE,FALSE,10,furthest,metro_platform,main,10,5
4215,end,to_train,FALSE,5,TRUE,FALSE,10,furthest,metro_platform,side,3,5
4216,end,to_train,FALSE,5,TRUE,FALSE,10,furthest,metro_platform,side,5,5
4217,end,to_train,FALSE,5,TRUE,FALSE,10,furthest,metro_platform,side,10,5
4218,end,to_train,FALSE,5,TRUE,FALSE,10,furthest,station_exit,main,3,5
4219,end,to_train,FALSE,5,TRUE,FALSE,10,furthest,station_exit,main,5,5
4220,end,to_train,FALSE,5,TRUE,FALSE,10,furthest,station_exit,main,10,5
4221,end,to_train,FALSE,5,TRUE,FALSE,10,furthest,station_exit,side,3,5
4222,end,to_train,FALSE,5,TRUE,FALSE,10,furthest,station_exit,side,5,5
4223,end,to_train,FALSE,5,TRUE,FALSE,10,furthest,station_exit,side,10,5
4224,end,to_train,FALSE,5,TRUE,FALSE,10,largest,metro_platform,main,3,5
4225,end,to_train,FALSE,5,TRUE,FALSE,10,largest,metro_platform,main,5,5
4226,end,to_train,FALSE,5,TRUE,FALSE,10,largest,metro_platform,main,10,5
4227,end,to_train,FALSE,5,TRUE,FALSE,10,largest,metro_platform,side,3,5
4228,end,to_train,FALSE,5,TRUE,FALSE,10,largest,metro_platform,side,5,5
4229,end,to_train,FALSE,5,TRUE,FALSE,10,largest,metro_platform,side,10,5
4230,end,to_train,FALSE,5,TRUE,FALSE,10,largest,station_exit,main,3,5
4231,end,to_train,FALSE,5,TRUE,FALSE,10,largest,station_exit,main,5,5
4232,end,to_train,FALSE,5,TRUE,FALSE,10,largest,station_exit,main,10,5
4233,end,to_train,FALSE,5,TRUE,FALSE,10,largest,station_exit,side,3,5
4234,end,to_train,FALSE,5,TRUE,FALSE,10,largest,station_exit,side,5,5
4235,end,to_train,FALSE,5,TRUE,FALSE,10,largest,station_exit,side,10,5
4236,end,to_train,FALSE,5,TRUE,FALSE,10,surround,metro_platform,main,3,5
4237,end,to_train,FALSE,5,TRUE,FALSE,10,surround,metro_platform,main,5,5
4238,end,to_train,FALSE,5,TRUE,FALSE,10,surround,metro_platform,main,10,5
4239,end,to_train,FALSE,5,TRUE,FALSE,10,surround,metro_platform,side,3,5
4240,end,to_train,FALSE,5,TRUE,FALSE,10,surround,metro_platform,side,5,5
4241,end,to_train,FALSE,5,TRUE,FALSE,10,surround,metro_platform,side,10,5
4242,end,to_train,FALSE,5,TRUE,FALSE,10,surround,station_exit,main,3,5
4243,end,to_train,FALSE,5,TRUE,FALSE,10,surround,station_exit,main,5,5
4244,end,to_train,FALSE,5,TRUE,FALSE,10,surround,station_exit,main,10,5
4245,end,to_train,FALSE,5,TRUE,FALSE,10,surround,station_exit,side,3,5
4246,end,to_train,FALSE,5,TRUE,FALSE,10,surround,station_exit,side,5,5
4247,end,to_train,FALSE,5,TRUE,FALSE,10,surround,station_exit,side,10,5
4248,end,to_train,FALSE,5,FALSE,TRUE,10,furthest,metro_platform,main,3,5
4249,end,to_train,FALSE,5,FALSE,TRUE,10,furthest,metro_platform,main,5,5
4250,end,to_train,FALSE,5,FALSE,TRUE,10,furthest,metro_platform,main,10,5
4251,end,to_train,FALSE,5,FALSE,TRUE,10,furthest,metro_platform,side,3,5
4252,end,to_train,FALSE,5,FALSE,TRUE,10,furthest,metro_platform,side,5,5
4253,end,to_train,FALSE,5,FALSE,TRUE,10,furthest,metro_platform,side,10,5
4254,end,to_train,FALSE,5,FALSE,TRUE,10,furthest,station_exit,main,3,5
4255,end,to_train,FALSE,5,FALSE,TRUE,10,furthest,station_exit,main,5,5
4256,end,to_train,FALSE,5,FALSE,TRUE,10,furthest,station_exit,main,10,5
4257,end,to_train,FALSE,5,FALSE,TRUE,10,furthest,station_exit,side,3,5
4258,end,to_train,FALSE,5,FALSE,TRUE,10,furthest,station_exit,side,5,5
4259,end,to_train,FALSE,5,FALSE,TRUE,10,furthest,station_exit,side,10,5
4260,end,to_train,FALSE,5,FALSE,TRUE,10,largest,metro_platform,main,3,5
4261,end,to_train,FALSE,5,FALSE,TRUE,10,largest,metro_platform,main,5,5
4262,end,to_train,FALSE,5,FALSE,TRUE,10,largest,metro_platform,main,10,5
4263,end,to_train,FALSE,5,FALSE,TRUE,10,largest,metro_platform,side,3,5
4264,end,to_train,FALSE,5,FALSE,TRUE,10,largest,metro_platform,side,5,5
4265,end,to_train,FALSE,5,FALSE,TRUE,10,largest,metro_platform,side,10,5
4266,end,to_train,FALSE,5,FALSE,TRUE,10,largest,station_exit,main,3,5
4267,end,to_train,FALSE,5,FALSE,TRUE,10,largest,station_exit,main,5,5
4268,end,to_train,FALSE,5,FALSE,TRUE,10,largest,station_exit,main,10,5
4269,end,to_train,FALSE,5,FALSE,TRUE,10,largest,station_exit,side,3,5
4270,end,to_train,FALSE,5,FALSE,TRUE,10,largest,station_exit,side,5,5
4271,end,to_train,FALSE,5,FALSE,TRUE,10,largest,station_exit,side,10,5
4272,end,to_train,FALSE,5,FALSE,TRUE,10,surround,metro_platform,main,3,5
4273,end,to_train,FALSE,5,FALSE,TRUE,10,surround,metro_platform,main,5,5
4274,end,to_train,FALSE,5,FALSE,TRUE,10,surround,metro_platform,main,10,5
4275,end,to_train,FALSE,5,FALSE,TRUE,10,surround,metro_platform,side,3,5
4276,end,to_train,FALSE,5,FALSE,TRUE,10,surround,metro_platform,side,5,5
4277,end,to_train,FALSE,5,FALSE,TRUE,10,surround,metro_platform,side,10,5
4278,end,to_train,FALSE,5,FALSE,TRUE,10,surround,station_exit,main,3,5
4279,end,to_train,FALSE,5,FALSE,TRUE,10,surround,station_exit,main,5,5
4280,end,to_train,FALSE,5,FALSE,TRUE,10,surround,station_exit,main,10,5
4281,end,to_train,FALSE,5,FALSE,TRUE,10,surround,station_exit,side,3,5
4282,end,to_train,FALSE,5,FALSE,TRUE,10,surround,station_exit,side,5,5
4283,end,to_train,FALSE,5,FALSE,TRUE,10,surround,station_exit,side,10,5
4284,end,to_train,FALSE,5,FALSE,FALSE,10,furthest,metro_platform,main,3,5
4285,end,to_train,FALSE,5,FALSE,FALSE,10,furthest,metro_platform,main,5,5
4286,end,to_train,FALSE,5,FALSE,FALSE,10,furthest,metro_platform,main,10,5
4287,end,to_train,FALSE,5,FALSE,FALSE,10,furthest,metro_platform,side,3,5
4288,end,to_train,FALSE,5,FALSE,FALSE,10,furthest,metro_platform,side,5,5
4289,end,to_train,FALSE,5,FALSE,FALSE,10,furthest,metro_platform,side,10,5
4290,end,to_train,FALSE,5,FALSE,FALSE,10,furthest,station_exit,main,3,5
4291,end,to_train,FALSE,5,FALSE,FALSE,10,furthest,station_exit,main,5,5
4292,end,to_train,FALSE,5,FALSE,FALSE,10,furthest,station_exit,main,10,5
4293,end,to_train,FALSE,5,FALSE,FALSE,10,furthest,station_exit,side,3,5
4294,end,to_train,FALSE,5,FALSE,FALSE,10,furthest,station_exit,side,5,5
4295,end,to_train,FALSE,5,FALSE,FALSE,10,furthest,station_exit,side,10,5
4296,end,to_train,FALSE,5,FALSE,FALSE,10,largest,metro_platform,main,3,5
4297,end,to_train,FALSE,5,FALSE,FALSE,10,largest,metro_platform,main,5,5
4298,end,to_train,FALSE,5,FALSE,FALSE,10,largest,metro_platform,main,10,5
4299,end,to_train,FALSE,5,FALSE,FALSE,10,largest,metro_platform,side,3,5
4300,end,to_train,FALSE,5,FALSE,FALSE,10,largest,metro_platform,side,5,5
4301,end,to_train,FALSE,5,FALSE,FALSE,10,largest,metro_platform,side,10,5
4302,end,to_train,FALSE,5,FALSE,FALSE,10,largest,station_exit,main,3,5
4303,end,to_train,FALSE,5,FALSE,FALSE,10,largest,station_exit,main,5,5
4304,end,to_train,FALSE,5,FALSE,FALSE,10,largest,station_exit,main,10,5
4305,end,to_train,FALSE,5,FALSE,FALSE,10,largest,station_exit,side,3,5
4306,end,to_train,FALSE,5,FALSE,FALSE,10,largest,station_exit,side,5,5
4307,end,to_train,FALSE,5,FALSE,FALSE,10,largest,station_exit,side,10,5
4308,end,to_train,FALSE,5,FALSE,FALSE,10,surround,metro_platform,main,3,5
4309,end,to_train,FALSE,5,FALSE,FALSE,10,surround,metro_platform,main,5,5
4310,end,to_train,FALSE,5,FALSE,FALSE,10,surround,metro_platform,main,10,5
4311,end,to_train,FALSE,5,FALSE,FALSE,10,surround,metro_platform,side,3,5
4312,end,to_train,FALSE,5,FALSE,FALSE,10,surround,metro_platform,side,5,5
4313,end,to_train,FALSE,5,FALSE,FALSE,10,surround,metro_platform,side,10,5
4314,end,to_train,FALSE,5,FALSE,FALSE,10,surround,station_exit,main,3,5
4315,end,to_train,FALSE,5,FALSE,FALSE,10,surround,station_exit,main,5,5
4316,end,to_train,FALSE,5,FALSE,FALSE,10,surround,station_exit,main,10,5
4317,end,to_train,FALSE,5,FALSE,FALSE,10,surround,station_exit,side,3,5
4318,end,to_train,FALSE,5,FALSE,FALSE,10,surround,station_exit,side,5,5
4319,end,to_train,FALSE,5,FALSE,FALSE,10,surround,station_exit,side,10,5
4320,end,furthest,TRUE,1,TRUE,TRUE,10,furthest,metro_platform,main,3,5
4321,end,furthest,TRUE,1,TRUE,TRUE,10,furthest,metro_platform,main,5,5
4322,end,furthest,TRUE,1,TRUE,TRUE,10,furthest,metro_platform,main,10,5
4323,end,furthest,TRUE,1,TRUE,TRUE,10,furthest,metro_platform,side,3,5
4324,end,furthest,TRUE,1,TRUE,TRUE,10,furthest,metro_platform,side,5,5
4325,end,furthest,TRUE,1,TRUE,TRUE,10,furthest,metro_platform,side,10,5
4326,end,furthest,TRUE,1,TRUE,TRUE,10,furthest,station_exit,main,3,5
4327,end,furthest,TRUE,1,TRUE,TRUE,10,furthest,station_exit,main,5,5
4328,end,furthest,TRUE,1,TRUE,TRUE,10,furthest,station_exit,main,10,5
4329,end,furthest,TRUE,1,TRUE,TRUE,10,furthest,station_exit,side,3,5
4330,end,furthest,TRUE,1,TRUE,TRUE,10,furthest,station_exit,side,5,5
4331,end,furthest,TRUE,1,TRUE,TRUE,10,furthest,station_exit,side,10,5
4332,end,furthest,TRUE,1,TRUE,TRUE,10,largest,metro_platform,main,3,5
4333,end,furthest,TRUE,1,TRUE,TRUE,10,largest,metro_platform,main,5,5
4334,end,furthest,TRUE,1,TRUE,TRUE,10,largest,metro_platform,main,10,5
4335,end,furthest,TRUE,1,TRUE,TRUE,10,largest,metro_platform,side,3,5
4336,end,furthest,TRUE,1,TRUE,TRUE,10,largest,metro_platform,side,5,5
4337,end,furthest,TRUE,1,TRUE,TRUE,10,largest,metro_platform,side,10,5
4338,end,furthest,TRUE,1,TRUE,TRUE,10,largest,station_exit,main,3,5
4339,end,furthest,TRUE,1,TRUE,TRUE,10,largest,station_exit,main,5,5
4340,end,furthest,TRUE,1,TRUE,TRUE,10,largest,station_exit,main,10,5
4341,end,furthest,TRUE,1,TRUE,TRUE,10,largest,station_exit,side,3,5
4342,end,furthest,TRUE,1,TRUE,TRUE,10,largest,station_exit,side,5,5
4343,end,furthest,TRUE,1,TRUE,TRUE,10,largest,station_exit,side,10,5
4344,end,furthest,TRUE,1,TRUE,TRUE,10,surround,metro_platform,main,3,5
4345,end,furthest,TRUE,1,TRUE,TRUE,10,surround,metro_platform,main,5,5
4346,end,furthest,TRUE,1,TRUE,TRUE,10,surround,metro_platform,main,10,5
4347,end,furthest,TRUE,1,TRUE,TRUE,10,surround,metro_platform,side,3,5
4348,end,furthest,TRUE,1,TRUE,TRUE,10,surround,metro_platform,side,5,5
4349,end,furthest,TRUE,1,TRUE,TRUE,10,surround,metro_platform,side,10,5
4350,end,furthest,TRUE,1,TRUE,TRUE,10,surround,station_exit,main,3,5
4351,end,furthest,TRUE,1,TRUE,TRUE,10,surround,station_exit,main,5,5
4352,end,furthest,TRUE,1,TRUE,TRUE,10,surround,station_exit,main,10,5
4353,end,furthest,TRUE,1,TRUE,TRUE,10,surround,station_exit,side,3,5
4354,end,furthest,TRUE,1,TRUE,TRUE,10,surround,station_exit,side,5,5
4355,end,furthest,TRUE,1,TRUE,TRUE,10,surround,station_exit,side,10,5
4356,end,furthest,TRUE,1,TRUE,FALSE,10,furthest,metro_platform,main,3,5
4357,end,furthest,TRUE,1,TRUE,FALSE,10,furthest,metro_platform,main,5,5
4358,end,furthest,TRUE,1,TRUE,FALSE,10,furthest,metro_platform,main,10,5
4359,end,furthest,TRUE,1,TRUE,FALSE,10,furthest,metro_platform,side,3,5
4360,end,furthest,TRUE,1,TRUE,FALSE,10,furthest,metro_platform,side,5,5
4361,end,furthest,TRUE,1,TRUE,FALSE,10,furthest,metro_platform,side,10,5
4362,end,furthest,TRUE,1,TRUE,FALSE,10,furthest,station_exit,main,3,5
4363,end,furthest,TRUE,1,TRUE,FALSE,10,furthest,station_exit,main,5,5
4364,end,furthest,TRUE,1,TRUE,FALSE,10,furthest,station_exit,main,10,5
4365,end,furthest,TRUE,1,TRUE,FALSE,10,furthest,station_exit,side,3,5
4366,end,furthest,TRUE,1,TRUE,FALSE,10,furthest,station_exit,side,5,5
4367,end,furthest,TRUE,1,TRUE,FALSE,10,furthest,station_exit,side,10,5
4368,end,furthest,TRUE,1,TRUE,FALSE,10,largest,metro_platform,main,3,5
4369,end,furthest,TRUE,1,TRUE,FALSE,10,largest,metro_platform,main,5,5
4370,end,furthest,TRUE,1,TRUE,FALSE,10,largest,metro_platform,main,10,5
4371,end,furthest,TRUE,1,TRUE,FALSE,10,largest,metro_platform,side,3,5
4372,end,furthest,TRUE,1,TRUE,FALSE,10,largest,metro_platform,side,5,5
4373,end,furthest,TRUE,1,TRUE,FALSE,10,largest,metro_platform,side,10,5
4374,end,furthest,TRUE,1,TRUE,FALSE,10,largest,station_exit,main,3,5
4375,end,furthest,TRUE,1,TRUE,FALSE,10,largest,station_exit,main,5,5
4376,end,furthest,TRUE,1,TRUE,FALSE,10,largest,station_exit,main,10,5
4377,end,furthest,TRUE,1,TRUE,FALSE,10,largest,station_exit,side,3,5
4378,end,furthest,TRUE,1,TRUE,FALSE,10,largest,station_exit,side,5,5
4379,end,furthest,TRUE,1,TRUE,FALSE,10,largest,station_exit,side,10,5
4380,end,furthest,TRUE,1,TRUE,FALSE,10,surround,metro_platform,main,3,5
4381,end,furthest,TRUE,1,TRUE,FALSE,10,surround,metro_platform,main,5,5
4382,end,furthest,TRUE,1,TRUE,FALSE,10,surround,metro_platform,main,10,5
4383,end,furthest,TRUE,1,TRUE,FALSE,10,surround,metro_platform,side,3,5
4384,end,furthest,TRUE,1,TRUE,FALSE,10,surround,metro_platform,side,5,5
4385,end,furthest,TRUE,1,TRUE,FALSE,10,surround,metro_platform,side,10,5
4386,end,furthest,TRUE,1,TRUE,FALSE,10,surround,station_exit,main,3,5
4387,end,furthest,TRUE,1,TRUE,FALSE,10,surround,station_exit,main,5,5
4388,end,furthest,TRUE,1,TRUE,FALSE,10,surround,station_exit,main,10,5
4389,end,furthest,TRUE,1,TRUE,FALSE,10,surround,station_exit,side,3,5
4390,end,furthest,TRUE,1,TRUE,FALSE,10,surround,station_exit,side,5,5
4391,end,furthest,TRUE,1,TRUE,FALSE,10,surround,station_exit,side,10,5
4392,end,furthest,TRUE,1,FALSE,TRUE,10,furthest,metro_platform,main,3,5
4393,end,furthest,TRUE,1,FALSE,TRUE,10,furthest,metro_platform,main,5,5
4394,end,furthest,TRUE,1,FALSE,TRUE,10,furthest,metro_platform,main,10,5
4395,end,furthest,TRUE,1,FALSE,TRUE,10,furthest,metro_platform,side,3,5
4396,end,furthest,TRUE,1,FALSE,TRUE,10,furthest,metro_platform,side,5,5
4397,end,furthest,TRUE,1,FALSE,TRUE,10,furthest,metro_platform,side,10,5
4398,end,furthest,TRUE,1,FALSE,TRUE,10,furthest,station_exit,main,3,5
4399,end,furthest,TRUE,1,FALSE,TRUE,10,furthest,station_exit,main,5,5
4400,end,furthest,TRUE,1,FALSE,TRUE,10,furthest,station_exit,main,10,5
4401,end,furthest,TRUE,1,FALSE,TRUE,10,furthest,station_exit,side,3,5
4402,end,furthest,TRUE,1,FALSE,TRUE,10,furthest,station_exit,side,5,5
4403,end,furthest,TRUE,1,FALSE,TRUE,10,furthest,station_exit,side,10,5
4404,end,furthest,TRUE,1,FALSE,TRUE,10,largest,metro_platform,main,3,5
4405,end,furthest,TRUE,1,FALSE,TRUE,10,largest,metro_platform,main,5,5
4406,end,furthest,TRUE,1,FALSE,TRUE,10,largest,metro_platform,main,10,5
4407,end,furthest,TRUE,1,FALSE,TRUE,10,largest,metro_platform,side,3,5
4408,end,furthest,TRUE,1,FALSE,TRUE,10,largest,metro_platform,side,5,5
4409,end,furthest,TRUE,1,FALSE,TRUE,10,largest,metro_platform,side,10,5
4410,end,furthest,TRUE,1,FALSE,TRUE,10,largest,station_exit,main,3,5
