scenario,crim_pos,crim_strat,crim_bounded_rat,police_undercover,crim_max_diverge,pol_strat,pol_guarding,Police_entrance,units,P_multiple_at_station
467,end,random,True,True,10,surround,station_exit,side,10,5
468,end,random,True,False,10,furthest,metro_platform,main,3,5
469,end,random,True,False,10,furthest,metro_platform,main,5,5
470,end,random,True,False,10,furthest,metro_platform,main,10,5
471,end,random,True,False,10,furthest,metro_platform,side,3,5
472,end,random,True,False,10,furthest,metro_platform,side,5,5
473,end,random,True,False,10,furthest,metro_platform,side,10,5
474,end,random,True,False,10,furthest,station_exit,main,3,5
475,end,random,True,False,10,furthest,station_exit,main,5,5
476,end,random,True,False,10,furthest,station_exit,main,10,5
477,end,random,True,False,10,furthest,station_exit,side,3,5
478,end,random,True,False,10,furthest,station_exit,side,5,5
479,end,random,True,False,10,furthest,station_exit,side,10,5
480,end,random,True,False,10,largest,metro_platform,main,3,5
481,end,random,True,False,10,largest,metro_platform,main,5,5
482,end,random,True,False,10,largest,metro_platform,main,10,5
483,end,random,True,False,10,largest,metro_platform,side,3,5
484,end,random,True,False,10,largest,metro_platform,side,5,5
485,end,random,True,False,10,largest,metro_platform,side,10,5
486,end,random,True,False,10,largest,station_exit,main,3,5
487,end,random,True,False,10,largest,station_exit,main,5,5
488,end,random,True,False,10,largest,station_exit,main,10,5
489,end,random,True,False,10,largest,station_exit,side,3,5
490,end,random,True,False,10,largest,station_exit,side,5,5
491,end,random,True,False,10,largest,station_exit,side,10,5
492,end,random,True,False,10,surround,metro_platform,main,3,5
493,end,random,True,False,10,surround,metro_platform,main,5,5
494,end,random,True,False,10,surround,metro_platform,main,10,5
495,end,random,True,False,10,surround,metro_platform,side,3,5
496,end,random,True,False,10,surround,metro_platform,side,5,5
497,end,random,True,False,10,surround,metro_platform,side,10,5
498,end,random,True,False,10,surround,station_exit,main,3,5
499,end,random,True,False,10,surround,station_exit,main,5,5
500,end,random,True,False,10,surround,station_exit,main,10,5
501,end,random,True,False,10,surround,station_exit,side,3,5
502,end,random,True,False,10,surround,station_exit,side,5,5
503,end,random,True,False,10,surround,station_exit,side,10,5
504,end,random,False,True,10,furthest,metro_platform,main,3,5
505,end,random,False,True,10,furthest,metro_platform,main,5,5
506,end,random,False,True,10,furthest,metro_platform,main,10,5
507,end,random,False,True,10,furthest,metro_platform,side,3,5
508,end,random,False,True,10,furthest,metro_platform,side,5,5
509,end,random,False,True,10,furthest,metro_platform,side,10,5
510,end,random,False,True,10,furthest,station_exit,main,3,5
511,end,random,False,True,10,furthest,station_exit,main,5,5
512,end,random,False,True,10,furthest,station_exit,main,10,5
513,end,random,False,True,10,furthest,station_exit,side,3,5
514,end,random,False,True,10,furthest,station_exit,side,5,5
515,end,random,False,True,10,furthest,station_exit,side,10,5
516,end,random,False,True,10,largest,metro_platform,main,3,5
517,end,random,False,True,10,largest,metro_platform,main,5,5
518,end,random,False,True,10,largest,metro_platform,main,10,5
519,end,random,False,True,10,largest,metro_platform,side,3,5
520,end,random,False,True,10,largest,metro_platform,side,5,5
521,end,random,False,True,10,largest,metro_platform,side,10,5
522,end,random,False,True,10,largest,station_exit,main,3,5
523,end,random,False,True,10,largest,station_exit,main,5,5
524,end,random,False,True,10,largest,station_exit,main,10,5
525,end,random,False,True,10,largest,station_exit,side,3,5
526,end,random,False,True,10,largest,station_exit,side,5,5
527,end,random,False,True,10,largest,station_exit,side,10,5
528,end,random,False,True,10,surround,metro_platform,main,3,5
529,end,random,False,True,10,surround,metro_platform,main,5,5
530,end,random,False,True,10,surround,metro_platform,main,10,5
531,end,random,False,True,10,surround,metro_platform,side,3,5
532,end,random,False,True,10,surround,metro_platform,side,5,5
533,end,random,False,True,10,surround,metro_platform,side,10,5
534,end,random,False,True,10,surround,station_exit,main,3,5
535,end,random,False,True,10,surround,station_exit,main,5,5
536,end,random,False,True,10,surround,station_exit,main,10,5
537,end,random,False,True,10,surround,station_exit,side,3,5
538,end,random,False,True,10,surround,station_exit,side,5,5
539,end,random,False,True,10,surround,station_exit,side,10,5
540,end,random,False,False,10,furthest,metro_platform,main,3,5
541,end,random,False,False,10,furthest,metro_platform,main,5,5
542,end,random,False,False,10,furthest,metro_platform,main,10,5
543,end,random,False,False,10,furthest,metro_platform,side,3,5
544,end,random,False,False,10,furthest,metro_platform,side,5,5
545,end,random,False,False,10,furthest,metro_platform,side,10,5
546,end,random,False,False,10,furthest,station_exit,main,3,5
547,end,random,False,False,10,furthest,station_exit,main,5,5
548,end,random,False,False,10,furthest,station_exit,main,10,5
549,end,random,False,False,10,furthest,station_exit,side,3,5
550,end,random,False,False,10,furthest,station_exit,side,5,5
551,end,random,False,False,10,furthest,station_exit,side,10,5
552,end,random,False,False,10,largest,metro_platform,main,3,5
553,end,random,False,False,10,largest,metro_platform,main,5,5
554,end,random,False,False,10,largest,metro_platform,main,10,5
555,end,random,False,False,10,largest,metro_platform,side,3,5
556,end,random,False,False,10,largest,metro_platform,side,5,5
557,end,random,False,False,10,largest,metro_platform,side,10,5
558,end,random,False,False,10,largest,station_exit,main,3,5
559,end,random,False,False,10,largest,station_exit,main,5,5
560,end,random,False,False,10,largest,station_exit,main,10,5
561,end,random,False,False,10,largest,station_exit,side,3,5
562,end,random,False,False,10,largest,station_exit,side,5,5
563,end,random,False,False,10,largest,station_exit,side,10,5
564,end,random,False,False,10,surround,metro_platform,main,3,5
565,end,random,False,False,10,surround,metro_platform,main,5,5
566,end,random,False,False,10,surround,metro_platform,main,10,5
567,end,random,False,False,10,surround,metro_platform,side,3,5
568,end,random,False,False,10,surround,metro_platform,side,5,5
569,end,random,False,False,10,surround,metro_platform,side,10,5
570,end,random,False,False,10,surround,station_exit,main,3,5
571,end,random,False,False,10,surround,station_exit,main,5,5
572,end,random,False,False,10,surround,station_exit,main,10,5
573,end,random,False,False,10,surround,station_exit,side,3,5
574,end,random,False,False,10,surround,station_exit,side,5,5
575,end,random,False,False,10,surround,station_exit,side,10,5
576,end,to_train,True,True,10,furthest,metro_platform,main,3,5
577,end,to_train,True,True,10,furthest,metro_platform,main,5,5
578,end,to_train,True,True,10,furthest,metro_platform,main,10,5
579,end,to_train,True,True,10,furthest,metro_platform,side,3,5
580,end,to_train,True,True,10,furthest,metro_platform,side,5,5
581,end,to_train,True,True,10,furthest,metro_platform,side,10,5
582,end,to_train,True,True,10,furthest,station_exit,main,3,5
583,end,to_train,True,True,10,furthest,station_exit,main,5,5
584,end,to_train,True,True,10,furthest,station_exit,main,10,5
585,end,to_train,True,True,10,furthest,station_exit,side,3,5
586,end,to_train,True,True,10,furthest,station_exit,side,5,5
587,end,to_train,True,True,10,furthest,station_exit,side,10,5
588,end,to_train,True,True,10,largest,metro_platform,main,3,5
589,end,to_train,True,True,10,largest,metro_platform,main,5,5
590,end,to_train,True,True,10,largest,metro_platform,main,10,5
591,end,to_train,True,True,10,largest,metro_platform,side,3,5
592,end,to_train,True,True,10,largest,metro_platform,side,5,5
593,end,to_train,True,True,10,largest,metro_platform,side,10,5
594,end,to_train,True,True,10,largest,station_exit,main,3,5
595,end,to_train,True,True,10,largest,station_exit,main,5,5
596,end,to_train,True,True,10,largest,station_exit,main,10,5
597,end,to_train,True,True,10,largest,station_exit,side,3,5
598,end,to_train,True,True,10,largest,station_exit,side,5,5
599,end,to_train,True,True,10,largest,station_exit,side,10,5
600,end,to_train,True,True,10,surround,metro_platform,main,3,5
601,end,to_train,True,True,10,surround,metro_platform,main,5,5
602,end,to_train,True,True,10,surround,metro_platform,main,10,5
603,end,to_train,True,True,10,surround,metro_platform,side,3,5
604,end,to_train,True,True,10,surround,metro_platform,side,5,5
605,end,to_train,True,True,10,surround,metro_platform,side,10,5
606,end,to_train,True,True,10,surround,station_exit,main,3,5
607,end,to_train,True,True,10,surround,station_exit,main,5,5
608,end,to_train,True,True,10,surround,station_exit,main,10,5
609,end,to_train,True,True,10,surround,station_exit,side,3,5
610,end,to_train,True,True,10,surround,station_exit,side,5,5
611,end,to_train,True,True,10,surround,station_exit,side,10,5
612,end,to_train,True,False,10,furthest,metro_platform,main,3,5
613,end,to_train,True,False,10,furthest,metro_platform,main,5,5
614,end,to_train,True,False,10,furthest,metro_platform,main,10,5
615,end,to_train,True,False,10,furthest,metro_platform,side,3,5
616,end,to_train,True,False,10,furthest,metro_platform,side,5,5
617,end,to_train,True,False,10,furthest,metro_platform,side,10,5
618,end,to_train,True,False,10,furthest,station_exit,main,3,5
619,end,to_train,True,False,10,furthest,station_exit,main,5,5
620,end,to_train,True,False,10,furthest,station_exit,main,10,5
621,end,to_train,True,False,10,furthest,station_exit,side,3,5
622,end,to_train,True,False,10,furthest,station_exit,side,5,5
623,end,to_train,True,False,10,furthest,station_exit,side,10,5
624,end,to_train,True,False,10,largest,metro_platform,main,3,5
625,end,to_train,True,False,10,largest,metro_platform,main,5,5
626,end,to_train,True,False,10,largest,metro_platform,main,10,5
627,end,to_train,True,False,10,largest,metro_platform,side,3,5
628,end,to_train,True,False,10,largest,metro_platform,side,5,5
629,end,to_train,True,False,10,largest,metro_platform,side,10,5
630,end,to_train,True,False,10,largest,station_exit,main,3,5
631,end,to_train,True,False,10,largest,station_exit,main,5,5
632,end,to_train,True,False,10,largest,station_exit,main,10,5
633,end,to_train,True,False,10,largest,station_exit,side,3,5
634,end,to_train,True,False,10,largest,station_exit,side,5,5
635,end,to_train,True,False,10,largest,station_exit,side,10,5
636,end,to_train,True,False,10,surround,metro_platform,main,3,5
637,end,to_train,True,False,10,surround,metro_platform,main,5,5
638,end,to_train,True,False,10,surround,metro_platform,main,10,5
639,end,to_train,True,False,10,surround,metro_platform,side,3,5
640,end,to_train,True,False,10,surround,metro_platform,side,5,5
641,end,to_train,True,False,10,surround,metro_platform,side,10,5
642,end,to_train,True,False,10,surround,station_exit,main,3,5
643,end,to_train,True,False,10,surround,station_exit,main,5,5
644,end,to_train,True,False,10,surround,station_exit,main,10,5
645,end,to_train,True,False,10,surround,station_exit,side,3,5
646,end,to_train,True,False,10,surround,station_exit,side,5,5
647,end,to_train,True,False,10,surround,station_exit,side,10,5
648,end,to_train,False,True,10,furthest,metro_platform,main,3,5
649,end,to_train,False,True,10,furthest,metro_platform,main,5,5
650,end,to_train,False,True,10,furthest,metro_platform,main,10,5
651,end,to_train,False,True,10,furthest,metro_platform,side,3,5
652,end,to_train,False,True,10,furthest,metro_platform,side,5,5
653,end,to_train,False,True,10,furthest,metro_platform,side,10,5
654,end,to_train,False,True,10,furthest,station_exit,main,3,5
655,end,to_train,False,True,10,furthest,station_exit,main,5,5
656,end,to_train,False,True,10,furthest,station_exit,main,10,5
657,end,to_train,False,True,10,furthest,station_exit,side,3,5
658,end,to_train,False,True,10,furthest,station_exit,side,5,5
659,end,to_train,False,True,10,furthest,station_exit,side,10,5
660,end,to_train,False,True,10,largest,metro_platform,main,3,5
661,end,to_train,False,True,10,largest,metro_platform,main,5,5
662,end,to_train,False,True,10,largest,metro_platform,main,10,5
663,end,to_train,False,True,10,largest,metro_platform,side,3,5
664,end,to_train,False,True,10,largest,metro_platform,side,5,5
665,end,to_train,False,True,10,largest,metro_platform,side,10,5
666,end,to_train,False,True,10,largest,station_exit,main,3,5
667,end,to_train,False,True,10,largest,station_exit,main,5,5
668,end,to_train,False,True,10,largest,station_exit,main,10,5
669,end,to_train,False,True,10,largest,station_exit,side,3,5
670,end,to_train,False,True,10,largest,station_exit,side,5,5
671,end,to_train,False,True,10,largest,station_exit,side,10,5
672,end,to_train,False,True,10,surround,metro_platform,main,3,5
673,end,to_train,False,True,10,surround,metro_platform,main,5,5
674,end,to_train,False,True,10,surround,metro_platform,main,10,5
675,end,to_train,False,True,10,surround,metro_platform,side,3,5
676,end,to_train,False,True,10,surround,metro_platform,side,5,5
677,end,to_train,False,True,10,surround,metro_platform,side,10,5
678,end,to_train,False,True,10,surround,station_exit,main,3,5
679,end,to_train,False,True,10,surround,station_exit,main,5,5
680,end,to_train,False,True,10,surround,station_exit,main,10,5
681,end,to_train,False,True,10,surround,station_exit,side,3,5
682,end,to_train,False,True,10,surround,station_exit,side,5,5
683,end,to_train,False,True,10,surround,station_exit,side,10,5
684,end,to_train,False,False,10,furthest,metro_platform,main,3,5
685,end,to_train,False,False,10,furthest,metro_platform,main,5,5
686,end,to_train,False,False,10,furthest,metro_platform,main,10,5
687,end,to_train,False,False,10,furthest,metro_platform,side,3,5
688,end,to_train,False,False,10,furthest,metro_platform,side,5,5
689,end,to_train,False,False,10,furthest,metro_platform,side,10,5
690,end,to_train,False,False,10,furthest,station_exit,main,3,5
691,end,to_train,False,False,10,furthest,station_exit,main,5,5
692,end,to_train,False,False,10,furthest,station_exit,main,10,5
693,end,to_train,False,False,10,furthest,station_exit,side,3,5
694,end,to_train,False,False,10,furthest,station_exit,side,5,5
695,end,to_train,False,False,10,furthest,station_exit,side,10,5
696,end,to_train,False,False,10,largest,metro_platform,main,3,5
697,end,to_train,False,False,10,largest,metro_platform,main,5,5
698,end,to_train,False,False,10,largest,metro_platform,main,10,5
699,end,to_train,False,False,10,largest,metro_platform,side,3,5
700,end,to_train,False,False,10,largest,metro_platform,side,5,5
701,end,to_train,False,False,10,largest,metro_platform,side,10,5
702,end,to_train,False,False,10,largest,station_exit,main,3,5
703,end,to_train,False,False,10,largest,station_exit,main,5,5
704,end,to_train,False,False,10,largest,station_exit,main,10,5
705,end,to_train,False,False,10,largest,station_exit,side,3,5
706,end,to_train,False,False,10,largest,station_exit,side,5,5
707,end,to_train,False,False,10,largest,station_exit,side,10,5
708,end,to_train,False,False,10,surround,metro_platform,main,3,5
709,end,to_train,False,False,10,surround,metro_platform,main,5,5
710,end,to_train,False,False,10,surround,metro_platform,main,10,5
711,end,to_train,False,False,10,surround,metro_platform,side,3,5
712,end,to_train,False,False,10,surround,metro_platform,side,5,5
713,end,to_train,False,False,10,surround,metro_platform,side,10,5
714,end,to_train,False,False,10,surround,station_exit,main,3,5
715,end,to_train,False,False,10,surround,station_exit,main,5,5
716,end,to_train,False,False,10,surround,station_exit,main,10,5
717,end,to_train,False,False,10,surround,station_exit,side,3,5
718,end,to_train,False,False,10,surround,station_exit,side,5,5
719,end,to_train,False,False,10,surround,station_exit,side,10,5
720,end,furthest,True,True,10,furthest,metro_platform,main,3,5
721,end,furthest,True,True,10,furthest,metro_platform,main,5,5
722,end,furthest,True,True,10,furthest,metro_platform,main,10,5
723,end,furthest,True,True,10,furthest,metro_platform,side,3,5
724,end,furthest,True,True,10,furthest,metro_platform,side,5,5
725,end,furthest,True,True,10,furthest,metro_platform,side,10,5
726,end,furthest,True,True,10,furthest,station_exit,main,3,5
727,end,furthest,True,True,10,furthest,station_exit,main,5,5
728,end,furthest,True,True,10,furthest,station_exit,main,10,5
729,end,furthest,True,True,10,furthest,station_exit,side,3,5
730,end,furthest,True,True,10,furthest,station_exit,side,5,5
731,end,furthest,True,True,10,furthest,station_exit,side,10,5
732,end,furthest,True,True,10,largest,metro_platform,main,3,5
733,end,furthest,True,True,10,largest,metro_platform,main,5,5
734,end,furthest,True,True,10,largest,metro_platform,main,10,5
735,end,furthest,True,True,10,largest,metro_platform,side,3,5
736,end,furthest,True,True,10,largest,metro_platform,side,5,5
737,end,furthest,True,True,10,largest,metro_platform,side,10,5
738,end,furthest,True,True,10,largest,station_exit,main,3,5
739,end,furthest,True,True,10,largest,station_exit,main,5,5
740,end,furthest,True,True,10,largest,station_exit,main,10,5
741,end,furthest,True,True,10,largest,station_exit,side,3,5
742,end,furthest,True,True,10,largest,station_exit,side,5,5
743,end,furthest,True,True,10,largest,station_exit,side,10,5
744,end,furthest,True,True,10,surround,metro_platform,main,3,5
745,end,furthest,True,True,10,surround,metro_platform,main,5,5
746,end,furthest,True,True,10,surround,metro_platform,main,10,5
747,end,furthest,True,True,10,surround,metro_platform,side,3,5
748,end,furthest,True,True,10,surround,metro_platform,side,5,5
749,end,furthest,True,True,10,surround,metro_platform,side,10,5
750,end,furthest,True,True,10,surround,station_exit,main,3,5
751,end,furthest,True,True,10,surround,station_exit,main,5,5
752,end,furthest,True,True,10,surround,station_exit,main,10,5
753,end,furthest,True,True,10,surround,station_exit,side,3,5
754,end,furthest,True,True,10,surround,station_exit,side,5,5
755,end,furthest,True,True,10,surround,station_exit,side,10,5
756,end,furthest,True,False,10,furthest,metro_platform,main,3,5
757,end,furthest,True,False,10,furthest,metro_platform,main,5,5
758,end,furthest,True,False,10,furthest,metro_platform,main,10,5
759,end,furthest,True,False,10,furthest,metro_platform,side,3,5
760,end,furthest,True,False,10,furthest,metro_platform,side,5,5
761,end,furthest,True,False,10,furthest,metro_platform,side,10,5
762,end,furthest,True,False,10,furthest,station_exit,main,3,5
763,end,furthest,True,False,10,furthest,station_exit,main,5,5
764,end,furthest,True,False,10,furthest,station_exit,main,10,5
765,end,furthest,True,False,10,furthest,station_exit,side,3,5
766,end,furthest,True,False,10,furthest,station_exit,side,5,5
767,end,furthest,True,False,10,furthest,station_exit,side,10,5
768,end,furthest,True,False,10,largest,metro_platform,main,3,5
769,end,furthest,True,False,10,largest,metro_platform,main,5,5
770,end,furthest,True,False,10,largest,metro_platform,main,10,5
771,end,furthest,True,False,10,largest,metro_platform,side,3,5
772,end,furthest,True,False,10,largest,metro_platform,side,5,5
773,end,furthest,True,False,10,largest,metro_platform,side,10,5
774,end,furthest,True,False,10,largest,station_exit,main,3,5
775,end,furthest,True,False,10,largest,station_exit,main,5,5
776,end,furthest,True,False,10,largest,station_exit,main,10,5
777,end,furthest,True,False,10,largest,station_exit,side,3,5
778,end,furthest,True,False,10,largest,station_exit,side,5,5
779,end,furthest,True,False,10,largest,station_exit,side,10,5
780,end,furthest,True,False,10,surround,metro_platform,main,3,5
781,end,furthest,True,False,10,surround,metro_platform,main,5,5
782,end,furthest,True,False,10,surround,metro_platform,main,10,5
783,end,furthest,True,False,10,surround,metro_platform,side,3,5
784,end,furthest,True,False,10,surround,metro_platform,side,5,5
785,end,furthest,True,False,10,surround,metro_platform,side,10,5
786,end,furthest,True,False,10,surround,station_exit,main,3,5
787,end,furthest,True,False,10,surround,station_exit,main,5,5
788,end,furthest,True,False,10,surround,station_exit,main,10,5
789,end,furthest,True,False,10,surround,station_exit,side,3,5
790,end,furthest,True,False,10,surround,station_exit,side,5,5
791,end,furthest,True,False,10,surround,station_exit,side,10,5
792,end,furthest,False,True,10,furthest,metro_platform,main,3,5
793,end,furthest,False,True,10,furthest,metro_platform,main,5,5
794,end,furthest,False,True,10,furthest,metro_platform,main,10,5
795,end,furthest,False,True,10,furthest,metro_platform,side,3,5
796,end,furthest,False,True,10,furthest,metro_platform,side,5,5
797,end,furthest,False,True,10,furthest,metro_platform,side,10,5
798,end,furthest,False,True,10,furthest,station_exit,main,3,5
799,end,furthest,False,True,10,furthest,station_exit,main,5,5
800,end,furthest,False,True,10,furthest,station_exit,main,10,5
801,end,furthest,False,True,10,furthest,station_exit,side,3,5
802,end,furthest,False,True,10,furthest,station_exit,side,5,5
803,end,furthest,False,True,10,furthest,station_exit,side,10,5
804,end,furthest,False,True,10,largest,metro_platform,main,3,5
805,end,furthest,False,True,10,largest,metro_platform,main,5,5
806,end,furthest,False,True,10,largest,metro_platform,main,10,5
807,end,furthest,False,True,10,largest,metro_platform,side,3,5
808,end,furthest,False,True,10,largest,metro_platform,side,5,5
809,end,furthest,False,True,10,largest,metro_platform,side,10,5
810,end,furthest,False,True,10,largest,station_exit,main,3,5
811,end,furthest,False,True,10,largest,station_exit,main,5,5
812,end,furthest,False,True,10,largest,station_exit,main,10,5
813,end,furthest,False,True,10,largest,station_exit,side,3,5
814,end,furthest,False,True,10,largest,station_exit,side,5,5
815,end,furthest,False,True,10,largest,station_exit,side,10,5
816,end,furthest,False,True,10,surround,metro_platform,main,3,5
817,end,furthest,False,True,10,surround,metro_platform,main,5,5
818,end,furthest,False,True,10,surround,metro_platform,main,10,5
819,end,furthest,False,True,10,surround,metro_platform,side,3,5
820,end,furthest,False,True,10,surround,metro_platform,side,5,5
821,end,furthest,False,True,10,surround,metro_platform,side,10,5
822,end,furthest,False,True,10,surround,station_exit,main,3,5
823,end,furthest,False,True,10,surround,station_exit,main,5,5
824,end,furthest,False,True,10,surround,station_exit,main,10,5
825,end,furthest,False,True,10,surround,station_exit,side,3,5
826,end,furthest,False,True,10,surround,station_exit,side,5,5
827,end,furthest,False,True,10,surround,station_exit,side,10,5
828,end,furthest,False,False,10,furthest,metro_platform,main,3,5
829,end,furthest,False,False,10,furthest,metro_platform,main,5,5
830,end,furthest,False,False,10,furthest,metro_platform,main,10,5
831,end,furthest,False,False,10,furthest,metro_platform,side,3,5
832,end,furthest,False,False,10,furthest,metro_platform,side,5,5
833,end,furthest,False,False,10,furthest,metro_platform,side,10,5
834,end,furthest,False,False,10,furthest,station_exit,main,3,5
835,end,furthest,False,False,10,furthest,station_exit,main,5,5
836,end,furthest,False,False,10,furthest,station_exit,main,10,5
837,end,furthest,False,False,10,furthest,station_exit,side,3,5
838,end,furthest,False,False,10,furthest,station_exit,side,5,5
839,end,furthest,False,False,10,furthest,station_exit,side,10,5
840,end,furthest,False,False,10,largest,metro_platform,main,3,5
841,end,furthest,False,False,10,largest,metro_platform,main,5,5
842,end,furthest,False,False,10,largest,metro_platform,main,10,5
843,end,furthest,False,False,10,largest,metro_platform,side,3,5
844,end,furthest,False,False,10,largest,metro_platform,side,5,5
845,end,furthest,False,False,10,largest,metro_platform,side,10,5
846,end,furthest,False,False,10,largest,station_exit,main,3,5
847,end,furthest,False,False,10,largest,station_exit,main,5,5
848,end,furthest,False,False,10,largest,station_exit,main,10,5
849,end,furthest,False,False,10,largest,station_exit,side,3,5
850,end,furthest,False,False,10,largest,station_exit,side,5,5
851,end,furthest,False,False,10,largest,station_exit,side,10,5
852,end,furthest,False,False,10,surround,metro_platform,main,3,5
853,end,furthest,False,False,10,surround,metro_platform,main,5,5
854,end,furthest,False,False,10,surround,metro_platform,main,10,5
855,end,furthest,False,False,10,surround,metro_platform,side,3,5
856,end,furthest,False,False,10,surround,metro_platform,side,5,5
857,end,furthest,False,False,10,surround,metro_platform,side,10,5
858,end,furthest,False,False,10,surround,station_exit,main,3,5
859,end,furthest,False,False,10,surround,station_exit,main,5,5
860,end,furthest,False,False,10,surround,station_exit,main,10,5
861,end,furthest,False,False,10,surround,station_exit,side,3,5
862,end,furthest,False,False,10,surround,station_exit,side,5,5
863,end,furthest,False,False,10,surround,station_exit,side,10,5
864,one_line,random,True,True,10,furthest,metro_platform,main,3,5
865,one_line,random,True,True,10,furthest,metro_platform,main,5,5
866,one_line,random,True,True,10,furthest,metro_platform,main,10,5
867,one_line,random,True,True,10,furthest,metro_platform,side,3,5
868,one_line,random,True,True,10,furthest,metro_platform,side,5,5
869,one_line,random,True,True,10,furthest,metro_platform,side,10,5
870,one_line,random,True,True,10,furthest,station_exit,main,3,5
871,one_line,random,True,True,10,furthest,station_exit,main,5,5
872,one_line,random,True,True,10,furthest,station_exit,main,10,5
873,one_line,random,True,True,10,furthest,station_exit,side,3,5
874,one_line,random,True,True,10,furthest,station_exit,side,5,5
875,one_line,random,True,True,10,furthest,station_exit,side,10,5
876,one_line,random,True,True,10,largest,metro_platform,main,3,5
877,one_line,random,True,True,10,largest,metro_platform,main,5,5
878,one_line,random,True,True,10,largest,metro_platform,main,10,5
879,one_line,random,True,True,10,largest,metro_platform,side,3,5
880,one_line,random,True,True,10,largest,metro_platform,side,5,5
881,one_line,random,True,True,10,largest,metro_platform,side,10,5
882,one_line,random,True,True,10,largest,station_exit,main,3,5
883,one_line,random,True,True,10,largest,station_exit,main,5,5
884,one_line,random,True,True,10,largest,station_exit,main,10,5
885,one_line,random,True,True,10,largest,station_exit,side,3,5
886,one_line,random,True,True,10,largest,station_exit,side,5,5
887,one_line,random,True,True,10,largest,station_exit,side,10,5
888,one_line,random,True,True,10,surround,metro_platform,main,3,5
889,one_line,random,True,True,10,surround,metro_platform,main,5,5
890,one_line,random,True,True,10,surround,metro_platform,main,10,5
891,one_line,random,True,True,10,surround,metro_platform,side,3,5
892,one_line,random,True,True,10,surround,metro_platform,side,5,5
893,one_line,random,True,True,10,surround,metro_platform,side,10,5
894,one_line,random,True,True,10,surround,station_exit,main,3,5
895,one_line,random,True,True,10,surround,station_exit,main,5,5
896,one_line,random,True,True,10,surround,station_exit,main,10,5
897,one_line,random,True,True,10,surround,station_exit,side,3,5
898,one_line,random,True,True,10,surround,station_exit,side,5,5
899,one_line,random,True,True,10,surround,station_exit,side,10,5
900,one_line,random,True,False,10,furthest,metro_platform,main,3,5
901,one_line,random,True,False,10,furthest,metro_platform,main,5,5
902,one_line,random,True,False,10,furthest,metro_platform,main,10,5
903,one_line,random,True,False,10,furthest,metro_platform,side,3,5
904,one_line,random,True,False,10,furthest,metro_platform,side,5,5
905,one_line,random,True,False,10,furthest,metro_platform,side,10,5
906,one_line,random,True,False,10,furthest,station_exit,main,3,5
907,one_line,random,True,False,10,furthest,station_exit,main,5,5
908,one_line,random,True,False,10,furthest,station_exit,main,10,5
909,one_line,random,True,False,10,furthest,station_exit,side,3,5
910,one_line,random,True,False,10,furthest,station_exit,side,5,5
911,one_line,random,True,False,10,furthest,station_exit,side,10,5
912,one_line,random,True,False,10,largest,metro_platform,main,3,5
913,one_line,random,True,False,10,largest,metro_platform,main,5,5
914,one_line,random,True,False,10,largest,metro_platform,main,10,5
915,one_line,random,True,False,10,largest,metro_platform,side,3,5
916,one_line,random,True,False,10,largest,metro_platform,side,5,5
917,one_line,random,True,False,10,largest,metro_platform,side,10,5
918,one_line,random,True,False,10,largest,station_exit,main,3,5
919,one_line,random,True,False,10,largest,station_exit,main,5,5
920,one_line,random,True,False,10,largest,station_exit,main,10,5
921,one_line,random,True,False,10,largest,station_exit,side,3,5
922,one_line,random,True,False,10,largest,station_exit,side,5,5
923,one_line,random,True,False,10,largest,station_exit,side,10,5
924,one_line,random,True,False,10,surround,metro_platform,main,3,5
925,one_line,random,True,False,10,surround,metro_platform,main,5,5
926,one_line,random,True,False,10,surround,metro_platform,main,10,5
927,one_line,random,True,False,10,surround,metro_platform,side,3,5
928,one_line,random,True,False,10,surround,metro_platform,side,5,5
929,one_line,random,True,False,10,surround,metro_platform,side,10,5
930,one_line,random,True,False,10,surround,station_exit,main,3,5
931,one_line,random,True,False,10,surround,station_exit,main,5,5
932,one_line,random,True,False,10,surround,station_exit,main,10,5
933,one_line,random,True,False,10,surround,station_exit,side,3,5
934,one_line,random,True,False,10,surround,station_exit,side,5,5
935,one_line,random,True,False,10,surround,station_exit,side,10,5
936,one_line,random,False,True,10,furthest,metro_platform,main,3,5
937,one_line,random,False,True,10,furthest,metro_platform,main,5,5
938,one_line,random,False,True,10,furthest,metro_platform,main,10,5
939,one_line,random,False,True,10,furthest,metro_platform,side,3,5
940,one_line,random,False,True,10,furthest,metro_platform,side,5,5
941,one_line,random,False,True,10,furthest,metro_platform,side,10,5
942,one_line,random,False,True,10,furthest,station_exit,main,3,5
943,one_line,random,False,True,10,furthest,station_exit,main,5,5
944,one_line,random,False,True,10,furthest,station_exit,main,10,5
945,one_line,random,False,True,10,furthest,station_exit,side,3,5
946,one_line,random,False,True,10,furthest,station_exit,side,5,5
947,one_line,random,False,True,10,furthest,station_exit,side,10,5
948,one_line,random,False,True,10,largest,metro_platform,main,3,5
949,one_line,random,False,True,10,largest,metro_platform,main,5,5
950,one_line,random,False,True,10,largest,metro_platform,main,10,5
951,one_line,random,False,True,10,largest,metro_platform,side,3,5
952,one_line,random,False,True,10,largest,metro_platform,side,5,5
953,one_line,random,False,True,10,largest,metro_platform,side,10,5
954,one_line,random,False,True,10,largest,station_exit,main,3,5
955,one_line,random,False,True,10,largest,station_exit,main,5,5
956,one_line,random,False,True,10,largest,station_exit,main,10,5
