scenario,crim_pos,crim_strat,crim_bounded_rat,police_undercover,crim_max_diverge,pol_strat,pol_guarding,Police_entrance,units,P_multiple_at_station
957,one_line,random,False,True,10,largest,station_exit,side,3,5
958,one_line,random,False,True,10,largest,station_exit,side,5,5
959,one_line,random,False,True,10,largest,station_exit,side,10,5
960,one_line,random,False,True,10,surround,metro_platform,main,3,5
961,one_line,random,False,True,10,surround,metro_platform,main,5,5
962,one_line,random,False,True,10,surround,metro_platform,main,10,5
963,one_line,random,False,True,10,surround,metro_platform,side,3,5
964,one_line,random,False,True,10,surround,metro_platform,side,5,5
965,one_line,random,False,True,10,surround,metro_platform,side,10,5
966,one_line,random,False,True,10,surround,station_exit,main,3,5
967,one_line,random,False,True,10,surround,station_exit,main,5,5
968,one_line,random,False,True,10,surround,station_exit,main,10,5
969,one_line,random,False,True,10,surround,station_exit,side,3,5
970,one_line,random,False,True,10,surround,station_exit,side,5,5
971,one_line,random,False,True,10,surround,station_exit,side,10,5
972,one_line,random,False,False,10,furthest,metro_platform,main,3,5
973,one_line,random,False,False,10,furthest,metro_platform,main,5,5
974,one_line,random,False,False,10,furthest,metro_platform,main,10,5
975,one_line,random,False,False,10,furthest,metro_platform,side,3,5
976,one_line,random,False,False,10,furthest,metro_platform,side,5,5
977,one_line,random,False,False,10,furthest,metro_platform,side,10,5
978,one_line,random,False,False,10,furthest,station_exit,main,3,5
979,one_line,random,False,False,10,furthest,station_exit,main,5,5
980,one_line,random,False,False,10,furthest,station_exit,main,10,5
981,one_line,random,False,False,10,furthest,station_exit,side,3,5
982,one_line,random,False,False,10,furthest,station_exit,side,5,5
983,one_line,random,False,False,10,furthest,station_exit,side,10,5
984,one_line,random,False,False,10,largest,metro_platform,main,3,5
985,one_line,random,False,False,10,largest,metro_platform,main,5,5
986,one_line,random,False,False,10,largest,metro_platform,main,10,5
987,one_line,random,False,False,10,largest,metro_platform,side,3,5
988,one_line,random,False,False,10,largest,metro_platform,side,5,5
989,one_line,random,False,False,10,largest,metro_platform,side,10,5
990,one_line,random,False,False,10,largest,station_exit,main,3,5
991,one_line,random,False,False,10,largest,station_exit,main,5,5
992,one_line,random,False,False,10,largest,station_exit,main,10,5
993,one_line,random,False,False,10,largest,station_exit,side,3,5
994,one_line,random,False,False,10,largest,station_exit,side,5,5
995,one_line,random,False,False,10,largest,station_exit,side,10,5
996,one_line,random,False,False,10,surround,metro_platform,main,3,5
997,one_line,random,False,False,10,surround,metro_platform,main,5,5
998,one_line,random,False,False,10,surround,metro_platform,main,10,5
999,one_line,random,False,False,10,surround,metro_platform,side,3,5
1000,one_line,random,False,False,10,surround,metro_platform,side,5,5
1001,one_line,random,False,False,10,surround,metro_platform,side,10,5
1002,one_line,random,False,False,10,surround,station_exit,main,3,5
1003,one_line,random,False,False,10,surround,station_exit,main,5,5
1004,one_line,random,False,False,10,surround,station_exit,main,10,5
1005,one_line,random,False,False,10,surround,station_exit,side,3,5
1006,one_line,random,False,False,10,surround,station_exit,side,5,5
1007,one_line,random,False,False,10,surround,station_exit,side,10,5
1008,one_line,to_train,True,True,10,furthest,metro_platform,main,3,5
1009,one_line,to_train,True,True,10,furthest,metro_platform,main,5,5
1010,one_line,to_train,True,True,10,furthest,metro_platform,main,10,5
1011,one_line,to_train,True,True,10,furthest,metro_platform,side,3,5
1012,one_line,to_train,True,True,10,furthest,metro_platform,side,5,5
1013,one_line,to_train,True,True,10,furthest,metro_platform,side,10,5
1014,one_line,to_train,True,True,10,furthest,station_exit,main,3,5
1015,one_line,to_train,True,True,10,furthest,station_exit,main,5,5
1016,one_line,to_train,True,True,10,furthest,station_exit,main,10,5
1017,one_line,to_train,True,True,10,furthest,station_exit,side,3,5
1018,one_line,to_train,True,True,10,furthest,station_exit,side,5,5
1019,one_line,to_train,True,True,10,furthest,station_exit,side,10,5
1020,one_line,to_train,True,True,10,largest,metro_platform,main,3,5
1021,one_line,to_train,True,True,10,largest,metro_platform,main,5,5
1022,one_line,to_train,True,True,10,largest,metro_platform,main,10,5
1023,one_line,to_train,True,True,10,largest,metro_platform,side,3,5
1024,one_line,to_train,True,True,10,largest,metro_platform,side,5,5
1025,one_line,to_train,True,True,10,largest,metro_platform,side,10,5
1026,one_line,to_train,True,True,10,largest,station_exit,main,3,5
1027,one_line,to_train,True,True,10,largest,station_exit,main,5,5
1028,one_line,to_train,True,True,10,largest,station_exit,main,10,5
1029,one_line,to_train,True,True,10,largest,station_exit,side,3,5
1030,one_line,to_train,True,True,10,largest,station_exit,side,5,5
1031,one_line,to_train,True,True,10,largest,station_exit,side,10,5
1032,one_line,to_train,True,True,10,surround,metro_platform,main,3,5
1033,one_line,to_train,True,True,10,surround,metro_platform,main,5,5
1034,one_line,to_train,True,True,10,surround,metro_platform,main,10,5
1035,one_line,to_train,True,True,10,surround,metro_platform,side,3,5
1036,one_line,to_train,True,True,10,surround,metro_platform,side,5,5
1037,one_line,to_train,True,True,10,surround,metro_platform,side,10,5
1038,one_line,to_train,True,True,10,surround,station_exit,main,3,5
1039,one_line,to_train,True,True,10,surround,station_exit,main,5,5
1040,one_line,to_train,True,True,10,surround,station_exit,main,10,5
1041,one_line,to_train,True,True,10,surround,station_exit,side,3,5
1042,one_line,to_train,True,True,10,surround,station_exit,side,5,5
1043,one_line,to_train,True,True,10,surround,station_exit,side,10,5
1044,one_line,to_train,True,False,10,furthest,metro_platform,main,3,5
1045,one_line,to_train,True,False,10,furthest,metro_platform,main,5,5
1046,one_line,to_train,True,False,10,furthest,metro_platform,main,10,5
1047,one_line,to_train,True,False,10,furthest,metro_platform,side,3,5
1048,one_line,to_train,True,False,10,furthest,metro_platform,side,5,5
1049,one_line,to_train,True,False,10,furthest,metro_platform,side,10,5
1050,one_line,to_train,True,False,10,furthest,station_exit,main,3,5
1051,one_line,to_train,True,False,10,furthest,station_exit,main,5,5
1052,one_line,to_train,True,False,10,furthest,station_exit,main,10,5
1053,one_line,to_train,True,False,10,furthest,station_exit,side,3,5
1054,one_line,to_train,True,False,10,furthest,station_exit,side,5,5
1055,one_line,to_train,True,False,10,furthest,station_exit,side,10,5
1056,one_line,to_train,True,False,10,largest,metro_platform,main,3,5
1057,one_line,to_train,True,False,10,largest,metro_platform,main,5,5
1058,one_line,to_train,True,False,10,largest,metro_platform,main,10,5
1059,one_line,to_train,True,False,10,largest,metro_platform,side,3,5
1060,one_line,to_train,True,False,10,largest,metro_platform,side,5,5
1061,one_line,to_train,True,False,10,largest,metro_platform,side,10,5
1062,one_line,to_train,True,False,10,largest,station_exit,main,3,5
1063,one_line,to_train,True,False,10,largest,station_exit,main,5,5
1064,one_line,to_train,True,False,10,largest,station_exit,main,10,5
1065,one_line,to_train,True,False,10,largest,station_exit,side,3,5
1066,one_line,to_train,True,False,10,largest,station_exit,side,5,5
1067,one_line,to_train,True,False,10,largest,station_exit,side,10,5
1068,one_line,to_train,True,False,10,surround,metro_platform,main,3,5
1069,one_line,to_train,True,False,10,surround,metro_platform,main,5,5
1070,one_line,to_train,True,False,10,surround,metro_platform,main,10,5
1071,one_line,to_train,True,False,10,surround,metro_platform,side,3,5
1072,one_line,to_train,True,False,10,surround,metro_platform,side,5,5
1073,one_line,to_train,True,False,10,surround,metro_platform,side,10,5
1074,one_line,to_train,True,False,10,surround,station_exit,main,3,5
1075,one_line,to_train,True,False,10,surround,station_exit,main,5,5
1076,one_line,to_train,True,False,10,surround,station_exit,main,10,5
1077,one_line,to_train,True,False,10,surround,station_exit,side,3,5
1078,one_line,to_train,True,False,10,surround,station_exit,side,5,5
1079,one_line,to_train,True,False,10,surround,station_exit,side,10,5
1080,one_line,to_train,False,True,10,furthest,metro_platform,main,3,5
1081,one_line,to_train,False,True,10,furthest,metro_platform,main,5,5
1082,one_line,to_train,False,True,10,furthest,metro_platform,main,10,5
1083,one_line,to_train,False,True,10,furthest,metro_platform,side,3,5
1084,one_line,to_train,False,True,10,furthest,metro_platform,side,5,5
1085,one_line,to_train,False,True,10,furthest,metro_platform,side,10,5
1086,one_line,to_train,False,True,10,furthest,station_exit,main,3,5
1087,one_line,to_train,False,True,10,furthest,station_exit,main,5,5
1088,one_line,to_train,False,True,10,furthest,station_exit,main,10,5
1089,one_line,to_train,False,True,10,furthest,station_exit,side,3,5
1090,one_line,to_train,False,True,10,furthest,station_exit,side,5,5
1091,one_line,to_train,False,True,10,furthest,station_exit,side,10,5
1092,one_line,to_train,False,True,10,largest,metro_platform,main,3,5
1093,one_line,to_train,False,True,10,largest,metro_platform,main,5,5
1094,one_line,to_train,False,True,10,largest,metro_platform,main,10,5
1095,one_line,to_train,False,True,10,largest,metro_platform,side,3,5
1096,one_line,to_train,False,True,10,largest,metro_platform,side,5,5
1097,one_line,to_train,False,True,10,largest,metro_platform,side,10,5
1098,one_line,to_train,False,True,10,largest,station_exit,main,3,5
1099,one_line,to_train,False,True,10,largest,station_exit,main,5,5
1100,one_line,to_train,False,True,10,largest,station_exit,main,10,5
1101,one_line,to_train,False,True,10,largest,station_exit,side,3,5
1102,one_line,to_train,False,True,10,largest,station_exit,side,5,5
1103,one_line,to_train,False,True,10,largest,station_exit,side,10,5
1104,one_line,to_train,False,True,10,surround,metro_platform,main,3,5
1105,one_line,to_train,False,True,10,surround,metro_platform,main,5,5
1106,one_line,to_train,False,True,10,surround,metro_platform,main,10,5
1107,one_line,to_train,False,True,10,surround,metro_platform,side,3,5
1108,one_line,to_train,False,True,10,surround,metro_platform,side,5,5
1109,one_line,to_train,False,True,10,surround,metro_platform,side,10,5
1110,one_line,to_train,False,True,10,surround,station_exit,main,3,5
1111,one_line,to_train,False,True,10,surround,station_exit,main,5,5
1112,one_line,to_train,False,True,10,surround,station_exit,main,10,5
1113,one_line,to_train,False,True,10,surround,station_exit,side,3,5
1114,one_line,to_train,False,True,10,surround,station_exit,side,5,5
1115,one_line,to_train,False,True,10,surround,station_exit,side,10,5
1116,one_line,to_train,False,False,10,furthest,metro_platform,main,3,5
1117,one_line,to_train,False,False,10,furthest,metro_platform,main,5,5
1118,one_line,to_train,False,False,10,furthest,metro_platform,main,10,5
1119,one_line,to_train,False,False,10,furthest,metro_platform,side,3,5
1120,one_line,to_train,False,False,10,furthest,metro_platform,side,5,5
1121,one_line,to_train,False,False,10,furthest,metro_platform,side,10,5
1122,one_line,to_train,False,False,10,furthest,station_exit,main,3,5
1123,one_line,to_train,False,False,10,furthest,station_exit,main,5,5
1124,one_line,to_train,False,False,10,furthest,station_exit,main,10,5
1125,one_line,to_train,False,False,10,furthest,station_exit,side,3,5
1126,one_line,to_train,False,False,10,furthest,station_exit,side,5,5
1127,one_line,to_train,False,False,10,furthest,station_exit,side,10,5
1128,one_line,to_train,False,False,10,largest,metro_platform,main,3,5
1129,one_line,to_train,False,False,10,largest,metro_platform,main,5,5
1130,one_line,to_train,False,False,10,largest,metro_platform,main,10,5
1131,one_line,to_train,False,False,10,largest,metro_platform,side,3,5
1132,one_line,to_train,False,False,10,largest,metro_platform,side,5,5
1133,one_line,to_train,False,False,10,largest,metro_platform,side,10,5
1134,one_line,to_train,False,False,10,largest,station_exit,main,3,5
1135,one_line,to_train,False,False,10,largest,station_exit,main,5,5
1136,one_line,to_train,False,False,10,largest,station_exit,main,10,5
1137,one_line,to_train,False,False,10,largest,station_exit,side,3,5
1138,one_line,to_train,False,False,10,largest,station_exit,side,5,5
1139,one_line,to_train,False,False,10,largest,station_exit,side,10,5
1140,one_line,to_train,False,False,10,surround,metro_platform,main,3,5
1141,one_line,to_train,False,False,10,surround,metro_platform,main,5,5
1142,one_line,to_train,False,False,10,surround,metro_platform,main,10,5
1143,one_line,to_train,False,False,10,surround,metro_platform,side,3,5
1144,one_line,to_train,False,False,10,surround,metro_platform,side,5,5
1145,one_line,to_train,False,False,10,surround,metro_platform,side,10,5
1146,one_line,to_train,False,False,10,surround,station_exit,main,3,5
1147,one_line,to_train,False,False,10,surround,station_exit,main,5,5
1148,one_line,to_train,False,False,10,surround,station_exit,main,10,5
1149,one_line,to_train,False,False,10,surround,station_exit,side,3,5
1150,one_line,to_train,False,False,10,surround,station_exit,side,5,5
1151,one_line,to_train,False,False,10,surround,station_exit,side,10,5
1152,one_line,furthest,True,True,10,furthest,metro_platform,main,3,5
1153,one_line,furthest,True,True,10,furthest,metro_platform,main,5,5
1154,one_line,furthest,True,True,10,furthest,metro_platform,main,10,5
1155,one_line,furthest,True,True,10,furthest,metro_platform,side,3,5
1156,one_line,furthest,True,True,10,furthest,metro_platform,side,5,5
1157,one_line,furthest,True,True,10,furthest,metro_platform,side,10,5
1158,one_line,furthest,True,True,10,furthest,station_exit,main,3,5
1159,one_line,furthest,True,True,10,furthest,station_exit,main,5,5
1160,one_line,furthest,True,True,10,furthest,station_exit,main,10,5
1161,one_line,furthest,True,True,10,furthest,station_exit,side,3,5
1162,one_line,furthest,True,True,10,furthest,station_exit,side,5,5
1163,one_line,furthest,True,True,10,furthest,station_exit,side,10,5
1164,one_line,furthest,True,True,10,largest,metro_platform,main,3,5
1165,one_line,furthest,True,True,10,largest,metro_platform,main,5,5
1166,one_line,furthest,True,True,10,largest,metro_platform,main,10,5
1167,one_line,furthest,True,True,10,largest,metro_platform,side,3,5
1168,one_line,furthest,True,True,10,largest,metro_platform,side,5,5
1169,one_line,furthest,True,True,10,largest,metro_platform,side,10,5
1170,one_line,furthest,True,True,10,largest,station_exit,main,3,5
1171,one_line,furthest,True,True,10,largest,station_exit,main,5,5
1172,one_line,furthest,True,True,10,largest,station_exit,main,10,5
1173,one_line,furthest,True,True,10,largest,station_exit,side,3,5
1174,one_line,furthest,True,True,10,largest,station_exit,side,5,5
1175,one_line,furthest,True,True,10,largest,station_exit,side,10,5
1176,one_line,furthest,True,True,10,surround,metro_platform,main,3,5
1177,one_line,furthest,True,True,10,surround,metro_platform,main,5,5
1178,one_line,furthest,True,True,10,surround,metro_platform,main,10,5
1179,one_line,furthest,True,True,10,surround,metro_platform,side,3,5
1180,one_line,furthest,True,True,10,surround,metro_platform,side,5,5
1181,one_line,furthest,True,True,10,surround,metro_platform,side,10,5
1182,one_line,furthest,True,True,10,surround,station_exit,main,3,5
1183,one_line,furthest,True,True,10,surround,station_exit,main,5,5
1184,one_line,furthest,True,True,10,surround,station_exit,main,10,5
1185,one_line,furthest,True,True,10,surround,station_exit,side,3,5
1186,one_line,furthest,True,True,10,surround,station_exit,side,5,5
1187,one_line,furthest,True,True,10,surround,station_exit,side,10,5
1188,one_line,furthest,True,False,10,furthest,metro_platform,main,3,5
1189,one_line,furthest,True,False,10,furthest,metro_platform,main,5,5
1190,one_line,furthest,True,False,10,furthest,metro_platform,main,10,5
1191,one_line,furthest,True,False,10,furthest,metro_platform,side,3,5
1192,one_line,furthest,True,False,10,furthest,metro_platform,side,5,5
1193,one_line,furthest,True,False,10,furthest,metro_platform,side,10,5
1194,one_line,furthest,True,False,10,furthest,station_exit,main,3,5
1195,one_line,furthest,True,False,10,furthest,station_exit,main,5,5
1196,one_line,furthest,True,False,10,furthest,station_exit,main,10,5
1197,one_line,furthest,True,False,10,furthest,station_exit,side,3,5
1198,one_line,furthest,True,False,10,furthest,station_exit,side,5,5
1199,one_line,furthest,True,False,10,furthest,station_exit,side,10,5
1200,one_line,furthest,True,False,10,largest,metro_platform,main,3,5
1201,one_line,furthest,True,False,10,largest,metro_platform,main,5,5
1202,one_line,furthest,True,False,10,largest,metro_platform,main,10,5
1203,one_line,furthest,True,False,10,largest,metro_platform,side,3,5
1204,one_line,furthest,True,False,10,largest,metro_platform,side,5,5
1205,one_line,furthest,True,False,10,largest,metro_platform,side,10,5
1206,one_line,furthest,True,False,10,largest,station_exit,main,3,5
1207,one_line,furthest,True,False,10,largest,station_exit,main,5,5
1208,one_line,furthest,True,False,10,largest,station_exit,main,10,5
1209,one_line,furthest,True,False,10,largest,station_exit,side,3,5
1210,one_line,furthest,True,False,10,largest,station_exit,side,5,5
1211,one_line,furthest,True,False,10,largest,station_exit,side,10,5
1212,one_line,furthest,True,False,10,surround,metro_platform,main,3,5
1213,one_line,furthest,True,False,10,surround,metro_platform,main,5,5
1214,one_line,furthest,True,False,10,surround,metro_platform,main,10,5
1215,one_line,furthest,True,False,10,surround,metro_platform,side,3,5
1216,one_line,furthest,True,False,10,surround,metro_platform,side,5,5
1217,one_line,furthest,True,False,10,surround,metro_platform,side,10,5
1218,one_line,furthest,True,False,10,surround,station_exit,main,3,5
1219,one_line,furthest,True,False,10,surround,station_exit,main,5,5
1220,one_line,furthest,True,False,10,surround,station_exit,main,10,5
1221,one_line,furthest,True,False,10,surround,station_exit,side,3,5
1222,one_line,furthest,True,False,10,surround,station_exit,side,5,5
1223,one_line,furthest,True,False,10,surround,station_exit,side,10,5
1224,one_line,furthest,False,True,10,furthest,metro_platform,main,3,5
1225,one_line,furthest,False,True,10,furthest,metro_platform,main,5,5
1226,one_line,furthest,False,True,10,furthest,metro_platform,main,10,5
1227,one_line,furthest,False,True,10,furthest,metro_platform,side,3,5
1228,one_line,furthest,False,True,10,furthest,metro_platform,side,5,5
1229,one_line,furthest,False,True,10,furthest,metro_platform,side,10,5
1230,one_line,furthest,False,True,10,furthest,station_exit,main,3,5
1231,one_line,furthest,False,True,10,furthest,station_exit,main,5,5
1232,one_line,furthest,False,True,10,furthest,station_exit,main,10,5
1233,one_line,furthest,False,True,10,furthest,station_exit,side,3,5
1234,one_line,furthest,False,True,10,furthest,station_exit,side,5,5
1235,one_line,furthest,False,True,10,furthest,station_exit,side,10,5
1236,one_line,furthest,False,True,10,largest,metro_platform,main,3,5
1237,one_line,furthest,False,True,10,largest,metro_platform,main,5,5
1238,one_line,furthest,False,True,10,largest,metro_platform,main,10,5
1239,one_line,furthest,False,True,10,largest,metro_platform,side,3,5
1240,one_line,furthest,False,True,10,largest,metro_platform,side,5,5
1241,one_line,furthest,False,True,10,largest,metro_platform,side,10,5
1242,one_line,furthest,False,True,10,largest,station_exit,main,3,5
1243,one_line,furthest,False,True,10,largest,station_exit,main,5,5
1244,one_line,furthest,False,True,10,largest,station_exit,main,10,5
1245,one_line,furthest,False,True,10,largest,station_exit,side,3,5
1246,one_line,furthest,False,True,10,largest,station_exit,side,5,5
1247,one_line,furthest,False,True,10,largest,station_exit,side,10,5
1248,one_line,furthest,False,True,10,surround,metro_platform,main,3,5
1249,one_line,furthest,False,True,10,surround,metro_platform,main,5,5
1250,one_line,furthest,False,True,10,surround,metro_platform,main,10,5
1251,one_line,furthest,False,True,10,surround,metro_platform,side,3,5
1252,one_line,furthest,False,True,10,surround,metro_platform,side,5,5
1253,one_line,furthest,False,True,10,surround,metro_platform,side,10,5
1254,one_line,furthest,False,True,10,surround,station_exit,main,3,5
1255,one_line,furthest,False,True,10,surround,station_exit,main,5,5
1256,one_line,furthest,False,True,10,surround,station_exit,main,10,5
1257,one_line,furthest,False,True,10,surround,station_exit,side,3,5
1258,one_line,furthest,False,True,10,surround,station_exit,side,5,5
1259,one_line,furthest,False,True,10,surround,station_exit,side,10,5
1260,one_line,furthest,False,False,10,furthest,metro_platform,main,3,5
1261,one_line,furthest,False,False,10,furthest,metro_platform,main,5,5
1262,one_line,furthest,False,False,10,furthest,metro_platform,main,10,5
1263,one_line,furthest,False,False,10,furthest,metro_platform,side,3,5
1264,one_line,furthest,False,False,10,furthest,metro_platform,side,5,5
1265,one_line,furthest,False,False,10,furthest,metro_platform,side,10,5
1266,one_line,furthest,False,False,10,furthest,station_exit,main,3,5
1267,one_line,furthest,False,False,10,furthest,station_exit,main,5,5
1268,one_line,furthest,False,False,10,furthest,station_exit,main,10,5
1269,one_line,furthest,False,False,10,furthest,station_exit,side,3,5
1270,one_line,furthest,False,False,10,furthest,station_exit,side,5,5
1271,one_line,furthest,False,False,10,furthest,station_exit,side,10,5
1272,one_line,furthest,False,False,10,largest,metro_platform,main,3,5
1273,one_line,furthest,False,False,10,largest,metro_platform,main,5,5
1274,one_line,furthest,False,False,10,largest,metro_platform,main,10,5
1275,one_line,furthest,False,False,10,largest,metro_platform,side,3,5
1276,one_line,furthest,False,False,10,largest,metro_platform,side,5,5
1277,one_line,furthest,False,False,10,largest,metro_platform,side,10,5
1278,one_line,furthest,False,False,10,largest,station_exit,main,3,5
1279,one_line,furthest,False,False,10,largest,station_exit,main,5,5
1280,one_line,furthest,False,False,10,largest,station_exit,main,10,5
1281,one_line,furthest,False,False,10,largest,station_exit,side,3,5
1282,one_line,furthest,False,False,10,largest,station_exit,side,5,5
1283,one_line,furthest,False,False,10,largest,station_exit,side,10,5
1284,one_line,furthest,False,False,10,surround,metro_platform,main,3,5
1285,one_line,furthest,False,False,10,surround,metro_platform,main,5,5
1286,one_line,furthest,False,False,10,surround,metro_platform,main,10,5
1287,one_line,furthest,False,False,10,surround,metro_platform,side,3,5
1288,one_line,furthest,False,False,10,surround,metro_platform,side,5,5
1289,one_line,furthest,False,False,10,surround,metro_platform,side,10,5
1290,one_line,furthest,False,False,10,surround,station_exit,main,3,5
1291,one_line,furthest,False,False,10,surround,station_exit,main,5,5
1292,one_line,furthest,False,False,10,surround,station_exit,main,10,5
1293,one_line,furthest,False,False,10,surround,station_exit,side,3,5
1294,one_line,furthest,False,False,10,surround,station_exit,side,5,5
1295,one_line,furthest,False,False,10,surround,station_exit,side,10,5
