scenario,crim_pos,crim_strat,crim_bounded_rat,crim_bound_rat_time,crim_loose_goal,crim_max_diverge,pol_strat,pol_guarding,Police_entrance,units,P_multiple_at_station
3245,one_line,to_train,False,1,True,10,furthest,metro_platform,side,10,5
3246,one_line,to_train,False,1,True,10,furthest,station_exit,main,3,5
3247,one_line,to_train,False,1,True,10,furthest,station_exit,main,5,5
3248,one_line,to_train,False,1,True,10,furthest,station_exit,main,10,5
3249,one_line,to_train,False,1,True,10,furthest,station_exit,side,3,5
3250,one_line,to_train,False,1,True,10,furthest,station_exit,side,5,5
3251,one_line,to_train,False,1,True,10,furthest,station_exit,side,10,5
3252,one_line,to_train,False,1,True,10,largest,metro_platform,main,3,5
3253,one_line,to_train,False,1,True,10,largest,metro_platform,main,5,5
3254,one_line,to_train,False,1,True,10,largest,metro_platform,main,10,5
3255,one_line,to_train,False,1,True,10,largest,metro_platform,side,3,5
3256,one_line,to_train,False,1,True,10,largest,metro_platform,side,5,5
3257,one_line,to_train,False,1,True,10,largest,metro_platform,side,10,5
3258,one_line,to_train,False,1,True,10,largest,station_exit,main,3,5
3259,one_line,to_train,False,1,True,10,largest,station_exit,main,5,5
3260,one_line,to_train,False,1,True,10,largest,station_exit,main,10,5
3261,one_line,to_train,False,1,True,10,largest,station_exit,side,3,5
3262,one_line,to_train,False,1,True,10,largest,station_exit,side,5,5
3263,one_line,to_train,False,1,True,10,largest,station_exit,side,10,5
3264,one_line,to_train,False,1,True,10,surround,metro_platform,main,3,5
3265,one_line,to_train,False,1,True,10,surround,metro_platform,main,5,5
3266,one_line,to_train,False,1,True,10,surround,metro_platform,main,10,5
3267,one_line,to_train,False,1,True,10,surround,metro_platform,side,3,5
3268,one_line,to_train,False,1,True,10,surround,metro_platform,side,5,5
3269,one_line,to_train,False,1,True,10,surround,metro_platform,side,10,5
3270,one_line,to_train,False,1,True,10,surround,station_exit,main,3,5
3271,one_line,to_train,False,1,True,10,surround,station_exit,main,5,5
3272,one_line,to_train,False,1,True,10,surround,station_exit,main,10,5
3273,one_line,to_train,False,1,True,10,surround,station_exit,side,3,5
3274,one_line,to_train,False,1,True,10,surround,station_exit,side,5,5
3275,one_line,to_train,False,1,True,10,surround,station_exit,side,10,5
3276,one_line,to_train,False,1,False,10,furthest,metro_platform,main,3,5
3277,one_line,to_train,False,1,False,10,furthest,metro_platform,main,5,5
3278,one_line,to_train,False,1,False,10,furthest,metro_platform,main,10,5
3279,one_line,to_train,False,1,False,10,furthest,metro_platform,side,3,5
3280,one_line,to_train,False,1,False,10,furthest,metro_platform,side,5,5
3281,one_line,to_train,False,1,False,10,furthest,metro_platform,side,10,5
3282,one_line,to_train,False,1,False,10,furthest,station_exit,main,3,5
3283,one_line,to_train,False,1,False,10,furthest,station_exit,main,5,5
3284,one_line,to_train,False,1,False,10,furthest,station_exit,main,10,5
3285,one_line,to_train,False,1,False,10,furthest,station_exit,side,3,5
3286,one_line,to_train,False,1,False,10,furthest,station_exit,side,5,5
3287,one_line,to_train,False,1,False,10,furthest,station_exit,side,10,5
3288,one_line,to_train,False,1,False,10,largest,metro_platform,main,3,5
3289,one_line,to_train,False,1,False,10,largest,metro_platform,main,5,5
3290,one_line,to_train,False,1,False,10,largest,metro_platform,main,10,5
3291,one_line,to_train,False,1,False,10,largest,metro_platform,side,3,5
3292,one_line,to_train,False,1,False,10,largest,metro_platform,side,5,5
3293,one_line,to_train,False,1,False,10,largest,metro_platform,side,10,5
3294,one_line,to_train,False,1,False,10,largest,station_exit,main,3,5
3295,one_line,to_train,False,1,False,10,largest,station_exit,main,5,5
3296,one_line,to_train,False,1,False,10,largest,station_exit,main,10,5
3297,one_line,to_train,False,1,False,10,largest,station_exit,side,3,5
3298,one_line,to_train,False,1,False,10,largest,station_exit,side,5,5
3299,one_line,to_train,False,1,False,10,largest,station_exit,side,10,5
3300,one_line,to_train,False,1,False,10,surround,metro_platform,main,3,5
3301,one_line,to_train,False,1,False,10,surround,metro_platform,main,5,5
3302,one_line,to_train,False,1,False,10,surround,metro_platform,main,10,5
3303,one_line,to_train,False,1,False,10,surround,metro_platform,side,3,5
3304,one_line,to_train,False,1,False,10,surround,metro_platform,side,5,5
3305,one_line,to_train,False,1,False,10,surround,metro_platform,side,10,5
3306,one_line,to_train,False,1,False,10,surround,station_exit,main,3,5
3307,one_line,to_train,False,1,False,10,surround,station_exit,main,5,5
3308,one_line,to_train,False,1,False,10,surround,station_exit,main,10,5
3309,one_line,to_train,False,1,False,10,surround,station_exit,side,3,5
3310,one_line,to_train,False,1,False,10,surround,station_exit,side,5,5
3311,one_line,to_train,False,1,False,10,surround,station_exit,side,10,5
3312,one_line,to_train,False,3,True,10,furthest,metro_platform,main,3,5
3313,one_line,to_train,False,3,True,10,furthest,metro_platform,main,5,5
3314,one_line,to_train,False,3,True,10,furthest,metro_platform,main,10,5
3315,one_line,to_train,False,3,True,10,furthest,metro_platform,side,3,5
3316,one_line,to_train,False,3,True,10,furthest,metro_platform,side,5,5
3317,one_line,to_train,False,3,True,10,furthest,metro_platform,side,10,5
3318,one_line,to_train,False,3,True,10,furthest,station_exit,main,3,5
3319,one_line,to_train,False,3,True,10,furthest,station_exit,main,5,5
3320,one_line,to_train,False,3,True,10,furthest,station_exit,main,10,5
3321,one_line,to_train,False,3,True,10,furthest,station_exit,side,3,5
3322,one_line,to_train,False,3,True,10,furthest,station_exit,side,5,5
3323,one_line,to_train,False,3,True,10,furthest,station_exit,side,10,5
3324,one_line,to_train,False,3,True,10,largest,metro_platform,main,3,5
3325,one_line,to_train,False,3,True,10,largest,metro_platform,main,5,5
3326,one_line,to_train,False,3,True,10,largest,metro_platform,main,10,5
3327,one_line,to_train,False,3,True,10,largest,metro_platform,side,3,5
3328,one_line,to_train,False,3,True,10,largest,metro_platform,side,5,5
3329,one_line,to_train,False,3,True,10,largest,metro_platform,side,10,5
3330,one_line,to_train,False,3,True,10,largest,station_exit,main,3,5
3331,one_line,to_train,False,3,True,10,largest,station_exit,main,5,5
3332,one_line,to_train,False,3,True,10,largest,station_exit,main,10,5
3333,one_line,to_train,False,3,True,10,largest,station_exit,side,3,5
3334,one_line,to_train,False,3,True,10,largest,station_exit,side,5,5
3335,one_line,to_train,False,3,True,10,largest,station_exit,side,10,5
3336,one_line,to_train,False,3,True,10,surround,metro_platform,main,3,5
3337,one_line,to_train,False,3,True,10,surround,metro_platform,main,5,5
3338,one_line,to_train,False,3,True,10,surround,metro_platform,main,10,5
3339,one_line,to_train,False,3,True,10,surround,metro_platform,side,3,5
3340,one_line,to_train,False,3,True,10,surround,metro_platform,side,5,5
3341,one_line,to_train,False,3,True,10,surround,metro_platform,side,10,5
3342,one_line,to_train,False,3,True,10,surround,station_exit,main,3,5
3343,one_line,to_train,False,3,True,10,surround,station_exit,main,5,5
3344,one_line,to_train,False,3,True,10,surround,station_exit,main,10,5
3345,one_line,to_train,False,3,True,10,surround,station_exit,side,3,5
3346,one_line,to_train,False,3,True,10,surround,station_exit,side,5,5
3347,one_line,to_train,False,3,True,10,surround,station_exit,side,10,5
3348,one_line,to_train,False,3,False,10,furthest,metro_platform,main,3,5
3349,one_line,to_train,False,3,False,10,furthest,metro_platform,main,5,5
3350,one_line,to_train,False,3,False,10,furthest,metro_platform,main,10,5
3351,one_line,to_train,False,3,False,10,furthest,metro_platform,side,3,5
3352,one_line,to_train,False,3,False,10,furthest,metro_platform,side,5,5
3353,one_line,to_train,False,3,False,10,furthest,metro_platform,side,10,5
3354,one_line,to_train,False,3,False,10,furthest,station_exit,main,3,5
3355,one_line,to_train,False,3,False,10,furthest,station_exit,main,5,5
3356,one_line,to_train,False,3,False,10,furthest,station_exit,main,10,5
3357,one_line,to_train,False,3,False,10,furthest,station_exit,side,3,5
3358,one_line,to_train,False,3,False,10,furthest,station_exit,side,5,5
3359,one_line,to_train,False,3,False,10,furthest,station_exit,side,10,5
3360,one_line,to_train,False,3,False,10,largest,metro_platform,main,3,5
3361,one_line,to_train,False,3,False,10,largest,metro_platform,main,5,5
3362,one_line,to_train,False,3,False,10,largest,metro_platform,main,10,5
3363,one_line,to_train,False,3,False,10,largest,metro_platform,side,3,5
3364,one_line,to_train,False,3,False,10,largest,metro_platform,side,5,5
3365,one_line,to_train,False,3,False,10,largest,metro_platform,side,10,5
3366,one_line,to_train,False,3,False,10,largest,station_exit,main,3,5
3367,one_line,to_train,False,3,False,10,largest,station_exit,main,5,5
3368,one_line,to_train,False,3,False,10,largest,station_exit,main,10,5
3369,one_line,to_train,False,3,False,10,largest,station_exit,side,3,5
3370,one_line,to_train,False,3,False,10,largest,station_exit,side,5,5
3371,one_line,to_train,False,3,False,10,largest,station_exit,side,10,5
3372,one_line,to_train,False,3,False,10,surround,metro_platform,main,3,5
3373,one_line,to_train,False,3,False,10,surround,metro_platform,main,5,5
3374,one_line,to_train,False,3,False,10,surround,metro_platform,main,10,5
3375,one_line,to_train,False,3,False,10,surround,metro_platform,side,3,5
3376,one_line,to_train,False,3,False,10,surround,metro_platform,side,5,5
3377,one_line,to_train,False,3,False,10,surround,metro_platform,side,10,5
3378,one_line,to_train,False,3,False,10,surround,station_exit,main,3,5
3379,one_line,to_train,False,3,False,10,surround,station_exit,main,5,5
3380,one_line,to_train,False,3,False,10,surround,station_exit,main,10,5
3381,one_line,to_train,False,3,False,10,surround,station_exit,side,3,5
3382,one_line,to_train,False,3,False,10,surround,station_exit,side,5,5
3383,one_line,to_train,False,3,False,10,surround,station_exit,side,10,5
3384,one_line,to_train,False,5,True,10,furthest,metro_platform,main,3,5
3385,one_line,to_train,False,5,True,10,furthest,metro_platform,main,5,5
3386,one_line,to_train,False,5,True,10,furthest,metro_platform,main,10,5
3387,one_line,to_train,False,5,True,10,furthest,metro_platform,side,3,5
3388,one_line,to_train,False,5,True,10,furthest,metro_platform,side,5,5
3389,one_line,to_train,False,5,True,10,furthest,metro_platform,side,10,5
3390,one_line,to_train,False,5,True,10,furthest,station_exit,main,3,5
3391,one_line,to_train,False,5,True,10,furthest,station_exit,main,5,5
3392,one_line,to_train,False,5,True,10,furthest,station_exit,main,10,5
3393,one_line,to_train,False,5,True,10,furthest,station_exit,side,3,5
3394,one_line,to_train,False,5,True,10,furthest,station_exit,side,5,5
3395,one_line,to_train,False,5,True,10,furthest,station_exit,side,10,5
3396,one_line,to_train,False,5,True,10,largest,metro_platform,main,3,5
3397,one_line,to_train,False,5,True,10,largest,metro_platform,main,5,5
3398,one_line,to_train,False,5,True,10,largest,metro_platform,main,10,5
3399,one_line,to_train,False,5,True,10,largest,metro_platform,side,3,5
3400,one_line,to_train,False,5,True,10,largest,metro_platform,side,5,5
3401,one_line,to_train,False,5,True,10,largest,metro_platform,side,10,5
3402,one_line,to_train,False,5,True,10,largest,station_exit,main,3,5
3403,one_line,to_train,False,5,True,10,largest,station_exit,main,5,5
3404,one_line,to_train,False,5,True,10,largest,station_exit,main,10,5
3405,one_line,to_train,False,5,True,10,largest,station_exit,side,3,5
3406,one_line,to_train,False,5,True,10,largest,station_exit,side,5,5
3407,one_line,to_train,False,5,True,10,largest,station_exit,side,10,5
3408,one_line,to_train,False,5,True,10,surround,metro_platform,main,3,5
3409,one_line,to_train,False,5,True,10,surround,metro_platform,main,5,5
3410,one_line,to_train,False,5,True,10,surround,metro_platform,main,10,5
3411,one_line,to_train,False,5,True,10,surround,metro_platform,side,3,5
3412,one_line,to_train,False,5,True,10,surround,metro_platform,side,5,5
3413,one_line,to_train,False,5,True,10,surround,metro_platform,side,10,5
3414,one_line,to_train,False,5,True,10,surround,station_exit,main,3,5
3415,one_line,to_train,False,5,True,10,surround,station_exit,main,5,5
3416,one_line,to_train,False,5,True,10,surround,station_exit,main,10,5
3417,one_line,to_train,False,5,True,10,surround,station_exit,side,3,5
3418,one_line,to_train,False,5,True,10,surround,station_exit,side,5,5
3419,one_line,to_train,False,5,True,10,surround,station_exit,side,10,5
3420,one_line,to_train,False,5,False,10,furthest,metro_platform,main,3,5
3421,one_line,to_train,False,5,False,10,furthest,metro_platform,main,5,5
3422,one_line,to_train,False,5,False,10,furthest,metro_platform,main,10,5
3423,one_line,to_train,False,5,False,10,furthest,metro_platform,side,3,5
3424,one_line,to_train,False,5,False,10,furthest,metro_platform,side,5,5
3425,one_line,to_train,False,5,False,10,furthest,metro_platform,side,10,5
3426,one_line,to_train,False,5,False,10,furthest,station_exit,main,3,5
3427,one_line,to_train,False,5,False,10,furthest,station_exit,main,5,5
3428,one_line,to_train,False,5,False,10,furthest,station_exit,main,10,5
3429,one_line,to_train,False,5,False,10,furthest,station_exit,side,3,5
3430,one_line,to_train,False,5,False,10,furthest,station_exit,side,5,5
3431,one_line,to_train,False,5,False,10,furthest,station_exit,side,10,5
3432,one_line,to_train,False,5,False,10,largest,metro_platform,main,3,5
3433,one_line,to_train,False,5,False,10,largest,metro_platform,main,5,5
3434,one_line,to_train,False,5,False,10,largest,metro_platform,main,10,5
3435,one_line,to_train,False,5,False,10,largest,metro_platform,side,3,5
3436,one_line,to_train,False,5,False,10,largest,metro_platform,side,5,5
3437,one_line,to_train,False,5,False,10,largest,metro_platform,side,10,5
3438,one_line,to_train,False,5,False,10,largest,station_exit,main,3,5
3439,one_line,to_train,False,5,False,10,largest,station_exit,main,5,5
3440,one_line,to_train,False,5,False,10,largest,station_exit,main,10,5
3441,one_line,to_train,False,5,False,10,largest,station_exit,side,3,5
3442,one_line,to_train,False,5,False,10,largest,station_exit,side,5,5
3443,one_line,to_train,False,5,False,10,largest,station_exit,side,10,5
3444,one_line,to_train,False,5,False,10,surround,metro_platform,main,3,5
3445,one_line,to_train,False,5,False,10,surround,metro_platform,main,5,5
3446,one_line,to_train,False,5,False,10,surround,metro_platform,main,10,5
3447,one_line,to_train,False,5,False,10,surround,metro_platform,side,3,5
3448,one_line,to_train,False,5,False,10,surround,metro_platform,side,5,5
3449,one_line,to_train,False,5,False,10,surround,metro_platform,side,10,5
3450,one_line,to_train,False,5,False,10,surround,station_exit,main,3,5
3451,one_line,to_train,False,5,False,10,surround,station_exit,main,5,5
3452,one_line,to_train,False,5,False,10,surround,station_exit,main,10,5
3453,one_line,to_train,False,5,False,10,surround,station_exit,side,3,5
3454,one_line,to_train,False,5,False,10,surround,station_exit,side,5,5
3455,one_line,to_train,False,5,False,10,surround,station_exit,side,10,5
3456,one_line,furthest,True,1,True,10,furthest,metro_platform,main,3,5
3457,one_line,furthest,True,1,True,10,furthest,metro_platform,main,5,5
3458,one_line,furthest,True,1,True,10,furthest,metro_platform,main,10,5
3459,one_line,furthest,True,1,True,10,furthest,metro_platform,side,3,5
3460,one_line,furthest,True,1,True,10,furthest,metro_platform,side,5,5
3461,one_line,furthest,True,1,True,10,furthest,metro_platform,side,10,5
3462,one_line,furthest,True,1,True,10,furthest,station_exit,main,3,5
3463,one_line,furthest,True,1,True,10,furthest,station_exit,main,5,5
3464,one_line,furthest,True,1,True,10,furthest,station_exit,main,10,5
3465,one_line,furthest,True,1,True,10,furthest,station_exit,side,3,5
3466,one_line,furthest,True,1,True,10,furthest,station_exit,side,5,5
3467,one_line,furthest,True,1,True,10,furthest,station_exit,side,10,5
3468,one_line,furthest,True,1,True,10,largest,metro_platform,main,3,5
3469,one_line,furthest,True,1,True,10,largest,metro_platform,main,5,5
3470,one_line,furthest,True,1,True,10,largest,metro_platform,main,10,5
3471,one_line,furthest,True,1,True,10,largest,metro_platform,side,3,5
3472,one_line,furthest,True,1,True,10,largest,metro_platform,side,5,5
3473,one_line,furthest,True,1,True,10,largest,metro_platform,side,10,5
3474,one_line,furthest,True,1,True,10,largest,station_exit,main,3,5
3475,one_line,furthest,True,1,True,10,largest,station_exit,main,5,5
3476,one_line,furthest,True,1,True,10,largest,station_exit,main,10,5
3477,one_line,furthest,True,1,True,10,largest,station_exit,side,3,5
3478,one_line,furthest,True,1,True,10,largest,station_exit,side,5,5
3479,one_line,furthest,True,1,True,10,largest,station_exit,side,10,5
3480,one_line,furthest,True,1,True,10,surround,metro_platform,main,3,5
3481,one_line,furthest,True,1,True,10,surround,metro_platform,main,5,5
3482,one_line,furthest,True,1,True,10,surround,metro_platform,main,10,5
3483,one_line,furthest,True,1,True,10,surround,metro_platform,side,3,5
3484,one_line,furthest,True,1,True,10,surround,metro_platform,side,5,5
3485,one_line,furthest,True,1,True,10,surround,metro_platform,side,10,5
3486,one_line,furthest,True,1,True,10,surround,station_exit,main,3,5
3487,one_line,furthest,True,1,True,10,surround,station_exit,main,5,5
3488,one_line,furthest,True,1,True,10,surround,station_exit,main,10,5
3489,one_line,furthest,True,1,True,10,surround,station_exit,side,3,5
3490,one_line,furthest,True,1,True,10,surround,station_exit,side,5,5
3491,one_line,furthest,True,1,True,10,surround,station_exit,side,10,5
3492,one_line,furthest,True,1,False,10,furthest,metro_platform,main,3,5
3493,one_line,furthest,True,1,False,10,furthest,metro_platform,main,5,5
3494,one_line,furthest,True,1,False,10,furthest,metro_platform,main,10,5
3495,one_line,furthest,True,1,False,10,furthest,metro_platform,side,3,5
3496,one_line,furthest,True,1,False,10,furthest,metro_platform,side,5,5
3497,one_line,furthest,True,1,False,10,furthest,metro_platform,side,10,5
3498,one_line,furthest,True,1,False,10,furthest,station_exit,main,3,5
3499,one_line,furthest,True,1,False,10,furthest,station_exit,main,5,5
3500,one_line,furthest,True,1,False,10,furthest,station_exit,main,10,5
3501,one_line,furthest,True,1,False,10,furthest,station_exit,side,3,5
3502,one_line,furthest,True,1,False,10,furthest,station_exit,side,5,5
3503,one_line,furthest,True,1,False,10,furthest,station_exit,side,10,5
3504,one_line,furthest,True,1,False,10,largest,metro_platform,main,3,5
3505,one_line,furthest,True,1,False,10,largest,metro_platform,main,5,5
3506,one_line,furthest,True,1,False,10,largest,metro_platform,main,10,5
3507,one_line,furthest,True,1,False,10,largest,metro_platform,side,3,5
3508,one_line,furthest,True,1,False,10,largest,metro_platform,side,5,5
3509,one_line,furthest,True,1,False,10,largest,metro_platform,side,10,5
3510,one_line,furthest,True,1,False,10,largest,station_exit,main,3,5
3511,one_line,furthest,True,1,False,10,largest,station_exit,main,5,5
3512,one_line,furthest,True,1,False,10,largest,station_exit,main,10,5
3513,one_line,furthest,True,1,False,10,largest,station_exit,side,3,5
3514,one_line,furthest,True,1,False,10,largest,station_exit,side,5,5
3515,one_line,furthest,True,1,False,10,largest,station_exit,side,10,5
3516,one_line,furthest,True,1,False,10,surround,metro_platform,main,3,5
3517,one_line,furthest,True,1,False,10,surround,metro_platform,main,5,5
3518,one_line,furthest,True,1,False,10,surround,metro_platform,main,10,5
3519,one_line,furthest,True,1,False,10,surround,metro_platform,side,3,5
3520,one_line,furthest,True,1,False,10,surround,metro_platform,side,5,5
3521,one_line,furthest,True,1,False,10,surround,metro_platform,side,10,5
3522,one_line,furthest,True,1,False,10,surround,station_exit,main,3,5
3523,one_line,furthest,True,1,False,10,surround,station_exit,main,5,5
3524,one_line,furthest,True,1,False,10,surround,station_exit,main,10,5
3525,one_line,furthest,True,1,False,10,surround,station_exit,side,3,5
3526,one_line,furthest,True,1,False,10,surround,station_exit,side,5,5
3527,one_line,furthest,True,1,False,10,surround,station_exit,side,10,5
3528,one_line,furthest,True,3,True,10,furthest,metro_platform,main,3,5
3529,one_line,furthest,True,3,True,10,furthest,metro_platform,main,5,5
3530,one_line,furthest,True,3,True,10,furthest,metro_platform,main,10,5
3531,one_line,furthest,True,3,True,10,furthest,metro_platform,side,3,5
3532,one_line,furthest,True,3,True,10,furthest,metro_platform,side,5,5
3533,one_line,furthest,True,3,True,10,furthest,metro_platform,side,10,5
3534,one_line,furthest,True,3,True,10,furthest,station_exit,main,3,5
3535,one_line,furthest,True,3,True,10,furthest,station_exit,main,5,5
3536,one_line,furthest,True,3,True,10,furthest,station_exit,main,10,5
3537,one_line,furthest,True,3,True,10,furthest,station_exit,side,3,5
3538,one_line,furthest,True,3,True,10,furthest,station_exit,side,5,5
3539,one_line,furthest,True,3,True,10,furthest,station_exit,side,10,5
3540,one_line,furthest,True,3,True,10,largest,metro_platform,main,3,5
3541,one_line,furthest,True,3,True,10,largest,metro_platform,main,5,5
3542,one_line,furthest,True,3,True,10,largest,metro_platform,main,10,5
3543,one_line,furthest,True,3,True,10,largest,metro_platform,side,3,5
3544,one_line,furthest,True,3,True,10,largest,metro_platform,side,5,5
3545,one_line,furthest,True,3,True,10,largest,metro_platform,side,10,5
3546,one_line,furthest,True,3,True,10,largest,station_exit,main,3,5
3547,one_line,furthest,True,3,True,10,largest,station_exit,main,5,5
3548,one_line,furthest,True,3,True,10,largest,station_exit,main,10,5
3549,one_line,furthest,True,3,True,10,largest,station_exit,side,3,5
3550,one_line,furthest,True,3,True,10,largest,station_exit,side,5,5
3551,one_line,furthest,True,3,True,10,largest,station_exit,side,10,5
3552,one_line,furthest,True,3,True,10,surround,metro_platform,main,3,5
3553,one_line,furthest,True,3,True,10,surround,metro_platform,main,5,5
3554,one_line,furthest,True,3,True,10,surround,metro_platform,main,10,5
3555,one_line,furthest,True,3,True,10,surround,metro_platform,side,3,5
3556,one_line,furthest,True,3,True,10,surround,metro_platform,side,5,5
3557,one_line,furthest,True,3,True,10,surround,metro_platform,side,10,5
3558,one_line,furthest,True,3,True,10,surround,station_exit,main,3,5
3559,one_line,furthest,True,3,True,10,surround,station_exit,main,5,5
3560,one_line,furthest,True,3,True,10,surround,station_exit,main,10,5
3561,one_line,furthest,True,3,True,10,surround,station_exit,side,3,5
3562,one_line,furthest,True,3,True,10,surround,station_exit,side,5,5
3563,one_line,furthest,True,3,True,10,surround,station_exit,side,10,5
3564,one_line,furthest,True,3,False,10,furthest,metro_platform,main,3,5
3565,one_line,furthest,True,3,False,10,furthest,metro_platform,main,5,5
3566,one_line,furthest,True,3,False,10,furthest,metro_platform,main,10,5
3567,one_line,furthest,True,3,False,10,furthest,metro_platform,side,3,5
3568,one_line,furthest,True,3,False,10,furthest,metro_platform,side,5,5
3569,one_line,furthest,True,3,False,10,furthest,metro_platform,side,10,5
3570,one_line,furthest,True,3,False,10,furthest,station_exit,main,3,5
3571,one_line,furthest,True,3,False,10,furthest,station_exit,main,5,5
3572,one_line,furthest,True,3,False,10,furthest,station_exit,main,10,5
3573,one_line,furthest,True,3,False,10,furthest,station_exit,side,3,5
3574,one_line,furthest,True,3,False,10,furthest,station_exit,side,5,5
3575,one_line,furthest,True,3,False,10,furthest,station_exit,side,10,5
3576,one_line,furthest,True,3,False,10,largest,metro_platform,main,3,5
3577,one_line,furthest,True,3,False,10,largest,metro_platform,main,5,5
3578,one_line,furthest,True,3,False,10,largest,metro_platform,main,10,5
3579,one_line,furthest,True,3,False,10,largest,metro_platform,side,3,5
3580,one_line,furthest,True,3,False,10,largest,metro_platform,side,5,5
3581,one_line,furthest,True,3,False,10,largest,metro_platform,side,10,5
3582,one_line,furthest,True,3,False,10,largest,station_exit,main,3,5
3583,one_line,furthest,True,3,False,10,largest,station_exit,main,5,5
3584,one_line,furthest,True,3,False,10,largest,station_exit,main,10,5
3585,one_line,furthest,True,3,False,10,largest,station_exit,side,3,5
3586,one_line,furthest,True,3,False,10,largest,station_exit,side,5,5
3587,one_line,furthest,True,3,False,10,largest,station_exit,side,10,5
3588,one_line,furthest,True,3,False,10,surround,metro_platform,main,3,5
3589,one_line,furthest,True,3,False,10,surround,metro_platform,main,5,5
3590,one_line,furthest,True,3,False,10,surround,metro_platform,main,10,5
3591,one_line,furthest,True,3,False,10,surround,metro_platform,side,3,5
3592,one_line,furthest,True,3,False,10,surround,metro_platform,side,5,5
3593,one_line,furthest,True,3,False,10,surround,metro_platform,side,10,5
3594,one_line,furthest,True,3,False,10,surround,station_exit,main,3,5
3595,one_line,furthest,True,3,False,10,surround,station_exit,main,5,5
3596,one_line,furthest,True,3,False,10,surround,station_exit,main,10,5
3597,one_line,furthest,True,3,False,10,surround,station_exit,side,3,5
3598,one_line,furthest,True,3,False,10,surround,station_exit,side,5,5
3599,one_line,furthest,True,3,False,10,surround,station_exit,side,10,5
3600,one_line,furthest,True,5,True,10,furthest,metro_platform,main,3,5
3601,one_line,furthest,True,5,True,10,furthest,metro_platform,main,5,5
3602,one_line,furthest,True,5,True,10,furthest,metro_platform,main,10,5
3603,one_line,furthest,True,5,True,10,furthest,metro_platform,side,3,5
3604,one_line,furthest,True,5,True,10,furthest,metro_platform,side,5,5
3605,one_line,furthest,True,5,True,10,furthest,metro_platform,side,10,5
3606,one_line,furthest,True,5,True,10,furthest,station_exit,main,3,5
3607,one_line,furthest,True,5,True,10,furthest,station_exit,main,5,5
3608,one_line,furthest,True,5,True,10,furthest,station_exit,main,10,5
3609,one_line,furthest,True,5,True,10,furthest,station_exit,side,3,5
3610,one_line,furthest,True,5,True,10,furthest,station_exit,side,5,5
3611,one_line,furthest,True,5,True,10,furthest,station_exit,side,10,5
3612,one_line,furthest,True,5,True,10,largest,metro_platform,main,3,5
3613,one_line,furthest,True,5,True,10,largest,metro_platform,main,5,5
3614,one_line,furthest,True,5,True,10,largest,metro_platform,main,10,5
3615,one_line,furthest,True,5,True,10,largest,metro_platform,side,3,5
3616,one_line,furthest,True,5,True,10,largest,metro_platform,side,5,5
3617,one_line,furthest,True,5,True,10,largest,metro_platform,side,10,5
3618,one_line,furthest,True,5,True,10,largest,station_exit,main,3,5
3619,one_line,furthest,True,5,True,10,largest,station_exit,main,5,5
3620,one_line,furthest,True,5,True,10,largest,station_exit,main,10,5
3621,one_line,furthest,True,5,True,10,largest,station_exit,side,3,5
3622,one_line,furthest,True,5,True,10,largest,station_exit,side,5,5
3623,one_line,furthest,True,5,True,10,largest,station_exit,side,10,5
3624,one_line,furthest,True,5,True,10,surround,metro_platform,main,3,5
3625,one_line,furthest,True,5,True,10,surround,metro_platform,main,5,5
3626,one_line,furthest,True,5,True,10,surround,metro_platform,main,10,5
3627,one_line,furthest,True,5,True,10,surround,metro_platform,side,3,5
3628,one_line,furthest,True,5,True,10,surround,metro_platform,side,5,5
3629,one_line,furthest,True,5,True,10,surround,metro_platform,side,10,5
3630,one_line,furthest,True,5,True,10,surround,station_exit,main,3,5
3631,one_line,furthest,True,5,True,10,surround,station_exit,main,5,5
3632,one_line,furthest,True,5,True,10,surround,station_exit,main,10,5
3633,one_line,furthest,True,5,True,10,surround,station_exit,side,3,5
3634,one_line,furthest,True,5,True,10,surround,station_exit,side,5,5
3635,one_line,furthest,True,5,True,10,surround,station_exit,side,10,5
3636,one_line,furthest,True,5,False,10,furthest,metro_platform,main,3,5
3637,one_line,furthest,True,5,False,10,furthest,metro_platform,main,5,5
3638,one_line,furthest,True,5,False,10,furthest,metro_platform,main,10,5
3639,one_line,furthest,True,5,False,10,furthest,metro_platform,side,3,5
3640,one_line,furthest,True,5,False,10,furthest,metro_platform,side,5,5
3641,one_line,furthest,True,5,False,10,furthest,metro_platform,side,10,5
3642,one_line,furthest,True,5,False,10,furthest,station_exit,main,3,5
3643,one_line,furthest,True,5,False,10,furthest,station_exit,main,5,5
3644,one_line,furthest,True,5,False,10,furthest,station_exit,main,10,5
3645,one_line,furthest,True,5,False,10,furthest,station_exit,side,3,5
3646,one_line,furthest,True,5,False,10,furthest,station_exit,side,5,5
3647,one_line,furthest,True,5,False,10,furthest,station_exit,side,10,5
3648,one_line,furthest,True,5,False,10,largest,metro_platform,main,3,5
3649,one_line,furthest,True,5,False,10,largest,metro_platform,main,5,5
3650,one_line,furthest,True,5,False,10,largest,metro_platform,main,10,5
3651,one_line,furthest,True,5,False,10,largest,metro_platform,side,3,5
3652,one_line,furthest,True,5,False,10,largest,metro_platform,side,5,5
3653,one_line,furthest,True,5,False,10,largest,metro_platform,side,10,5
3654,one_line,furthest,True,5,False,10,largest,station_exit,main,3,5
3655,one_line,furthest,True,5,False,10,largest,station_exit,main,5,5
