scenario,crim_pos,crim_strat,crim_bounded_rat,crim_bound_rat_time,crim_loose_goal,crim_max_diverge,pol_strat,pol_guarding,Police_entrance,units,P_multiple_at_station
0,centre,random,True,1,True,10,furthest,metro_platform,main,3,5
1,centre,random,True,1,True,10,furthest,metro_platform,main,5,5
2,centre,random,True,1,True,10,furthest,metro_platform,main,10,5
3,centre,random,True,1,True,10,furthest,metro_platform,side,3,5
4,centre,random,True,1,True,10,furthest,metro_platform,side,5,5
5,centre,random,True,1,True,10,furthest,metro_platform,side,10,5
6,centre,random,True,1,True,10,furthest,station_exit,main,3,5
7,centre,random,True,1,True,10,furthest,station_exit,main,5,5
8,centre,random,True,1,True,10,furthest,station_exit,main,10,5
9,centre,random,True,1,True,10,furthest,station_exit,side,3,5
10,centre,random,True,1,True,10,furthest,station_exit,side,5,5
11,centre,random,True,1,True,10,furthest,station_exit,side,10,5
12,centre,random,True,1,True,10,largest,metro_platform,main,3,5
13,centre,random,True,1,True,10,largest,metro_platform,main,5,5
14,centre,random,True,1,True,10,largest,metro_platform,main,10,5
15,centre,random,True,1,True,10,largest,metro_platform,side,3,5
16,centre,random,True,1,True,10,largest,metro_platform,side,5,5
17,centre,random,True,1,True,10,largest,metro_platform,side,10,5
18,centre,random,True,1,True,10,largest,station_exit,main,3,5
19,centre,random,True,1,True,10,largest,station_exit,main,5,5
20,centre,random,True,1,True,10,largest,station_exit,main,10,5
21,centre,random,True,1,True,10,largest,station_exit,side,3,5
22,centre,random,True,1,True,10,largest,station_exit,side,5,5
23,centre,random,True,1,True,10,largest,station_exit,side,10,5
24,centre,random,True,1,True,10,surround,metro_platform,main,3,5
25,centre,random,True,1,True,10,surround,metro_platform,main,5,5
26,centre,random,True,1,True,10,surround,metro_platform,main,10,5
27,centre,random,True,1,True,10,surround,metro_platform,side,3,5
28,centre,random,True,1,True,10,surround,metro_platform,side,5,5
29,centre,random,True,1,True,10,surround,metro_platform,side,10,5
30,centre,random,True,1,True,10,surround,station_exit,main,3,5
31,centre,random,True,1,True,10,surround,station_exit,main,5,5
32,centre,random,True,1,True,10,surround,station_exit,main,10,5
33,centre,random,True,1,True,10,surround,station_exit,side,3,5
34,centre,random,True,1,True,10,surround,station_exit,side,5,5
35,centre,random,True,1,True,10,surround,station_exit,side,10,5
36,centre,random,True,1,False,10,furthest,metro_platform,main,3,5
37,centre,random,True,1,False,10,furthest,metro_platform,main,5,5
38,centre,random,True,1,False,10,furthest,metro_platform,main,10,5
39,centre,random,True,1,False,10,furthest,metro_platform,side,3,5
40,centre,random,True,1,False,10,furthest,metro_platform,side,5,5
41,centre,random,True,1,False,10,furthest,metro_platform,side,10,5
42,centre,random,True,1,False,10,furthest,station_exit,main,3,5
43,centre,random,True,1,False,10,furthest,station_exit,main,5,5
44,centre,random,True,1,False,10,furthest,station_exit,main,10,5
45,centre,random,True,1,False,10,furthest,station_exit,side,3,5
46,centre,random,True,1,False,10,furthest,station_exit,side,5,5
47,centre,random,True,1,False,10,furthest,station_exit,side,10,5
48,centre,random,True,1,False,10,largest,metro_platform,main,3,5
49,centre,random,True,1,False,10,largest,metro_platform,main,5,5
50,centre,random,True,1,False,10,largest,metro_platform,main,10,5
51,centre,random,True,1,False,10,largest,metro_platform,side,3,5
52,centre,random,True,1,False,10,largest,metro_platform,side,5,5
53,centre,random,True,1,False,10,largest,metro_platform,side,10,5
54,centre,random,True,1,False,10,largest,station_exit,main,3,5
55,centre,random,True,1,False,10,largest,station_exit,main,5,5
56,centre,random,True,1,False,10,largest,station_exit,main,10,5
57,centre,random,True,1,False,10,largest,station_exit,side,3,5
58,centre,random,True,1,False,10,largest,station_exit,side,5,5
59,centre,random,True,1,False,10,largest,station_exit,side,10,5
60,centre,random,True,1,False,10,surround,metro_platform,main,3,5
61,centre,random,True,1,False,10,surround,metro_platform,main,5,5
62,centre,random,True,1,False,10,surround,metro_platform,main,10,5
63,centre,random,True,1,False,10,surround,metro_platform,side,3,5
64,centre,random,True,1,False,10,surround,metro_platform,side,5,5
65,centre,random,True,1,False,10,surround,metro_platform,side,10,5
66,centre,random,True,1,False,10,surround,station_exit,main,3,5
67,centre,random,True,1,False,10,surround,station_exit,main,5,5
68,centre,random,True,1,False,10,surround,station_exit,main,10,5
69,centre,random,True,1,False,10,surround,station_exit,side,3,5
70,centre,random,True,1,False,10,surround,station_exit,side,5,5
71,centre,random,True,1,False,10,surround,station_exit,side,10,5
72,centre,random,True,3,True,10,furthest,metro_platform,main,3,5
73,centre,random,True,3,True,10,furthest,metro_platform,main,5,5
74,centre,random,True,3,True,10,furthest,metro_platform,main,10,5
75,centre,random,True,3,True,10,furthest,metro_platform,side,3,5
76,centre,random,True,3,True,10,furthest,metro_platform,side,5,5
77,centre,random,True,3,True,10,furthest,metro_platform,side,10,5
78,centre,random,True,3,True,10,furthest,station_exit,main,3,5
79,centre,random,True,3,True,10,furthest,station_exit,main,5,5
80,centre,random,True,3,True,10,furthest,station_exit,main,10,5
81,centre,random,True,3,True,10,furthest,station_exit,side,3,5
82,centre,random,True,3,True,10,furthest,station_exit,side,5,5
83,centre,random,True,3,True,10,furthest,station_exit,side,10,5
84,centre,random,True,3,True,10,largest,metro_platform,main,3,5
85,centre,random,True,3,True,10,largest,metro_platform,main,5,5
86,centre,random,True,3,True,10,largest,metro_platform,main,10,5
87,centre,random,True,3,True,10,largest,metro_platform,side,3,5
88,centre,random,True,3,True,10,largest,metro_platform,side,5,5
89,centre,random,True,3,True,10,largest,metro_platform,side,10,5
90,centre,random,True,3,True,10,largest,station_exit,main,3,5
91,centre,random,True,3,True,10,largest,station_exit,main,5,5
92,centre,random,True,3,True,10,largest,station_exit,main,10,5
93,centre,random,True,3,True,10,largest,station_exit,side,3,5
94,centre,random,True,3,True,10,largest,station_exit,side,5,5
95,centre,random,True,3,True,10,largest,station_exit,side,10,5
96,centre,random,True,3,True,10,surround,metro_platform,main,3,5
97,centre,random,True,3,True,10,surround,metro_platform,main,5,5
98,centre,random,True,3,True,10,surround,metro_platform,main,10,5
99,centre,random,True,3,True,10,surround,metro_platform,side,3,5
100,centre,random,True,3,True,10,surround,metro_platform,side,5,5
101,centre,random,True,3,True,10,surround,metro_platform,side,10,5
102,centre,random,True,3,True,10,surround,station_exit,main,3,5
103,centre,random,True,3,True,10,surround,station_exit,main,5,5
104,centre,random,True,3,True,10,surround,station_exit,main,10,5
105,centre,random,True,3,True,10,surround,station_exit,side,3,5
106,centre,random,True,3,True,10,surround,station_exit,side,5,5
107,centre,random,True,3,True,10,surround,station_exit,side,10,5
108,centre,random,True,3,False,10,furthest,metro_platform,main,3,5
109,centre,random,True,3,False,10,furthest,metro_platform,main,5,5
110,centre,random,True,3,False,10,furthest,metro_platform,main,10,5
111,centre,random,True,3,False,10,furthest,metro_platform,side,3,5
112,centre,random,True,3,False,10,furthest,metro_platform,side,5,5
113,centre,random,True,3,False,10,furthest,metro_platform,side,10,5
114,centre,random,True,3,False,10,furthest,station_exit,main,3,5
115,centre,random,True,3,False,10,furthest,station_exit,main,5,5
116,centre,random,True,3,False,10,furthest,station_exit,main,10,5
117,centre,random,True,3,False,10,furthest,station_exit,side,3,5
118,centre,random,True,3,False,10,furthest,station_exit,side,5,5
119,centre,random,True,3,False,10,furthest,station_exit,side,10,5
120,centre,random,True,3,False,10,largest,metro_platform,main,3,5
121,centre,random,True,3,False,10,largest,metro_platform,main,5,5
122,centre,random,True,3,False,10,largest,metro_platform,main,10,5
123,centre,random,True,3,False,10,largest,metro_platform,side,3,5
124,centre,random,True,3,False,10,largest,metro_platform,side,5,5
125,centre,random,True,3,False,10,largest,metro_platform,side,10,5
126,centre,random,True,3,False,10,largest,station_exit,main,3,5
127,centre,random,True,3,False,10,largest,station_exit,main,5,5
128,centre,random,True,3,False,10,largest,station_exit,main,10,5
129,centre,random,True,3,False,10,largest,station_exit,side,3,5
130,centre,random,True,3,False,10,largest,station_exit,side,5,5
131,centre,random,True,3,False,10,largest,station_exit,side,10,5
132,centre,random,True,3,False,10,surround,metro_platform,main,3,5
133,centre,random,True,3,False,10,surround,metro_platform,main,5,5
134,centre,random,True,3,False,10,surround,metro_platform,main,10,5
135,centre,random,True,3,False,10,surround,metro_platform,side,3,5
136,centre,random,True,3,False,10,surround,metro_platform,side,5,5
137,centre,random,True,3,False,10,surround,metro_platform,side,10,5
138,centre,random,True,3,False,10,surround,station_exit,main,3,5
139,centre,random,True,3,False,10,surround,station_exit,main,5,5
140,centre,random,True,3,False,10,surround,station_exit,main,10,5
141,centre,random,True,3,False,10,surround,station_exit,side,3,5
142,centre,random,True,3,False,10,surround,station_exit,side,5,5
143,centre,random,True,3,False,10,surround,station_exit,side,10,5
144,centre,random,True,5,True,10,furthest,metro_platform,main,3,5
145,centre,random,True,5,True,10,furthest,metro_platform,main,5,5
146,centre,random,True,5,True,10,furthest,metro_platform,main,10,5
147,centre,random,True,5,True,10,furthest,metro_platform,side,3,5
148,centre,random,True,5,True,10,furthest,metro_platform,side,5,5
149,centre,random,True,5,True,10,furthest,metro_platform,side,10,5
150,centre,random,True,5,True,10,furthest,station_exit,main,3,5
151,centre,random,True,5,True,10,furthest,station_exit,main,5,5
152,centre,random,True,5,True,10,furthest,station_exit,main,10,5
153,centre,random,True,5,True,10,furthest,station_exit,side,3,5
154,centre,random,True,5,True,10,furthest,station_exit,side,5,5
155,centre,random,True,5,True,10,furthest,station_exit,side,10,5
156,centre,random,True,5,True,10,largest,metro_platform,main,3,5
157,centre,random,True,5,True,10,largest,metro_platform,main,5,5
158,centre,random,True,5,True,10,largest,metro_platform,main,10,5
159,centre,random,True,5,True,10,largest,metro_platform,side,3,5
160,centre,random,True,5,True,10,largest,metro_platform,side,5,5
161,centre,random,True,5,True,10,largest,metro_platform,side,10,5
162,centre,random,True,5,True,10,largest,station_exit,main,3,5
163,centre,random,True,5,True,10,largest,station_exit,main,5,5
164,centre,random,True,5,True,10,largest,station_exit,main,10,5
165,centre,random,True,5,True,10,largest,station_exit,side,3,5
166,centre,random,True,5,True,10,largest,station_exit,side,5,5
167,centre,random,True,5,True,10,largest,station_exit,side,10,5
168,centre,random,True,5,True,10,surround,metro_platform,main,3,5
169,centre,random,True,5,True,10,surround,metro_platform,main,5,5
170,centre,random,True,5,True,10,surround,metro_platform,main,10,5
171,centre,random,True,5,True,10,surround,metro_platform,side,3,5
172,centre,random,True,5,True,10,surround,metro_platform,side,5,5
173,centre,random,True,5,True,10,surround,metro_platform,side,10,5
174,centre,random,True,5,True,10,surround,station_exit,main,3,5
175,centre,random,True,5,True,10,surround,station_exit,main,5,5
176,centre,random,True,5,True,10,surround,station_exit,main,10,5
177,centre,random,True,5,True,10,surround,station_exit,side,3,5
178,centre,random,True,5,True,10,surround,station_exit,side,5,5
179,centre,random,True,5,True,10,surround,station_exit,side,10,5
180,centre,random,True,5,False,10,furthest,metro_platform,main,3,5
181,centre,random,True,5,False,10,furthest,metro_platform,main,5,5
182,centre,random,True,5,False,10,furthest,metro_platform,main,10,5
183,centre,random,True,5,False,10,furthest,metro_platform,side,3,5
184,centre,random,True,5,False,10,furthest,metro_platform,side,5,5
185,centre,random,True,5,False,10,furthest,metro_platform,side,10,5
186,centre,random,True,5,False,10,furthest,station_exit,main,3,5
187,centre,random,True,5,False,10,furthest,station_exit,main,5,5
188,centre,random,True,5,False,10,furthest,station_exit,main,10,5
189,centre,random,True,5,False,10,furthest,station_exit,side,3,5
190,centre,random,True,5,False,10,furthest,station_exit,side,5,5
191,centre,random,True,5,False,10,furthest,station_exit,side,10,5
192,centre,random,True,5,False,10,largest,metro_platform,main,3,5
193,centre,random,True,5,False,10,largest,metro_platform,main,5,5
194,centre,random,True,5,False,10,largest,metro_platform,main,10,5
195,centre,random,True,5,False,10,largest,metro_platform,side,3,5
196,centre,random,True,5,False,10,largest,metro_platform,side,5,5
197,centre,random,True,5,False,10,largest,metro_platform,side,10,5
198,centre,random,True,5,False,10,largest,station_exit,main,3,5
199,centre,random,True,5,False,10,largest,station_exit,main,5,5
200,centre,random,True,5,False,10,largest,station_exit,main,10,5
201,centre,random,True,5,False,10,largest,station_exit,side,3,5
202,centre,random,True,5,False,10,largest,station_exit,side,5,5
203,centre,random,True,5,False,10,largest,station_exit,side,10,5
204,centre,random,True,5,False,10,surround,metro_platform,main,3,5
205,centre,random,True,5,False,10,surround,metro_platform,main,5,5
206,centre,random,True,5,False,10,surround,metro_platform,main,10,5
207,centre,random,True,5,False,10,surround,metro_platform,side,3,5
208,centre,random,True,5,False,10,surround,metro_platform,side,5,5
209,centre,random,True,5,False,10,surround,metro_platform,side,10,5
210,centre,random,True,5,False,10,surround,station_exit,main,3,5
211,centre,random,True,5,False,10,surround,station_exit,main,5,5
212,centre,random,True,5,False,10,surround,station_exit,main,10,5
213,centre,random,True,5,False,10,surround,station_exit,side,3,5
214,centre,random,True,5,False,10,surround,station_exit,side,5,5
215,centre,random,True,5,False,10,surround,station_exit,side,10,5
216,centre,random,False,1,True,10,furthest,metro_platform,main,3,5
217,centre,random,False,1,True,10,furthest,metro_platform,main,5,5
218,centre,random,False,1,True,10,furthest,metro_platform,main,10,5
219,centre,random,False,1,True,10,furthest,metro_platform,side,3,5
220,centre,random,False,1,True,10,furthest,metro_platform,side,5,5
221,centre,random,False,1,True,10,furthest,metro_platform,side,10,5
222,centre,random,False,1,True,10,furthest,station_exit,main,3,5
223,centre,random,False,1,True,10,furthest,station_exit,main,5,5
224,centre,random,False,1,True,10,furthest,station_exit,main,10,5
225,centre,random,False,1,True,10,furthest,station_exit,side,3,5
226,centre,random,False,1,True,10,furthest,station_exit,side,5,5
227,centre,random,False,1,True,10,furthest,station_exit,side,10,5
228,centre,random,False,1,True,10,largest,metro_platform,main,3,5
229,centre,random,False,1,True,10,largest,metro_platform,main,5,5
230,centre,random,False,1,True,10,largest,metro_platform,main,10,5
231,centre,random,False,1,True,10,largest,metro_platform,side,3,5
232,centre,random,False,1,True,10,largest,metro_platform,side,5,5
233,centre,random,False,1,True,10,largest,metro_platform,side,10,5
234,centre,random,False,1,True,10,largest,station_exit,main,3,5
235,centre,random,False,1,True,10,largest,station_exit,main,5,5
236,centre,random,False,1,True,10,largest,station_exit,main,10,5
237,centre,random,False,1,True,10,largest,station_exit,side,3,5
238,centre,random,False,1,True,10,largest,station_exit,side,5,5
239,centre,random,False,1,True,10,largest,station_exit,side,10,5
240,centre,random,False,1,True,10,surround,metro_platform,main,3,5
241,centre,random,False,1,True,10,surround,metro_platform,main,5,5
242,centre,random,False,1,True,10,surround,metro_platform,main,10,5
243,centre,random,False,1,True,10,surround,metro_platform,side,3,5
244,centre,random,False,1,True,10,surround,metro_platform,side,5,5
245,centre,random,False,1,True,10,surround,metro_platform,side,10,5
246,centre,random,False,1,True,10,surround,station_exit,main,3,5
247,centre,random,False,1,True,10,surround,station_exit,main,5,5
248,centre,random,False,1,True,10,surround,station_exit,main,10,5
249,centre,random,False,1,True,10,surround,station_exit,side,3,5
250,centre,random,False,1,True,10,surround,station_exit,side,5,5
251,centre,random,False,1,True,10,surround,station_exit,side,10,5
252,centre,random,False,1,False,10,furthest,metro_platform,main,3,5
253,centre,random,False,1,False,10,furthest,metro_platform,main,5,5
254,centre,random,False,1,False,10,furthest,metro_platform,main,10,5
255,centre,random,False,1,False,10,furthest,metro_platform,side,3,5
256,centre,random,False,1,False,10,furthest,metro_platform,side,5,5
257,centre,random,False,1,False,10,furthest,metro_platform,side,10,5
258,centre,random,False,1,False,10,furthest,station_exit,main,3,5
259,centre,random,False,1,False,10,furthest,station_exit,main,5,5
260,centre,random,False,1,False,10,furthest,station_exit,main,10,5
261,centre,random,False,1,False,10,furthest,station_exit,side,3,5
262,centre,random,False,1,False,10,furthest,station_exit,side,5,5
263,centre,random,False,1,False,10,furthest,station_exit,side,10,5
264,centre,random,False,1,False,10,largest,metro_platform,main,3,5
265,centre,random,False,1,False,10,largest,metro_platform,main,5,5
266,centre,random,False,1,False,10,largest,metro_platform,main,10,5
267,centre,random,False,1,False,10,largest,metro_platform,side,3,5
268,centre,random,False,1,False,10,largest,metro_platform,side,5,5
269,centre,random,False,1,False,10,largest,metro_platform,side,10,5
270,centre,random,False,1,False,10,largest,station_exit,main,3,5
271,centre,random,False,1,False,10,largest,station_exit,main,5,5
272,centre,random,False,1,False,10,largest,station_exit,main,10,5
273,centre,random,False,1,False,10,largest,station_exit,side,3,5
274,centre,random,False,1,False,10,largest,station_exit,side,5,5
275,centre,random,False,1,False,10,largest,station_exit,side,10,5
276,centre,random,False,1,False,10,surround,metro_platform,main,3,5
277,centre,random,False,1,False,10,surround,metro_platform,main,5,5
278,centre,random,False,1,False,10,surround,metro_platform,main,10,5
279,centre,random,False,1,False,10,surround,metro_platform,side,3,5
280,centre,random,False,1,False,10,surround,metro_platform,side,5,5
281,centre,random,False,1,False,10,surround,metro_platform,side,10,5
282,centre,random,False,1,False,10,surround,station_exit,main,3,5
283,centre,random,False,1,False,10,surround,station_exit,main,5,5
284,centre,random,False,1,False,10,surround,station_exit,main,10,5
285,centre,random,False,1,False,10,surround,station_exit,side,3,5
286,centre,random,False,1,False,10,surround,station_exit,side,5,5
287,centre,random,False,1,False,10,surround,station_exit,side,10,5
288,centre,random,False,3,True,10,furthest,metro_platform,main,3,5
289,centre,random,False,3,True,10,furthest,metro_platform,main,5,5
290,centre,random,False,3,True,10,furthest,metro_platform,main,10,5
291,centre,random,False,3,True,10,furthest,metro_platform,side,3,5
292,centre,random,False,3,True,10,furthest,metro_platform,side,5,5
293,centre,random,False,3,True,10,furthest,metro_platform,side,10,5
294,centre,random,False,3,True,10,furthest,station_exit,main,3,5
295,centre,random,False,3,True,10,furthest,station_exit,main,5,5
296,centre,random,False,3,True,10,furthest,station_exit,main,10,5
297,centre,random,False,3,True,10,furthest,station_exit,side,3,5
298,centre,random,False,3,True,10,furthest,station_exit,side,5,5
299,centre,random,False,3,True,10,furthest,station_exit,side,10,5
300,centre,random,False,3,True,10,largest,metro_platform,main,3,5
301,centre,random,False,3,True,10,largest,metro_platform,main,5,5
302,centre,random,False,3,True,10,largest,metro_platform,main,10,5
303,centre,random,False,3,True,10,largest,metro_platform,side,3,5
304,centre,random,False,3,True,10,largest,metro_platform,side,5,5
305,centre,random,False,3,True,10,largest,metro_platform,side,10,5
306,centre,random,False,3,True,10,largest,station_exit,main,3,5
307,centre,random,False,3,True,10,largest,station_exit,main,5,5
308,centre,random,False,3,True,10,largest,station_exit,main,10,5
309,centre,random,False,3,True,10,largest,station_exit,side,3,5
310,centre,random,False,3,True,10,largest,station_exit,side,5,5
311,centre,random,False,3,True,10,largest,station_exit,side,10,5
312,centre,random,False,3,True,10,surround,metro_platform,main,3,5
313,centre,random,False,3,True,10,surround,metro_platform,main,5,5
314,centre,random,False,3,True,10,surround,metro_platform,main,10,5
315,centre,random,False,3,True,10,surround,metro_platform,side,3,5
316,centre,random,False,3,True,10,surround,metro_platform,side,5,5
317,centre,random,False,3,True,10,surround,metro_platform,side,10,5
318,centre,random,False,3,True,10,surround,station_exit,main,3,5
319,centre,random,False,3,True,10,surround,station_exit,main,5,5
320,centre,random,False,3,True,10,surround,station_exit,main,10,5
321,centre,random,False,3,True,10,surround,station_exit,side,3,5
322,centre,random,False,3,True,10,surround,station_exit,side,5,5
323,centre,random,False,3,True,10,surround,station_exit,side,10,5
324,centre,random,False,3,False,10,furthest,metro_platform,main,3,5
325,centre,random,False,3,False,10,furthest,metro_platform,main,5,5
326,centre,random,False,3,False,10,furthest,metro_platform,main,10,5
327,centre,random,False,3,False,10,furthest,metro_platform,side,3,5
328,centre,random,False,3,False,10,furthest,metro_platform,side,5,5
329,centre,random,False,3,False,10,furthest,metro_platform,side,10,5
330,centre,random,False,3,False,10,furthest,station_exit,main,3,5
331,centre,random,False,3,False,10,furthest,station_exit,main,5,5
332,centre,random,False,3,False,10,furthest,station_exit,main,10,5
333,centre,random,False,3,False,10,furthest,station_exit,side,3,5
334,centre,random,False,3,False,10,furthest,station_exit,side,5,5
335,centre,random,False,3,False,10,furthest,station_exit,side,10,5
336,centre,random,False,3,False,10,largest,metro_platform,main,3,5
337,centre,random,False,3,False,10,largest,metro_platform,main,5,5
338,centre,random,False,3,False,10,largest,metro_platform,main,10,5
339,centre,random,False,3,False,10,largest,metro_platform,side,3,5
340,centre,random,False,3,False,10,largest,metro_platform,side,5,5
341,centre,random,False,3,False,10,largest,metro_platform,side,10,5
342,centre,random,False,3,False,10,largest,station_exit,main,3,5
343,centre,random,False,3,False,10,largest,station_exit,main,5,5
344,centre,random,False,3,False,10,largest,station_exit,main,10,5
345,centre,random,False,3,False,10,largest,station_exit,side,3,5
346,centre,random,False,3,False,10,largest,station_exit,side,5,5
347,centre,random,False,3,False,10,largest,station_exit,side,10,5
348,centre,random,False,3,False,10,surround,metro_platform,main,3,5
349,centre,random,False,3,False,10,surround,metro_platform,main,5,5
350,centre,random,False,3,False,10,surround,metro_platform,main,10,5
351,centre,random,False,3,False,10,surround,metro_platform,side,3,5
352,centre,random,False,3,False,10,surround,metro_platform,side,5,5
353,centre,random,False,3,False,10,surround,metro_platform,side,10,5
354,centre,random,False,3,False,10,surround,station_exit,main,3,5
355,centre,random,False,3,False,10,surround,station_exit,main,5,5
356,centre,random,False,3,False,10,surround,station_exit,main,10,5
357,centre,random,False,3,False,10,surround,station_exit,side,3,5
358,centre,random,False,3,False,10,surround,station_exit,side,5,5
359,centre,random,False,3,False,10,surround,station_exit,side,10,5
360,centre,random,False,5,True,10,furthest,metro_platform,main,3,5
361,centre,random,False,5,True,10,furthest,metro_platform,main,5,5
362,centre,random,False,5,True,10,furthest,metro_platform,main,10,5
363,centre,random,False,5,True,10,furthest,metro_platform,side,3,5
364,centre,random,False,5,True,10,furthest,metro_platform,side,5,5
365,centre,random,False,5,True,10,furthest,metro_platform,side,10,5
366,centre,random,False,5,True,10,furthest,station_exit,main,3,5
367,centre,random,False,5,True,10,furthest,station_exit,main,5,5
368,centre,random,False,5,True,10,furthest,station_exit,main,10,5
369,centre,random,False,5,True,10,furthest,station_exit,side,3,5
370,centre,random,False,5,True,10,furthest,station_exit,side,5,5
371,centre,random,False,5,True,10,furthest,station_exit,side,10,5
372,centre,random,False,5,True,10,largest,metro_platform,main,3,5
373,centre,random,False,5,True,10,largest,metro_platform,main,5,5
374,centre,random,False,5,True,10,largest,metro_platform,main,10,5
375,centre,random,False,5,True,10,largest,metro_platform,side,3,5
376,centre,random,False,5,True,10,largest,metro_platform,side,5,5
377,centre,random,False,5,True,10,largest,metro_platform,side,10,5
378,centre,random,False,5,True,10,largest,station_exit,main,3,5
379,centre,random,False,5,True,10,largest,station_exit,main,5,5
380,centre,random,False,5,True,10,largest,station_exit,main,10,5
381,centre,random,False,5,True,10,largest,station_exit,side,3,5
382,centre,random,False,5,True,10,largest,station_exit,side,5,5
383,centre,random,False,5,True,10,largest,station_exit,side,10,5
384,centre,random,False,5,True,10,surround,metro_platform,main,3,5
385,centre,random,False,5,True,10,surround,metro_platform,main,5,5
386,centre,random,False,5,True,10,surround,metro_platform,main,10,5
387,centre,random,False,5,True,10,surround,metro_platform,side,3,5
388,centre,random,False,5,True,10,surround,metro_platform,side,5,5
389,centre,random,False,5,True,10,surround,metro_platform,side,10,5
390,centre,random,False,5,True,10,surround,station_exit,main,3,5
391,centre,random,False,5,True,10,surround,station_exit,main,5,5
392,centre,random,False,5,True,10,surround,station_exit,main,10,5
393,centre,random,False,5,True,10,surround,station_exit,side,3,5
394,centre,random,False,5,True,10,surround,station_exit,side,5,5
395,centre,random,False,5,True,10,surround,station_exit,side,10,5
396,centre,random,False,5,False,10,furthest,metro_platform,main,3,5
397,centre,random,False,5,False,10,furthest,metro_platform,main,5,5
398,centre,random,False,5,False,10,furthest,metro_platform,main,10,5
399,centre,random,False,5,False,10,furthest,metro_platform,side,3,5
400,centre,random,False,5,False,10,furthest,metro_platform,side,5,5
401,centre,random,False,5,False,10,furthest,metro_platform,side,10,5
402,centre,random,False,5,False,10,furthest,station_exit,main,3,5
403,centre,random,False,5,False,10,furthest,station_exit,main,5,5
404,centre,random,False,5,False,10,furthest,station_exit,main,10,5
405,centre,random,False,5,False,10,furthest,station_exit,side,3,5
406,centre,random,False,5,False,10,furthest,station_exit,side,5,5
407,centre,random,False,5,False,10,furthest,station_exit,side,10,5
408,centre,random,False,5,False,10,largest,metro_platform,main,3,5
409,centre,random,False,5,False,10,largest,metro_platform,main,5,5
410,centre,random,False,5,False,10,largest,metro_platform,main,10,5
411,centre,random,False,5,False,10,largest,metro_platform,side,3,5
412,centre,random,False,5,False,10,largest,metro_platform,side,5,5
413,centre,random,False,5,False,10,largest,metro_platform,side,10,5
414,centre,random,False,5,False,10,largest,station_exit,main,3,5
415,centre,random,False,5,False,10,largest,station_exit,main,5,5
416,centre,random,False,5,False,10,largest,station_exit,main,10,5
417,centre,random,False,5,False,10,largest,station_exit,side,3,5
418,centre,random,False,5,False,10,largest,station_exit,side,5,5
419,centre,random,False,5,False,10,largest,station_exit,side,10,5
420,centre,random,False,5,False,10,surround,metro_platform,main,3,5
421,centre,random,False,5,False,10,surround,metro_platform,main,5,5
422,centre,random,False,5,False,10,surround,metro_platform,main,10,5
423,centre,random,False,5,False,10,surround,metro_platform,side,3,5
424,centre,random,False,5,False,10,surround,metro_platform,side,5,5
425,centre,random,False,5,False,10,surround,metro_platform,side,10,5
426,centre,random,False,5,False,10,surround,station_exit,main,3,5
427,centre,random,False,5,False,10,surround,station_exit,main,5,5
428,centre,random,False,5,False,10,surround,station_exit,main,10,5
429,centre,random,False,5,False,10,surround,station_exit,side,3,5
430,centre,random,False,5,False,10,surround,station_exit,side,5,5
431,centre,random,False,5,False,10,surround,station_exit,side,10,5
432,centre,to_train,True,1,True,10,furthest,metro_platform,main,3,5
433,centre,to_train,True,1,True,10,furthest,metro_platform,main,5,5
434,centre,to_train,True,1,True,10,furthest,metro_platform,main,10,5
435,centre,to_train,True,1,True,10,furthest,metro_platform,side,3,5
436,centre,to_train,True,1,True,10,furthest,metro_platform,side,5,5
437,centre,to_train,True,1,True,10,furthest,metro_platform,side,10,5
438,centre,to_train,True,1,True,10,furthest,station_exit,main,3,5
439,centre,to_train,True,1,True,10,furthest,station_exit,main,5,5
440,centre,to_train,True,1,True,10,furthest,station_exit,main,10,5
441,centre,to_train,True,1,True,10,furthest,station_exit,side,3,5
442,centre,to_train,True,1,True,10,furthest,station_exit,side,5,5
443,centre,to_train,True,1,True,10,furthest,station_exit,side,10,5
444,centre,to_train,True,1,True,10,largest,metro_platform,main,3,5
445,centre,to_train,True,1,True,10,largest,metro_platform,main,5,5
446,centre,to_train,True,1,True,10,largest,metro_platform,main,10,5
447,centre,to_train,True,1,True,10,largest,metro_platform,side,3,5
448,centre,to_train,True,1,True,10,largest,metro_platform,side,5,5
449,centre,to_train,True,1,True,10,largest,metro_platform,side,10,5
450,centre,to_train,True,1,True,10,largest,station_exit,main,3,5
451,centre,to_train,True,1,True,10,largest,station_exit,main,5,5
452,centre,to_train,True,1,True,10,largest,station_exit,main,10,5
453,centre,to_train,True,1,True,10,largest,station_exit,side,3,5
454,centre,to_train,True,1,True,10,largest,station_exit,side,5,5
455,centre,to_train,True,1,True,10,largest,station_exit,side,10,5
456,centre,to_train,True,1,True,10,surround,metro_platform,main,3,5
457,centre,to_train,True,1,True,10,surround,metro_platform,main,5,5
458,centre,to_train,True,1,True,10,surround,metro_platform,main,10,5
459,centre,to_train,True,1,True,10,surround,metro_platform,side,3,5
460,centre,to_train,True,1,True,10,surround,metro_platform,side,5,5
461,centre,to_train,True,1,True,10,surround,metro_platform,side,10,5
462,centre,to_train,True,1,True,10,surround,station_exit,main,3,5
463,centre,to_train,True,1,True,10,surround,station_exit,main,5,5
