scenario,crim_pos,crim_strat,crim_bounded_rat,crim_max_diverge,pol_strat,pol_guarding,Police_entrance,units,P_multiple_at_station
511,one_line,to_train,True,10,furthest,station_exit,main,5,5
512,one_line,to_train,True,10,furthest,station_exit,main,10,5
513,one_line,to_train,True,10,furthest,station_exit,side,3,5
514,one_line,to_train,True,10,furthest,station_exit,side,5,5
515,one_line,to_train,True,10,furthest,station_exit,side,10,5
516,one_line,to_train,True,10,largest,metro_platform,main,3,5
517,one_line,to_train,True,10,largest,metro_platform,main,5,5
518,one_line,to_train,True,10,largest,metro_platform,main,10,5
519,one_line,to_train,True,10,largest,metro_platform,side,3,5
520,one_line,to_train,True,10,largest,metro_platform,side,5,5
521,one_line,to_train,True,10,largest,metro_platform,side,10,5
522,one_line,to_train,True,10,largest,station_exit,main,3,5
523,one_line,to_train,True,10,largest,station_exit,main,5,5
524,one_line,to_train,True,10,largest,station_exit,main,10,5
525,one_line,to_train,True,10,largest,station_exit,side,3,5
526,one_line,to_train,True,10,largest,station_exit,side,5,5
527,one_line,to_train,True,10,largest,station_exit,side,10,5
528,one_line,to_train,True,10,surround,metro_platform,main,3,5
529,one_line,to_train,True,10,surround,metro_platform,main,5,5
530,one_line,to_train,True,10,surround,metro_platform,main,10,5
531,one_line,to_train,True,10,surround,metro_platform,side,3,5
532,one_line,to_train,True,10,surround,metro_platform,side,5,5
533,one_line,to_train,True,10,surround,metro_platform,side,10,5
534,one_line,to_train,True,10,surround,station_exit,main,3,5
535,one_line,to_train,True,10,surround,station_exit,main,5,5
536,one_line,to_train,True,10,surround,station_exit,main,10,5
537,one_line,to_train,True,10,surround,station_exit,side,3,5
538,one_line,to_train,True,10,surround,station_exit,side,5,5
539,one_line,to_train,True,10,surround,station_exit,side,10,5
540,one_line,to_train,False,10,furthest,metro_platform,main,3,5
541,one_line,to_train,False,10,furthest,metro_platform,main,5,5
542,one_line,to_train,False,10,furthest,metro_platform,main,10,5
543,one_line,to_train,False,10,furthest,metro_platform,side,3,5
544,one_line,to_train,False,10,furthest,metro_platform,side,5,5
545,one_line,to_train,False,10,furthest,metro_platform,side,10,5
546,one_line,to_train,False,10,furthest,station_exit,main,3,5
547,one_line,to_train,False,10,furthest,station_exit,main,5,5
548,one_line,to_train,False,10,furthest,station_exit,main,10,5
549,one_line,to_train,False,10,furthest,station_exit,side,3,5
550,one_line,to_train,False,10,furthest,station_exit,side,5,5
551,one_line,to_train,False,10,furthest,station_exit,side,10,5
552,one_line,to_train,False,10,largest,metro_platform,main,3,5
553,one_line,to_train,False,10,largest,metro_platform,main,5,5
554,one_line,to_train,False,10,largest,metro_platform,main,10,5
555,one_line,to_train,False,10,largest,metro_platform,side,3,5
556,one_line,to_train,False,10,largest,metro_platform,side,5,5
557,one_line,to_train,False,10,largest,metro_platform,side,10,5
558,one_line,to_train,False,10,largest,station_exit,main,3,5
559,one_line,to_train,False,10,largest,station_exit,main,5,5
560,one_line,to_train,False,10,largest,station_exit,main,10,5
561,one_line,to_train,False,10,largest,station_exit,side,3,5
562,one_line,to_train,False,10,largest,station_exit,side,5,5
563,one_line,to_train,False,10,largest,station_exit,side,10,5
564,one_line,to_train,False,10,surround,metro_platform,main,3,5
565,one_line,to_train,False,10,surround,metro_platform,main,5,5
566,one_line,to_train,False,10,surround,metro_platform,main,10,5
567,one_line,to_train,False,10,surround,metro_platform,side,3,5
568,one_line,to_train,False,10,surround,metro_platform,side,5,5
569,one_line,to_train,False,10,surround,metro_platform,side,10,5
570,one_line,to_train,False,10,surround,station_exit,main,3,5
571,one_line,to_train,False,10,surround,station_exit,main,5,5
572,one_line,to_train,False,10,surround,station_exit,main,10,5
573,one_line,to_train,False,10,surround,station_exit,side,3,5
574,one_line,to_train,False,10,surround,station_exit,side,5,5
575,one_line,to_train,False,10,surround,station_exit,side,10,5
576,one_line,furthest,True,10,furthest,metro_platform,main,3,5
577,one_line,furthest,True,10,furthest,metro_platform,main,5,5
578,one_line,furthest,True,10,furthest,metro_platform,main,10,5
579,one_line,furthest,True,10,furthest,metro_platform,side,3,5
580,one_line,furthest,True,10,furthest,metro_platform,side,5,5
581,one_line,furthest,True,10,furthest,metro_platform,side,10,5
582,one_line,furthest,True,10,furthest,station_exit,main,3,5
583,one_line,furthest,True,10,furthest,station_exit,main,5,5
584,one_line,furthest,True,10,furthest,station_exit,main,10,5
585,one_line,furthest,True,10,furthest,station_exit,side,3,5
586,one_line,furthest,True,10,furthest,station_exit,side,5,5
587,one_line,furthest,True,10,furthest,station_exit,side,10,5
588,one_line,furthest,True,10,largest,metro_platform,main,3,5
589,one_line,furthest,True,10,largest,metro_platform,main,5,5
590,one_line,furthest,True,10,largest,metro_platform,main,10,5
591,one_line,furthest,True,10,largest,metro_platform,side,3,5
592,one_line,furthest,True,10,largest,metro_platform,side,5,5
593,one_line,furthest,True,10,largest,metro_platform,side,10,5
594,one_line,furthest,True,10,largest,station_exit,main,3,5
595,one_line,furthest,True,10,largest,station_exit,main,5,5
596,one_line,furthest,True,10,largest,station_exit,main,10,5
597,one_line,furthest,True,10,largest,station_exit,side,3,5
598,one_line,furthest,True,10,largest,station_exit,side,5,5
599,one_line,furthest,True,10,largest,station_exit,side,10,5
600,one_line,furthest,True,10,surround,metro_platform,main,3,5
601,one_line,furthest,True,10,surround,metro_platform,main,5,5
602,one_line,furthest,True,10,surround,metro_platform,main,10,5
603,one_line,furthest,True,10,surround,metro_platform,side,3,5
604,one_line,furthest,True,10,surround,metro_platform,side,5,5
605,one_line,furthest,True,10,surround,metro_platform,side,10,5
606,one_line,furthest,True,10,surround,station_exit,main,3,5
607,one_line,furthest,True,10,surround,station_exit,main,5,5
608,one_line,furthest,True,10,surround,station_exit,main,10,5
609,one_line,furthest,True,10,surround,station_exit,side,3,5
610,one_line,furthest,True,10,surround,station_exit,side,5,5
611,one_line,furthest,True,10,surround,station_exit,side,10,5
612,one_line,furthest,False,10,furthest,metro_platform,main,3,5
613,one_line,furthest,False,10,furthest,metro_platform,main,5,5
614,one_line,furthest,False,10,furthest,metro_platform,main,10,5
615,one_line,furthest,False,10,furthest,metro_platform,side,3,5
616,one_line,furthest,False,10,furthest,metro_platform,side,5,5
617,one_line,furthest,False,10,furthest,metro_platform,side,10,5
618,one_line,furthest,False,10,furthest,station_exit,main,3,5
619,one_line,furthest,False,10,furthest,station_exit,main,5,5
620,one_line,furthest,False,10,furthest,station_exit,main,10,5
621,one_line,furthest,False,10,furthest,station_exit,side,3,5
622,one_line,furthest,False,10,furthest,station_exit,side,5,5
623,one_line,furthest,False,10,furthest,station_exit,side,10,5
624,one_line,furthest,False,10,largest,metro_platform,main,3,5
625,one_line,furthest,False,10,largest,metro_platform,main,5,5
626,one_line,furthest,False,10,largest,metro_platform,main,10,5
627,one_line,furthest,False,10,largest,metro_platform,side,3,5
628,one_line,furthest,False,10,largest,metro_platform,side,5,5
629,one_line,furthest,False,10,largest,metro_platform,side,10,5
630,one_line,furthest,False,10,largest,station_exit,main,3,5
631,one_line,furthest,False,10,largest,station_exit,main,5,5
632,one_line,furthest,False,10,largest,station_exit,main,10,5
633,one_line,furthest,False,10,largest,station_exit,side,3,5
634,one_line,furthest,False,10,largest,station_exit,side,5,5
635,one_line,furthest,False,10,largest,station_exit,side,10,5
636,one_line,furthest,False,10,surround,metro_platform,main,3,5
637,one_line,furthest,False,10,surround,metro_platform,main,5,5
638,one_line,furthest,False,10,surround,metro_platform,main,10,5
639,one_line,furthest,False,10,surround,metro_platform,side,3,5
640,one_line,furthest,False,10,surround,metro_platform,side,5,5
641,one_line,furthest,False,10,surround,metro_platform,side,10,5
642,one_line,furthest,False,10,surround,station_exit,main,3,5
643,one_line,furthest,False,10,surround,station_exit,main,5,5
644,one_line,furthest,False,10,surround,station_exit,main,10,5
645,one_line,furthest,False,10,surround,station_exit,side,3,5
646,one_line,furthest,False,10,surround,station_exit,side,5,5
647,one_line,furthest,False,10,surround,station_exit,side,10,5
