scenario,crim_pos,crim_strat,crim_bounded_rat,crim_max_diverge,pol_strat,pol_guarding,Police_entrance,units,P_multiple_at_station
166,centre,random,True,6,largest,station_exit,main,5,5
167,centre,random,True,6,largest,station_exit,main,5,10
168,centre,random,True,6,largest,station_exit,main,10,2
169,centre,random,True,6,largest,station_exit,main,10,5
170,centre,random,True,6,largest,station_exit,main,10,10
171,centre,random,True,6,largest,station_exit,side,3,2
172,centre,random,True,6,largest,station_exit,side,3,5
173,centre,random,True,6,largest,station_exit,side,3,10
174,centre,random,True,6,largest,station_exit,side,5,2
175,centre,random,True,6,largest,station_exit,side,5,5
176,centre,random,True,6,largest,station_exit,side,5,10
177,centre,random,True,6,largest,station_exit,side,10,2
178,centre,random,True,6,largest,station_exit,side,10,5
179,centre,random,True,6,largest,station_exit,side,10,10
180,centre,random,True,6,surround,metro_platform,main,3,2
181,centre,random,True,6,surround,metro_platform,main,3,5
182,centre,random,True,6,surround,metro_platform,main,3,10
183,centre,random,True,6,surround,metro_platform,main,5,2
184,centre,random,True,6,surround,metro_platform,main,5,5
185,centre,random,True,6,surround,metro_platform,main,5,10
186,centre,random,True,6,surround,metro_platform,main,10,2
187,centre,random,True,6,surround,metro_platform,main,10,5
188,centre,random,True,6,surround,metro_platform,main,10,10
189,centre,random,True,6,surround,metro_platform,side,3,2
190,centre,random,True,6,surround,metro_platform,side,3,5
191,centre,random,True,6,surround,metro_platform,side,3,10
192,centre,random,True,6,surround,metro_platform,side,5,2
193,centre,random,True,6,surround,metro_platform,side,5,5
194,centre,random,True,6,surround,metro_platform,side,5,10
195,centre,random,True,6,surround,metro_platform,side,10,2
196,centre,random,True,6,surround,metro_platform,side,10,5
197,centre,random,True,6,surround,metro_platform,side,10,10
198,centre,random,True,6,surround,station_exit,main,3,2
199,centre,random,True,6,surround,station_exit,main,3,5
200,centre,random,True,6,surround,station_exit,main,3,10
201,centre,random,True,6,surround,station_exit,main,5,2
202,centre,random,True,6,surround,station_exit,main,5,5
203,centre,random,True,6,surround,station_exit,main,5,10
204,centre,random,True,6,surround,station_exit,main,10,2
205,centre,random,True,6,surround,station_exit,main,10,5
206,centre,random,True,6,surround,station_exit,main,10,10
207,centre,random,True,6,surround,station_exit,side,3,2
208,centre,random,True,6,surround,station_exit,side,3,5
209,centre,random,True,6,surround,station_exit,side,3,10
210,centre,random,True,6,surround,station_exit,side,5,2
211,centre,random,True,6,surround,station_exit,side,5,5
212,centre,random,True,6,surround,station_exit,side,5,10
213,centre,random,True,6,surround,station_exit,side,10,2
214,centre,random,True,6,surround,station_exit,side,10,5
215,centre,random,True,6,surround,station_exit,side,10,10
216,centre,random,True,10,furthest,metro_platform,main,3,2
217,centre,random,True,10,furthest,metro_platform,main,3,5
218,centre,random,True,10,furthest,metro_platform,main,3,10
219,centre,random,True,10,furthest,metro_platform,main,5,2
220,centre,random,True,10,furthest,metro_platform,main,5,5
221,centre,random,True,10,furthest,metro_platform,main,5,10
222,centre,random,True,10,furthest,metro_platform,main,10,2
223,centre,random,True,10,furthest,metro_platform,main,10,5
224,centre,random,True,10,furthest,metro_platform,main,10,10
225,centre,random,True,10,furthest,metro_platform,side,3,2
226,centre,random,True,10,furthest,metro_platform,side,3,5
227,centre,random,True,10,furthest,metro_platform,side,3,10
228,centre,random,True,10,furthest,metro_platform,side,5,2
229,centre,random,True,10,furthest,metro_platform,side,5,5
230,centre,random,True,10,furthest,metro_platform,side,5,10
231,centre,random,True,10,furthest,metro_platform,side,10,2
232,centre,random,True,10,furthest,metro_platform,side,10,5
233,centre,random,True,10,furthest,metro_platform,side,10,10
234,centre,random,True,10,furthest,station_exit,main,3,2
235,centre,random,True,10,furthest,station_exit,main,3,5
236,centre,random,True,10,furthest,station_exit,main,3,10
237,centre,random,True,10,furthest,station_exit,main,5,2
238,centre,random,True,10,furthest,station_exit,main,5,5
239,centre,random,True,10,furthest,station_exit,main,5,10
240,centre,random,True,10,furthest,station_exit,main,10,2
241,centre,random,True,10,furthest,station_exit,main,10,5
242,centre,random,True,10,furthest,station_exit,main,10,10
243,centre,random,True,10,furthest,station_exit,side,3,2
244,centre,random,True,10,furthest,station_exit,side,3,5
245,centre,random,True,10,furthest,station_exit,side,3,10
246,centre,random,True,10,furthest,station_exit,side,5,2
247,centre,random,True,10,furthest,station_exit,side,5,5
248,centre,random,True,10,furthest,station_exit,side,5,10
249,centre,random,True,10,furthest,station_exit,side,10,2
250,centre,random,True,10,furthest,station_exit,side,10,5
251,centre,random,True,10,furthest,station_exit,side,10,10
252,centre,random,True,10,largest,metro_platform,main,3,2
253,centre,random,True,10,largest,metro_platform,main,3,5
254,centre,random,True,10,largest,metro_platform,main,3,10
255,centre,random,True,10,largest,metro_platform,main,5,2
256,centre,random,True,10,largest,metro_platform,main,5,5
257,centre,random,True,10,largest,metro_platform,main,5,10
258,centre,random,True,10,largest,metro_platform,main,10,2
259,centre,random,True,10,largest,metro_platform,main,10,5
260,centre,random,True,10,largest,metro_platform,main,10,10
261,centre,random,True,10,largest,metro_platform,side,3,2
262,centre,random,True,10,largest,metro_platform,side,3,5
263,centre,random,True,10,largest,metro_platform,side,3,10
264,centre,random,True,10,largest,metro_platform,side,5,2
265,centre,random,True,10,largest,metro_platform,side,5,5
266,centre,random,True,10,largest,metro_platform,side,5,10
267,centre,random,True,10,largest,metro_platform,side,10,2
268,centre,random,True,10,largest,metro_platform,side,10,5
269,centre,random,True,10,largest,metro_platform,side,10,10
270,centre,random,True,10,largest,station_exit,main,3,2
271,centre,random,True,10,largest,station_exit,main,3,5
272,centre,random,True,10,largest,station_exit,main,3,10
273,centre,random,True,10,largest,station_exit,main,5,2
274,centre,random,True,10,largest,station_exit,main,5,5
275,centre,random,True,10,largest,station_exit,main,5,10
276,centre,random,True,10,largest,station_exit,main,10,2
277,centre,random,True,10,largest,station_exit,main,10,5
278,centre,random,True,10,largest,station_exit,main,10,10
279,centre,random,True,10,largest,station_exit,side,3,2
280,centre,random,True,10,largest,station_exit,side,3,5
281,centre,random,True,10,largest,station_exit,side,3,10
282,centre,random,True,10,largest,station_exit,side,5,2
283,centre,random,True,10,largest,station_exit,side,5,5
284,centre,random,True,10,largest,station_exit,side,5,10
285,centre,random,True,10,largest,station_exit,side,10,2
286,centre,random,True,10,largest,station_exit,side,10,5
287,centre,random,True,10,largest,station_exit,side,10,10
288,centre,random,True,10,surround,metro_platform,main,3,2
289,centre,random,True,10,surround,metro_platform,main,3,5
290,centre,random,True,10,surround,metro_platform,main,3,10
291,centre,random,True,10,surround,metro_platform,main,5,2
292,centre,random,True,10,surround,metro_platform,main,5,5
293,centre,random,True,10,surround,metro_platform,main,5,10
294,centre,random,True,10,surround,metro_platform,main,10,2
295,centre,random,True,10,surround,metro_platform,main,10,5
296,centre,random,True,10,surround,metro_platform,main,10,10
297,centre,random,True,10,surround,metro_platform,side,3,2
298,centre,random,True,10,surround,metro_platform,side,3,5
299,centre,random,True,10,surround,metro_platform,side,3,10
300,centre,random,True,10,surround,metro_platform,side,5,2
301,centre,random,True,10,surround,metro_platform,side,5,5
302,centre,random,True,10,surround,metro_platform,side,5,10
303,centre,random,True,10,surround,metro_platform,side,10,2
304,centre,random,True,10,surround,metro_platform,side,10,5
305,centre,random,True,10,surround,metro_platform,side,10,10
306,centre,random,True,10,surround,station_exit,main,3,2
307,centre,random,True,10,surround,station_exit,main,3,5
308,centre,random,True,10,surround,station_exit,main,3,10
309,centre,random,True,10,surround,station_exit,main,5,2
310,centre,random,True,10,surround,station_exit,main,5,5
311,centre,random,True,10,surround,station_exit,main,5,10
312,centre,random,True,10,surround,station_exit,main,10,2
313,centre,random,True,10,surround,station_exit,main,10,5
314,centre,random,True,10,surround,station_exit,main,10,10
315,centre,random,True,10,surround,station_exit,side,3,2
316,centre,random,True,10,surround,station_exit,side,3,5
317,centre,random,True,10,surround,station_exit,side,3,10
318,centre,random,True,10,surround,station_exit,side,5,2
319,centre,random,True,10,surround,station_exit,side,5,5
320,centre,random,True,10,surround,station_exit,side,5,10
321,centre,random,True,10,surround,station_exit,side,10,2
322,centre,random,True,10,surround,station_exit,side,10,5
323,centre,random,True,10,surround,station_exit,side,10,10
324,centre,random,False,3,furthest,metro_platform,main,3,2
325,centre,random,False,3,furthest,metro_platform,main,3,5
326,centre,random,False,3,furthest,metro_platform,main,3,10
327,centre,random,False,3,furthest,metro_platform,main,5,2
328,centre,random,False,3,furthest,metro_platform,main,5,5
329,centre,random,False,3,furthest,metro_platform,main,5,10
330,centre,random,False,3,furthest,metro_platform,main,10,2
331,centre,random,False,3,furthest,metro_platform,main,10,5
332,centre,random,False,3,furthest,metro_platform,main,10,10
333,centre,random,False,3,furthest,metro_platform,side,3,2
334,centre,random,False,3,furthest,metro_platform,side,3,5
335,centre,random,False,3,furthest,metro_platform,side,3,10
336,centre,random,False,3,furthest,metro_platform,side,5,2
337,centre,random,False,3,furthest,metro_platform,side,5,5
338,centre,random,False,3,furthest,metro_platform,side,5,10
339,centre,random,False,3,furthest,metro_platform,side,10,2
340,centre,random,False,3,furthest,metro_platform,side,10,5
341,centre,random,False,3,furthest,metro_platform,side,10,10
342,centre,random,False,3,furthest,station_exit,main,3,2
343,centre,random,False,3,furthest,station_exit,main,3,5
344,centre,random,False,3,furthest,station_exit,main,3,10
345,centre,random,False,3,furthest,station_exit,main,5,2
346,centre,random,False,3,furthest,station_exit,main,5,5
347,centre,random,False,3,furthest,station_exit,main,5,10
348,centre,random,False,3,furthest,station_exit,main,10,2
349,centre,random,False,3,furthest,station_exit,main,10,5
350,centre,random,False,3,furthest,station_exit,main,10,10
351,centre,random,False,3,furthest,station_exit,side,3,2
352,centre,random,False,3,furthest,station_exit,side,3,5
353,centre,random,False,3,furthest,station_exit,side,3,10
354,centre,random,False,3,furthest,station_exit,side,5,2
355,centre,random,False,3,furthest,station_exit,side,5,5
356,centre,random,False,3,furthest,station_exit,side,5,10
357,centre,random,False,3,furthest,station_exit,side,10,2
358,centre,random,False,3,furthest,station_exit,side,10,5
359,centre,random,False,3,furthest,station_exit,side,10,10
360,centre,random,False,3,largest,metro_platform,main,3,2
361,centre,random,False,3,largest,metro_platform,main,3,5
362,centre,random,False,3,largest,metro_platform,main,3,10
363,centre,random,False,3,largest,metro_platform,main,5,2
364,centre,random,False,3,largest,metro_platform,main,5,5
365,centre,random,False,3,largest,metro_platform,main,5,10
366,centre,random,False,3,largest,metro_platform,main,10,2
367,centre,random,False,3,largest,metro_platform,main,10,5
368,centre,random,False,3,largest,metro_platform,main,10,10
369,centre,random,False,3,largest,metro_platform,side,3,2
370,centre,random,False,3,largest,metro_platform,side,3,5
371,centre,random,False,3,largest,metro_platform,side,3,10
372,centre,random,False,3,largest,metro_platform,side,5,2
373,centre,random,False,3,largest,metro_platform,side,5,5
374,centre,random,False,3,largest,metro_platform,side,5,10
375,centre,random,False,3,largest,metro_platform,side,10,2
376,centre,random,False,3,largest,metro_platform,side,10,5
377,centre,random,False,3,largest,metro_platform,side,10,10
378,centre,random,False,3,largest,station_exit,main,3,2
379,centre,random,False,3,largest,station_exit,main,3,5
380,centre,random,False,3,largest,station_exit,main,3,10
381,centre,random,False,3,largest,station_exit,main,5,2
382,centre,random,False,3,largest,station_exit,main,5,5
383,centre,random,False,3,largest,station_exit,main,5,10
384,centre,random,False,3,largest,station_exit,main,10,2
385,centre,random,False,3,largest,station_exit,main,10,5
386,centre,random,False,3,largest,station_exit,main,10,10
387,centre,random,False,3,largest,station_exit,side,3,2
388,centre,random,False,3,largest,station_exit,side,3,5
389,centre,random,False,3,largest,station_exit,side,3,10
390,centre,random,False,3,largest,station_exit,side,5,2
391,centre,random,False,3,largest,station_exit,side,5,5
392,centre,random,False,3,largest,station_exit,side,5,10
393,centre,random,False,3,largest,station_exit,side,10,2
394,centre,random,False,3,largest,station_exit,side,10,5
395,centre,random,False,3,largest,station_exit,side,10,10
396,centre,random,False,3,surround,metro_platform,main,3,2
397,centre,random,False,3,surround,metro_platform,main,3,5
398,centre,random,False,3,surround,metro_platform,main,3,10
399,centre,random,False,3,surround,metro_platform,main,5,2
400,centre,random,False,3,surround,metro_platform,main,5,5
401,centre,random,False,3,surround,metro_platform,main,5,10
402,centre,random,False,3,surround,metro_platform,main,10,2
403,centre,random,False,3,surround,metro_platform,main,10,5
404,centre,random,False,3,surround,metro_platform,main,10,10
405,centre,random,False,3,surround,metro_platform,side,3,2
406,centre,random,False,3,surround,metro_platform,side,3,5
407,centre,random,False,3,surround,metro_platform,side,3,10
408,centre,random,False,3,surround,metro_platform,side,5,2
409,centre,random,False,3,surround,metro_platform,side,5,5
410,centre,random,False,3,surround,metro_platform,side,5,10
411,centre,random,False,3,surround,metro_platform,side,10,2
412,centre,random,False,3,surround,metro_platform,side,10,5
413,centre,random,False,3,surround,metro_platform,side,10,10
414,centre,random,False,3,surround,station_exit,main,3,2
415,centre,random,False,3,surround,station_exit,main,3,5
416,centre,random,False,3,surround,station_exit,main,3,10
417,centre,random,False,3,surround,station_exit,main,5,2
418,centre,random,False,3,surround,station_exit,main,5,5
419,centre,random,False,3,surround,station_exit,main,5,10
420,centre,random,False,3,surround,station_exit,main,10,2
421,centre,random,False,3,surround,station_exit,main,10,5
422,centre,random,False,3,surround,station_exit,main,10,10
423,centre,random,False,3,surround,station_exit,side,3,2
424,centre,random,False,3,surround,station_exit,side,3,5
425,centre,random,False,3,surround,station_exit,side,3,10
426,centre,random,False,3,surround,station_exit,side,5,2
427,centre,random,False,3,surround,station_exit,side,5,5
428,centre,random,False,3,surround,station_exit,side,5,10
429,centre,random,False,3,surround,station_exit,side,10,2
430,centre,random,False,3,surround,station_exit,side,10,5
431,centre,random,False,3,surround,station_exit,side,10,10
432,centre,random,False,6,furthest,metro_platform,main,3,2
433,centre,random,False,6,furthest,metro_platform,main,3,5
434,centre,random,False,6,furthest,metro_platform,main,3,10
435,centre,random,False,6,furthest,metro_platform,main,5,2
436,centre,random,False,6,furthest,metro_platform,main,5,5
437,centre,random,False,6,furthest,metro_platform,main,5,10
438,centre,random,False,6,furthest,metro_platform,main,10,2
439,centre,random,False,6,furthest,metro_platform,main,10,5
440,centre,random,False,6,furthest,metro_platform,main,10,10
441,centre,random,False,6,furthest,metro_platform,side,3,2
442,centre,random,False,6,furthest,metro_platform,side,3,5
443,centre,random,False,6,furthest,metro_platform,side,3,10
444,centre,random,False,6,furthest,metro_platform,side,5,2
445,centre,random,False,6,furthest,metro_platform,side,5,5
446,centre,random,False,6,furthest,metro_platform,side,5,10
447,centre,random,False,6,furthest,metro_platform,side,10,2
448,centre,random,False,6,furthest,metro_platform,side,10,5
449,centre,random,False,6,furthest,metro_platform,side,10,10
450,centre,random,False,6,furthest,station_exit,main,3,2
451,centre,random,False,6,furthest,station_exit,main,3,5
452,centre,random,False,6,furthest,station_exit,main,3,10
453,centre,random,False,6,furthest,station_exit,main,5,2
454,centre,random,False,6,furthest,station_exit,main,5,5
455,centre,random,False,6,furthest,station_exit,main,5,10
456,centre,random,False,6,furthest,station_exit,main,10,2
457,centre,random,False,6,furthest,station_exit,main,10,5
458,centre,random,False,6,furthest,station_exit,main,10,10
459,centre,random,False,6,furthest,station_exit,side,3,2
460,centre,random,False,6,furthest,station_exit,side,3,5
461,centre,random,False,6,furthest,station_exit,side,3,10
462,centre,random,False,6,furthest,station_exit,side,5,2
463,centre,random,False,6,furthest,station_exit,side,5,5
464,centre,random,False,6,furthest,station_exit,side,5,10
465,centre,random,False,6,furthest,station_exit,side,10,2
466,centre,random,False,6,furthest,station_exit,side,10,5
467,centre,random,False,6,furthest,station_exit,side,10,10
468,centre,random,False,6,largest,metro_platform,main,3,2
469,centre,random,False,6,largest,metro_platform,main,3,5
470,centre,random,False,6,largest,metro_platform,main,3,10
471,centre,random,False,6,largest,metro_platform,main,5,2
472,centre,random,False,6,largest,metro_platform,main,5,5
473,centre,random,False,6,largest,metro_platform,main,5,10
474,centre,random,False,6,largest,metro_platform,main,10,2
475,centre,random,False,6,largest,metro_platform,main,10,5
476,centre,random,False,6,largest,metro_platform,main,10,10
477,centre,random,False,6,largest,metro_platform,side,3,2
478,centre,random,False,6,largest,metro_platform,side,3,5
479,centre,random,False,6,largest,metro_platform,side,3,10
480,centre,random,False,6,largest,metro_platform,side,5,2
481,centre,random,False,6,largest,metro_platform,side,5,5
482,centre,random,False,6,largest,metro_platform,side,5,10
483,centre,random,False,6,largest,metro_platform,side,10,2
484,centre,random,False,6,largest,metro_platform,side,10,5
485,centre,random,False,6,largest,metro_platform,side,10,10
486,centre,random,False,6,largest,station_exit,main,3,2
487,centre,random,False,6,largest,station_exit,main,3,5
488,centre,random,False,6,largest,station_exit,main,3,10
489,centre,random,False,6,largest,station_exit,main,5,2
490,centre,random,False,6,largest,station_exit,main,5,5
491,centre,random,False,6,largest,station_exit,main,5,10
492,centre,random,False,6,largest,station_exit,main,10,2
493,centre,random,False,6,largest,station_exit,main,10,5
494,centre,random,False,6,largest,station_exit,main,10,10
495,centre,random,False,6,largest,station_exit,side,3,2
496,centre,random,False,6,largest,station_exit,side,3,5
497,centre,random,False,6,largest,station_exit,side,3,10
498,centre,random,False,6,largest,station_exit,side,5,2
499,centre,random,False,6,largest,station_exit,side,5,5
500,centre,random,False,6,largest,station_exit,side,5,10
501,centre,random,False,6,largest,station_exit,side,10,2
502,centre,random,False,6,largest,station_exit,side,10,5
503,centre,random,False,6,largest,station_exit,side,10,10
504,centre,random,False,6,surround,metro_platform,main,3,2
505,centre,random,False,6,surround,metro_platform,main,3,5
506,centre,random,False,6,surround,metro_platform,main,3,10
507,centre,random,False,6,surround,metro_platform,main,5,2
508,centre,random,False,6,surround,metro_platform,main,5,5
509,centre,random,False,6,surround,metro_platform,main,5,10
510,centre,random,False,6,surround,metro_platform,main,10,2
511,centre,random,False,6,surround,metro_platform,main,10,5
512,centre,random,False,6,surround,metro_platform,main,10,10
513,centre,random,False,6,surround,metro_platform,side,3,2
514,centre,random,False,6,surround,metro_platform,side,3,5
515,centre,random,False,6,surround,metro_platform,side,3,10
516,centre,random,False,6,surround,metro_platform,side,5,2
517,centre,random,False,6,surround,metro_platform,side,5,5
518,centre,random,False,6,surround,metro_platform,side,5,10
519,centre,random,False,6,surround,metro_platform,side,10,2
520,centre,random,False,6,surround,metro_platform,side,10,5
521,centre,random,False,6,surround,metro_platform,side,10,10
522,centre,random,False,6,surround,station_exit,main,3,2
523,centre,random,False,6,surround,station_exit,main,3,5
524,centre,random,False,6,surround,station_exit,main,3,10
525,centre,random,False,6,surround,station_exit,main,5,2
526,centre,random,False,6,surround,station_exit,main,5,5
527,centre,random,False,6,surround,station_exit,main,5,10
528,centre,random,False,6,surround,station_exit,main,10,2
529,centre,random,False,6,surround,station_exit,main,10,5
530,centre,random,False,6,surround,station_exit,main,10,10
531,centre,random,False,6,surround,station_exit,side,3,2
532,centre,random,False,6,surround,station_exit,side,3,5
533,centre,random,False,6,surround,station_exit,side,3,10
534,centre,random,False,6,surround,station_exit,side,5,2
535,centre,random,False,6,surround,station_exit,side,5,5
