scenario,crim_pos,crim_strat,crim_bounded_rat,crim_max_diverge,pol_strat,pol_guarding,Police_entrance,units,P_multiple_at_station
1456,centre,furthest,True,6,largest,metro_platform,side,10,5
1457,centre,furthest,True,6,largest,metro_platform,side,10,10
1458,centre,furthest,True,6,largest,station_exit,main,3,2
1459,centre,furthest,True,6,largest,station_exit,main,3,5
1460,centre,furthest,True,6,largest,station_exit,main,3,10
1461,centre,furthest,True,6,largest,station_exit,main,5,2
1462,centre,furthest,True,6,largest,station_exit,main,5,5
1463,centre,furthest,True,6,largest,station_exit,main,5,10
1464,centre,furthest,True,6,largest,station_exit,main,10,2
1465,centre,furthest,True,6,largest,station_exit,main,10,5
1466,centre,furthest,True,6,largest,station_exit,main,10,10
1467,centre,furthest,True,6,largest,station_exit,side,3,2
1468,centre,furthest,True,6,largest,station_exit,side,3,5
1469,centre,furthest,True,6,largest,station_exit,side,3,10
1470,centre,furthest,True,6,largest,station_exit,side,5,2
1471,centre,furthest,True,6,largest,station_exit,side,5,5
1472,centre,furthest,True,6,largest,station_exit,side,5,10
1473,centre,furthest,True,6,largest,station_exit,side,10,2
1474,centre,furthest,True,6,largest,station_exit,side,10,5
1475,centre,furthest,True,6,largest,station_exit,side,10,10
1476,centre,furthest,True,6,surround,metro_platform,main,3,2
1477,centre,furthest,True,6,surround,metro_platform,main,3,5
1478,centre,furthest,True,6,surround,metro_platform,main,3,10
1479,centre,furthest,True,6,surround,metro_platform,main,5,2
1480,centre,furthest,True,6,surround,metro_platform,main,5,5
1481,centre,furthest,True,6,surround,metro_platform,main,5,10
1482,centre,furthest,True,6,surround,metro_platform,main,10,2
1483,centre,furthest,True,6,surround,metro_platform,main,10,5
1484,centre,furthest,True,6,surround,metro_platform,main,10,10
1485,centre,furthest,True,6,surround,metro_platform,side,3,2
1486,centre,furthest,True,6,surround,metro_platform,side,3,5
1487,centre,furthest,True,6,surround,metro_platform,side,3,10
1488,centre,furthest,True,6,surround,metro_platform,side,5,2
1489,centre,furthest,True,6,surround,metro_platform,side,5,5
1490,centre,furthest,True,6,surround,metro_platform,side,5,10
1491,centre,furthest,True,6,surround,metro_platform,side,10,2
1492,centre,furthest,True,6,surround,metro_platform,side,10,5
1493,centre,furthest,True,6,surround,metro_platform,side,10,10
1494,centre,furthest,True,6,surround,station_exit,main,3,2
1495,centre,furthest,True,6,surround,station_exit,main,3,5
1496,centre,furthest,True,6,surround,station_exit,main,3,10
1497,centre,furthest,True,6,surround,station_exit,main,5,2
1498,centre,furthest,True,6,surround,station_exit,main,5,5
1499,centre,furthest,True,6,surround,station_exit,main,5,10
1500,centre,furthest,True,6,surround,station_exit,main,10,2
1501,centre,furthest,True,6,surround,station_exit,main,10,5
1502,centre,furthest,True,6,surround,station_exit,main,10,10
1503,centre,furthest,True,6,surround,station_exit,side,3,2
1504,centre,furthest,True,6,surround,station_exit,side,3,5
1505,centre,furthest,True,6,surround,station_exit,side,3,10
1506,centre,furthest,True,6,surround,station_exit,side,5,2
1507,centre,furthest,True,6,surround,station_exit,side,5,5
1508,centre,furthest,True,6,surround,station_exit,side,5,10
1509,centre,furthest,True,6,surround,station_exit,side,10,2
1510,centre,furthest,True,6,surround,station_exit,side,10,5
1511,centre,furthest,True,6,surround,station_exit,side,10,10
1512,centre,furthest,True,10,furthest,metro_platform,main,3,2
1513,centre,furthest,True,10,furthest,metro_platform,main,3,5
1514,centre,furthest,True,10,furthest,metro_platform,main,3,10
1515,centre,furthest,True,10,furthest,metro_platform,main,5,2
1516,centre,furthest,True,10,furthest,metro_platform,main,5,5
1517,centre,furthest,True,10,furthest,metro_platform,main,5,10
1518,centre,furthest,True,10,furthest,metro_platform,main,10,2
1519,centre,furthest,True,10,furthest,metro_platform,main,10,5
1520,centre,furthest,True,10,furthest,metro_platform,main,10,10
1521,centre,furthest,True,10,furthest,metro_platform,side,3,2
1522,centre,furthest,True,10,furthest,metro_platform,side,3,5
1523,centre,furthest,True,10,furthest,metro_platform,side,3,10
1524,centre,furthest,True,10,furthest,metro_platform,side,5,2
1525,centre,furthest,True,10,furthest,metro_platform,side,5,5
1526,centre,furthest,True,10,furthest,metro_platform,side,5,10
1527,centre,furthest,True,10,furthest,metro_platform,side,10,2
1528,centre,furthest,True,10,furthest,metro_platform,side,10,5
1529,centre,furthest,True,10,furthest,metro_platform,side,10,10
1530,centre,furthest,True,10,furthest,station_exit,main,3,2
1531,centre,furthest,True,10,furthest,station_exit,main,3,5
1532,centre,furthest,True,10,furthest,station_exit,main,3,10
1533,centre,furthest,True,10,furthest,station_exit,main,5,2
1534,centre,furthest,True,10,furthest,station_exit,main,5,5
1535,centre,furthest,True,10,furthest,station_exit,main,5,10
1536,centre,furthest,True,10,furthest,station_exit,main,10,2
1537,centre,furthest,True,10,furthest,station_exit,main,10,5
1538,centre,furthest,True,10,furthest,station_exit,main,10,10
1539,centre,furthest,True,10,furthest,station_exit,side,3,2
1540,centre,furthest,True,10,furthest,station_exit,side,3,5
1541,centre,furthest,True,10,furthest,station_exit,side,3,10
1542,centre,furthest,True,10,furthest,station_exit,side,5,2
1543,centre,furthest,True,10,furthest,station_exit,side,5,5
1544,centre,furthest,True,10,furthest,station_exit,side,5,10
1545,centre,furthest,True,10,furthest,station_exit,side,10,2
1546,centre,furthest,True,10,furthest,station_exit,side,10,5
1547,centre,furthest,True,10,furthest,station_exit,side,10,10
1548,centre,furthest,True,10,largest,metro_platform,main,3,2
1549,centre,furthest,True,10,largest,metro_platform,main,3,5
1550,centre,furthest,True,10,largest,metro_platform,main,3,10
1551,centre,furthest,True,10,largest,metro_platform,main,5,2
1552,centre,furthest,True,10,largest,metro_platform,main,5,5
1553,centre,furthest,True,10,largest,metro_platform,main,5,10
1554,centre,furthest,True,10,largest,metro_platform,main,10,2
1555,centre,furthest,True,10,largest,metro_platform,main,10,5
1556,centre,furthest,True,10,largest,metro_platform,main,10,10
1557,centre,furthest,True,10,largest,metro_platform,side,3,2
1558,centre,furthest,True,10,largest,metro_platform,side,3,5
1559,centre,furthest,True,10,largest,metro_platform,side,3,10
1560,centre,furthest,True,10,largest,metro_platform,side,5,2
1561,centre,furthest,True,10,largest,metro_platform,side,5,5
1562,centre,furthest,True,10,largest,metro_platform,side,5,10
1563,centre,furthest,True,10,largest,metro_platform,side,10,2
1564,centre,furthest,True,10,largest,metro_platform,side,10,5
1565,centre,furthest,True,10,largest,metro_platform,side,10,10
1566,centre,furthest,True,10,largest,station_exit,main,3,2
1567,centre,furthest,True,10,largest,station_exit,main,3,5
1568,centre,furthest,True,10,largest,station_exit,main,3,10
1569,centre,furthest,True,10,largest,station_exit,main,5,2
1570,centre,furthest,True,10,largest,station_exit,main,5,5
1571,centre,furthest,True,10,largest,station_exit,main,5,10
1572,centre,furthest,True,10,largest,station_exit,main,10,2
1573,centre,furthest,True,10,largest,station_exit,main,10,5
1574,centre,furthest,True,10,largest,station_exit,main,10,10
1575,centre,furthest,True,10,largest,station_exit,side,3,2
1576,centre,furthest,True,10,largest,station_exit,side,3,5
1577,centre,furthest,True,10,largest,station_exit,side,3,10
1578,centre,furthest,True,10,largest,station_exit,side,5,2
1579,centre,furthest,True,10,largest,station_exit,side,5,5
1580,centre,furthest,True,10,largest,station_exit,side,5,10
1581,centre,furthest,True,10,largest,station_exit,side,10,2
1582,centre,furthest,True,10,largest,station_exit,side,10,5
1583,centre,furthest,True,10,largest,station_exit,side,10,10
1584,centre,furthest,True,10,surround,metro_platform,main,3,2
1585,centre,furthest,True,10,surround,metro_platform,main,3,5
1586,centre,furthest,True,10,surround,metro_platform,main,3,10
1587,centre,furthest,True,10,surround,metro_platform,main,5,2
1588,centre,furthest,True,10,surround,metro_platform,main,5,5
1589,centre,furthest,True,10,surround,metro_platform,main,5,10
1590,centre,furthest,True,10,surround,metro_platform,main,10,2
1591,centre,furthest,True,10,surround,metro_platform,main,10,5
1592,centre,furthest,True,10,surround,metro_platform,main,10,10
1593,centre,furthest,True,10,surround,metro_platform,side,3,2
1594,centre,furthest,True,10,surround,metro_platform,side,3,5
1595,centre,furthest,True,10,surround,metro_platform,side,3,10
1596,centre,furthest,True,10,surround,metro_platform,side,5,2
1597,centre,furthest,True,10,surround,metro_platform,side,5,5
1598,centre,furthest,True,10,surround,metro_platform,side,5,10
1599,centre,furthest,True,10,surround,metro_platform,side,10,2
1600,centre,furthest,True,10,surround,metro_platform,side,10,5
1601,centre,furthest,True,10,surround,metro_platform,side,10,10
1602,centre,furthest,True,10,surround,station_exit,main,3,2
1603,centre,furthest,True,10,surround,station_exit,main,3,5
1604,centre,furthest,True,10,surround,station_exit,main,3,10
1605,centre,furthest,True,10,surround,station_exit,main,5,2
1606,centre,furthest,True,10,surround,station_exit,main,5,5
1607,centre,furthest,True,10,surround,station_exit,main,5,10
1608,centre,furthest,True,10,surround,station_exit,main,10,2
1609,centre,furthest,True,10,surround,station_exit,main,10,5
1610,centre,furthest,True,10,surround,station_exit,main,10,10
1611,centre,furthest,True,10,surround,station_exit,side,3,2
1612,centre,furthest,True,10,surround,station_exit,side,3,5
1613,centre,furthest,True,10,surround,station_exit,side,3,10
1614,centre,furthest,True,10,surround,station_exit,side,5,2
1615,centre,furthest,True,10,surround,station_exit,side,5,5
1616,centre,furthest,True,10,surround,station_exit,side,5,10
1617,centre,furthest,True,10,surround,station_exit,side,10,2
1618,centre,furthest,True,10,surround,station_exit,side,10,5
1619,centre,furthest,True,10,surround,station_exit,side,10,10
1620,centre,furthest,False,3,furthest,metro_platform,main,3,2
1621,centre,furthest,False,3,furthest,metro_platform,main,3,5
1622,centre,furthest,False,3,furthest,metro_platform,main,3,10
1623,centre,furthest,False,3,furthest,metro_platform,main,5,2
1624,centre,furthest,False,3,furthest,metro_platform,main,5,5
1625,centre,furthest,False,3,furthest,metro_platform,main,5,10
1626,centre,furthest,False,3,furthest,metro_platform,main,10,2
1627,centre,furthest,False,3,furthest,metro_platform,main,10,5
1628,centre,furthest,False,3,furthest,metro_platform,main,10,10
1629,centre,furthest,False,3,furthest,metro_platform,side,3,2
1630,centre,furthest,False,3,furthest,metro_platform,side,3,5
1631,centre,furthest,False,3,furthest,metro_platform,side,3,10
1632,centre,furthest,False,3,furthest,metro_platform,side,5,2
1633,centre,furthest,False,3,furthest,metro_platform,side,5,5
1634,centre,furthest,False,3,furthest,metro_platform,side,5,10
1635,centre,furthest,False,3,furthest,metro_platform,side,10,2
1636,centre,furthest,False,3,furthest,metro_platform,side,10,5
1637,centre,furthest,False,3,furthest,metro_platform,side,10,10
1638,centre,furthest,False,3,furthest,station_exit,main,3,2
1639,centre,furthest,False,3,furthest,station_exit,main,3,5
1640,centre,furthest,False,3,furthest,station_exit,main,3,10
1641,centre,furthest,False,3,furthest,station_exit,main,5,2
1642,centre,furthest,False,3,furthest,station_exit,main,5,5
1643,centre,furthest,False,3,furthest,station_exit,main,5,10
1644,centre,furthest,False,3,furthest,station_exit,main,10,2
1645,centre,furthest,False,3,furthest,station_exit,main,10,5
1646,centre,furthest,False,3,furthest,station_exit,main,10,10
1647,centre,furthest,False,3,furthest,station_exit,side,3,2
1648,centre,furthest,False,3,furthest,station_exit,side,3,5
1649,centre,furthest,False,3,furthest,station_exit,side,3,10
1650,centre,furthest,False,3,furthest,station_exit,side,5,2
1651,centre,furthest,False,3,furthest,station_exit,side,5,5
1652,centre,furthest,False,3,furthest,station_exit,side,5,10
1653,centre,furthest,False,3,furthest,station_exit,side,10,2
1654,centre,furthest,False,3,furthest,station_exit,side,10,5
1655,centre,furthest,False,3,furthest,station_exit,side,10,10
1656,centre,furthest,False,3,largest,metro_platform,main,3,2
1657,centre,furthest,False,3,largest,metro_platform,main,3,5
1658,centre,furthest,False,3,largest,metro_platform,main,3,10
1659,centre,furthest,False,3,largest,metro_platform,main,5,2
1660,centre,furthest,False,3,largest,metro_platform,main,5,5
1661,centre,furthest,False,3,largest,metro_platform,main,5,10
1662,centre,furthest,False,3,largest,metro_platform,main,10,2
1663,centre,furthest,False,3,largest,metro_platform,main,10,5
1664,centre,furthest,False,3,largest,metro_platform,main,10,10
1665,centre,furthest,False,3,largest,metro_platform,side,3,2
1666,centre,furthest,False,3,largest,metro_platform,side,3,5
1667,centre,furthest,False,3,largest,metro_platform,side,3,10
1668,centre,furthest,False,3,largest,metro_platform,side,5,2
1669,centre,furthest,False,3,largest,metro_platform,side,5,5
1670,centre,furthest,False,3,largest,metro_platform,side,5,10
1671,centre,furthest,False,3,largest,metro_platform,side,10,2
1672,centre,furthest,False,3,largest,metro_platform,side,10,5
1673,centre,furthest,False,3,largest,metro_platform,side,10,10
1674,centre,furthest,False,3,largest,station_exit,main,3,2
1675,centre,furthest,False,3,largest,station_exit,main,3,5
1676,centre,furthest,False,3,largest,station_exit,main,3,10
1677,centre,furthest,False,3,largest,station_exit,main,5,2
1678,centre,furthest,False,3,largest,station_exit,main,5,5
1679,centre,furthest,False,3,largest,station_exit,main,5,10
1680,centre,furthest,False,3,largest,station_exit,main,10,2
1681,centre,furthest,False,3,largest,station_exit,main,10,5
1682,centre,furthest,False,3,largest,station_exit,main,10,10
1683,centre,furthest,False,3,largest,station_exit,side,3,2
1684,centre,furthest,False,3,largest,station_exit,side,3,5
1685,centre,furthest,False,3,largest,station_exit,side,3,10
1686,centre,furthest,False,3,largest,station_exit,side,5,2
1687,centre,furthest,False,3,largest,station_exit,side,5,5
1688,centre,furthest,False,3,largest,station_exit,side,5,10
1689,centre,furthest,False,3,largest,station_exit,side,10,2
1690,centre,furthest,False,3,largest,station_exit,side,10,5
1691,centre,furthest,False,3,largest,station_exit,side,10,10
1692,centre,furthest,False,3,surround,metro_platform,main,3,2
1693,centre,furthest,False,3,surround,metro_platform,main,3,5
1694,centre,furthest,False,3,surround,metro_platform,main,3,10
1695,centre,furthest,False,3,surround,metro_platform,main,5,2
1696,centre,furthest,False,3,surround,metro_platform,main,5,5
1697,centre,furthest,False,3,surround,metro_platform,main,5,10
1698,centre,furthest,False,3,surround,metro_platform,main,10,2
1699,centre,furthest,False,3,surround,metro_platform,main,10,5
1700,centre,furthest,False,3,surround,metro_platform,main,10,10
1701,centre,furthest,False,3,surround,metro_platform,side,3,2
1702,centre,furthest,False,3,surround,metro_platform,side,3,5
1703,centre,furthest,False,3,surround,metro_platform,side,3,10
1704,centre,furthest,False,3,surround,metro_platform,side,5,2
1705,centre,furthest,False,3,surround,metro_platform,side,5,5
1706,centre,furthest,False,3,surround,metro_platform,side,5,10
1707,centre,furthest,False,3,surround,metro_platform,side,10,2
1708,centre,furthest,False,3,surround,metro_platform,side,10,5
1709,centre,furthest,False,3,surround,metro_platform,side,10,10
1710,centre,furthest,False,3,surround,station_exit,main,3,2
1711,centre,furthest,False,3,surround,station_exit,main,3,5
1712,centre,furthest,False,3,surround,station_exit,main,3,10
1713,centre,furthest,False,3,surround,station_exit,main,5,2
1714,centre,furthest,False,3,surround,station_exit,main,5,5
1715,centre,furthest,False,3,surround,station_exit,main,5,10
1716,centre,furthest,False,3,surround,station_exit,main,10,2
1717,centre,furthest,False,3,surround,station_exit,main,10,5
1718,centre,furthest,False,3,surround,station_exit,main,10,10
1719,centre,furthest,False,3,surround,station_exit,side,3,2
1720,centre,furthest,False,3,surround,station_exit,side,3,5
1721,centre,furthest,False,3,surround,station_exit,side,3,10
1722,centre,furthest,False,3,surround,station_exit,side,5,2
1723,centre,furthest,False,3,surround,station_exit,side,5,5
1724,centre,furthest,False,3,surround,station_exit,side,5,10
1725,centre,furthest,False,3,surround,station_exit,side,10,2
1726,centre,furthest,False,3,surround,station_exit,side,10,5
1727,centre,furthest,False,3,surround,station_exit,side,10,10
1728,centre,furthest,False,6,furthest,metro_platform,main,3,2
1729,centre,furthest,False,6,furthest,metro_platform,main,3,5
1730,centre,furthest,False,6,furthest,metro_platform,main,3,10
1731,centre,furthest,False,6,furthest,metro_platform,main,5,2
1732,centre,furthest,False,6,furthest,metro_platform,main,5,5
1733,centre,furthest,False,6,furthest,metro_platform,main,5,10
1734,centre,furthest,False,6,furthest,metro_platform,main,10,2
1735,centre,furthest,False,6,furthest,metro_platform,main,10,5
1736,centre,furthest,False,6,furthest,metro_platform,main,10,10
1737,centre,furthest,False,6,furthest,metro_platform,side,3,2
1738,centre,furthest,False,6,furthest,metro_platform,side,3,5
1739,centre,furthest,False,6,furthest,metro_platform,side,3,10
1740,centre,furthest,False,6,furthest,metro_platform,side,5,2
1741,centre,furthest,False,6,furthest,metro_platform,side,5,5
1742,centre,furthest,False,6,furthest,metro_platform,side,5,10
1743,centre,furthest,False,6,furthest,metro_platform,side,10,2
1744,centre,furthest,False,6,furthest,metro_platform,side,10,5
1745,centre,furthest,False,6,furthest,metro_platform,side,10,10
1746,centre,furthest,False,6,furthest,station_exit,main,3,2
1747,centre,furthest,False,6,furthest,station_exit,main,3,5
1748,centre,furthest,False,6,furthest,station_exit,main,3,10
1749,centre,furthest,False,6,furthest,station_exit,main,5,2
1750,centre,furthest,False,6,furthest,station_exit,main,5,5
1751,centre,furthest,False,6,furthest,station_exit,main,5,10
1752,centre,furthest,False,6,furthest,station_exit,main,10,2
1753,centre,furthest,False,6,furthest,station_exit,main,10,5
1754,centre,furthest,False,6,furthest,station_exit,main,10,10
1755,centre,furthest,False,6,furthest,station_exit,side,3,2
1756,centre,furthest,False,6,furthest,station_exit,side,3,5
1757,centre,furthest,False,6,furthest,station_exit,side,3,10
1758,centre,furthest,False,6,furthest,station_exit,side,5,2
1759,centre,furthest,False,6,furthest,station_exit,side,5,5
1760,centre,furthest,False,6,furthest,station_exit,side,5,10
1761,centre,furthest,False,6,furthest,station_exit,side,10,2
1762,centre,furthest,False,6,furthest,station_exit,side,10,5
1763,centre,furthest,False,6,furthest,station_exit,side,10,10
1764,centre,furthest,False,6,largest,metro_platform,main,3,2
1765,centre,furthest,False,6,largest,metro_platform,main,3,5
1766,centre,furthest,False,6,largest,metro_platform,main,3,10
1767,centre,furthest,False,6,largest,metro_platform,main,5,2
1768,centre,furthest,False,6,largest,metro_platform,main,5,5
1769,centre,furthest,False,6,largest,metro_platform,main,5,10
1770,centre,furthest,False,6,largest,metro_platform,main,10,2
1771,centre,furthest,False,6,largest,metro_platform,main,10,5
1772,centre,furthest,False,6,largest,metro_platform,main,10,10
1773,centre,furthest,False,6,largest,metro_platform,side,3,2
1774,centre,furthest,False,6,largest,metro_platform,side,3,5
1775,centre,furthest,False,6,largest,metro_platform,side,3,10
1776,centre,furthest,False,6,largest,metro_platform,side,5,2
1777,centre,furthest,False,6,largest,metro_platform,side,5,5
1778,centre,furthest,False,6,largest,metro_platform,side,5,10
1779,centre,furthest,False,6,largest,metro_platform,side,10,2
1780,centre,furthest,False,6,largest,metro_platform,side,10,5
1781,centre,furthest,False,6,largest,metro_platform,side,10,10
1782,centre,furthest,False,6,largest,station_exit,main,3,2
1783,centre,furthest,False,6,largest,station_exit,main,3,5
1784,centre,furthest,False,6,largest,station_exit,main,3,10
1785,centre,furthest,False,6,largest,station_exit,main,5,2
1786,centre,furthest,False,6,largest,station_exit,main,5,5
1787,centre,furthest,False,6,largest,station_exit,main,5,10
1788,centre,furthest,False,6,largest,station_exit,main,10,2
1789,centre,furthest,False,6,largest,station_exit,main,10,5
1790,centre,furthest,False,6,largest,station_exit,main,10,10
1791,centre,furthest,False,6,largest,station_exit,side,3,2
1792,centre,furthest,False,6,largest,station_exit,side,3,5
1793,centre,furthest,False,6,largest,station_exit,side,3,10
1794,centre,furthest,False,6,largest,station_exit,side,5,2
1795,centre,furthest,False,6,largest,station_exit,side,5,5
1796,centre,furthest,False,6,largest,station_exit,side,5,10
1797,centre,furthest,False,6,largest,station_exit,side,10,2
1798,centre,furthest,False,6,largest,station_exit,side,10,5
1799,centre,furthest,False,6,largest,station_exit,side,10,10
1800,centre,furthest,False,6,surround,metro_platform,main,3,2
1801,centre,furthest,False,6,surround,metro_platform,main,3,5
1802,centre,furthest,False,6,surround,metro_platform,main,3,10
1803,centre,furthest,False,6,surround,metro_platform,main,5,2
1804,centre,furthest,False,6,surround,metro_platform,main,5,5
1805,centre,furthest,False,6,surround,metro_platform,main,5,10
1806,centre,furthest,False,6,surround,metro_platform,main,10,2
1807,centre,furthest,False,6,surround,metro_platform,main,10,5
1808,centre,furthest,False,6,surround,metro_platform,main,10,10
1809,centre,furthest,False,6,surround,metro_platform,side,3,2
1810,centre,furthest,False,6,surround,metro_platform,side,3,5
1811,centre,furthest,False,6,surround,metro_platform,side,3,10
1812,centre,furthest,False,6,surround,metro_platform,side,5,2
1813,centre,furthest,False,6,surround,metro_platform,side,5,5
1814,centre,furthest,False,6,surround,metro_platform,side,5,10
1815,centre,furthest,False,6,surround,metro_platform,side,10,2
1816,centre,furthest,False,6,surround,metro_platform,side,10,5
1817,centre,furthest,False,6,surround,metro_platform,side,10,10
1818,centre,furthest,False,6,surround,station_exit,main,3,2
1819,centre,furthest,False,6,surround,station_exit,main,3,5
1820,centre,furthest,False,6,surround,station_exit,main,3,10
1821,centre,furthest,False,6,surround,station_exit,main,5,2
1822,centre,furthest,False,6,surround,station_exit,main,5,5
1823,centre,furthest,False,6,surround,station_exit,main,5,10
1824,centre,furthest,False,6,surround,station_exit,main,10,2
1825,centre,furthest,False,6,surround,station_exit,main,10,5
1826,centre,furthest,False,6,surround,station_exit,main,10,10
1827,centre,furthest,False,6,surround,station_exit,side,3,2
1828,centre,furthest,False,6,surround,station_exit,side,3,5
1829,centre,furthest,False,6,surround,station_exit,side,3,10
1830,centre,furthest,False,6,surround,station_exit,side,5,2
1831,centre,furthest,False,6,surround,station_exit,side,5,5
1832,centre,furthest,False,6,surround,station_exit,side,5,10
1833,centre,furthest,False,6,surround,station_exit,side,10,2
1834,centre,furthest,False,6,surround,station_exit,side,10,5
1835,centre,furthest,False,6,surround,station_exit,side,10,10
1836,centre,furthest,False,10,furthest,metro_platform,main,3,2
1837,centre,furthest,False,10,furthest,metro_platform,main,3,5
1838,centre,furthest,False,10,furthest,metro_platform,main,3,10
1839,centre,furthest,False,10,furthest,metro_platform,main,5,2
1840,centre,furthest,False,10,furthest,metro_platform,main,5,5
1841,centre,furthest,False,10,furthest,metro_platform,main,5,10
1842,centre,furthest,False,10,furthest,metro_platform,main,10,2
1843,centre,furthest,False,10,furthest,metro_platform,main,10,5
1844,centre,furthest,False,10,furthest,metro_platform,main,10,10
1845,centre,furthest,False,10,furthest,metro_platform,side,3,2
1846,centre,furthest,False,10,furthest,metro_platform,side,3,5
1847,centre,furthest,False,10,furthest,metro_platform,side,3,10
1848,centre,furthest,False,10,furthest,metro_platform,side,5,2
1849,centre,furthest,False,10,furthest,metro_platform,side,5,5
1850,centre,furthest,False,10,furthest,metro_platform,side,5,10
1851,centre,furthest,False,10,furthest,metro_platform,side,10,2
1852,centre,furthest,False,10,furthest,metro_platform,side,10,5
1853,centre,furthest,False,10,furthest,metro_platform,side,10,10
1854,centre,furthest,False,10,furthest,station_exit,main,3,2
1855,centre,furthest,False,10,furthest,station_exit,main,3,5
1856,centre,furthest,False,10,furthest,station_exit,main,3,10
1857,centre,furthest,False,10,furthest,station_exit,main,5,2
1858,centre,furthest,False,10,furthest,station_exit,main,5,5
1859,centre,furthest,False,10,furthest,station_exit,main,5,10
1860,centre,furthest,False,10,furthest,station_exit,main,10,2
1861,centre,furthest,False,10,furthest,station_exit,main,10,5
1862,centre,furthest,False,10,furthest,station_exit,main,10,10
1863,centre,furthest,False,10,furthest,station_exit,side,3,2
1864,centre,furthest,False,10,furthest,station_exit,side,3,5
1865,centre,furthest,False,10,furthest,station_exit,side,3,10
1866,centre,furthest,False,10,furthest,station_exit,side,5,2
1867,centre,furthest,False,10,furthest,station_exit,side,5,5
1868,centre,furthest,False,10,furthest,station_exit,side,5,10
1869,centre,furthest,False,10,furthest,station_exit,side,10,2
1870,centre,furthest,False,10,furthest,station_exit,side,10,5
1871,centre,furthest,False,10,furthest,station_exit,side,10,10
1872,centre,furthest,False,10,largest,metro_platform,main,3,2
1873,centre,furthest,False,10,largest,metro_platform,main,3,5
1874,centre,furthest,False,10,largest,metro_platform,main,3,10
1875,centre,furthest,False,10,largest,metro_platform,main,5,2
1876,centre,furthest,False,10,largest,metro_platform,main,5,5
1877,centre,furthest,False,10,largest,metro_platform,main,5,10
1878,centre,furthest,False,10,largest,metro_platform,main,10,2
1879,centre,furthest,False,10,largest,metro_platform,main,10,5
1880,centre,furthest,False,10,largest,metro_platform,main,10,10
1881,centre,furthest,False,10,largest,metro_platform,side,3,2
1882,centre,furthest,False,10,largest,metro_platform,side,3,5
1883,centre,furthest,False,10,largest,metro_platform,side,3,10
1884,centre,furthest,False,10,largest,metro_platform,side,5,2
1885,centre,furthest,False,10,largest,metro_platform,side,5,5
1886,centre,furthest,False,10,largest,metro_platform,side,5,10
1887,centre,furthest,False,10,largest,metro_platform,side,10,2
1888,centre,furthest,False,10,largest,metro_platform,side,10,5
1889,centre,furthest,False,10,largest,metro_platform,side,10,10
1890,centre,furthest,False,10,largest,station_exit,main,3,2
1891,centre,furthest,False,10,largest,station_exit,main,3,5
1892,centre,furthest,False,10,largest,station_exit,main,3,10
1893,centre,furthest,False,10,largest,station_exit,main,5,2
1894,centre,furthest,False,10,largest,station_exit,main,5,5
1895,centre,furthest,False,10,largest,station_exit,main,5,10
1896,centre,furthest,False,10,largest,station_exit,main,10,2
1897,centre,furthest,False,10,largest,station_exit,main,10,5
1898,centre,furthest,False,10,largest,station_exit,main,10,10
1899,centre,furthest,False,10,largest,station_exit,side,3,2
1900,centre,furthest,False,10,largest,station_exit,side,3,5
1901,centre,furthest,False,10,largest,station_exit,side,3,10
1902,centre,furthest,False,10,largest,station_exit,side,5,2
1903,centre,furthest,False,10,largest,station_exit,side,5,5
1904,centre,furthest,False,10,largest,station_exit,side,5,10
1905,centre,furthest,False,10,largest,station_exit,side,10,2
1906,centre,furthest,False,10,largest,station_exit,side,10,5
1907,centre,furthest,False,10,largest,station_exit,side,10,10
1908,centre,furthest,False,10,surround,metro_platform,main,3,2
1909,centre,furthest,False,10,surround,metro_platform,main,3,5
1910,centre,furthest,False,10,surround,metro_platform,main,3,10
1911,centre,furthest,False,10,surround,metro_platform,main,5,2
1912,centre,furthest,False,10,surround,metro_platform,main,5,5
1913,centre,furthest,False,10,surround,metro_platform,main,5,10
1914,centre,furthest,False,10,surround,metro_platform,main,10,2
1915,centre,furthest,False,10,surround,metro_platform,main,10,5
1916,centre,furthest,False,10,surround,metro_platform,main,10,10
1917,centre,furthest,False,10,surround,metro_platform,side,3,2
1918,centre,furthest,False,10,surround,metro_platform,side,3,5
1919,centre,furthest,False,10,surround,metro_platform,side,3,10
1920,centre,furthest,False,10,surround,metro_platform,side,5,2
1921,centre,furthest,False,10,surround,metro_platform,side,5,5
1922,centre,furthest,False,10,surround,metro_platform,side,5,10
1923,centre,furthest,False,10,surround,metro_platform,side,10,2
1924,centre,furthest,False,10,surround,metro_platform,side,10,5
1925,centre,furthest,False,10,surround,metro_platform,side,10,10
1926,centre,furthest,False,10,surround,station_exit,main,3,2
1927,centre,furthest,False,10,surround,station_exit,main,3,5
1928,centre,furthest,False,10,surround,station_exit,main,3,10
1929,centre,furthest,False,10,surround,station_exit,main,5,2
1930,centre,furthest,False,10,surround,station_exit,main,5,5
1931,centre,furthest,False,10,surround,station_exit,main,5,10
1932,centre,furthest,False,10,surround,station_exit,main,10,2
1933,centre,furthest,False,10,surround,station_exit,main,10,5
1934,centre,furthest,False,10,surround,station_exit,main,10,10
1935,centre,furthest,False,10,surround,station_exit,side,3,2
1936,centre,furthest,False,10,surround,station_exit,side,3,5
1937,centre,furthest,False,10,surround,station_exit,side,3,10
1938,centre,furthest,False,10,surround,station_exit,side,5,2
1939,centre,furthest,False,10,surround,station_exit,side,5,5
